Radionuclide	Sn-119m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=2E-2
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
25	9.2E-2	4.3E-4	4.8E-5	1.1E-3	4.6E-4	3.6E-2	4.2E-3
26	9.2E-2	4.1E-4	4.5E-5	1.1E-3	4.6E-4	3.6E-2	4.2E-3
27	9.1E-2	3.9E-4	4.3E-5	1.1E-3	4.5E-4	3.6E-2	4.2E-3
28	9.0E-2	3.7E-4	4.1E-5	1.0E-3	4.5E-4	3.5E-2	4.2E-3
29	9.0E-2	3.6E-4	4.0E-5	1.0E-3	4.5E-4	3.5E-2	4.1E-3
30	8.9E-2	3.4E-4	3.8E-5	1.0E-3	4.5E-4	3.5E-2	4.1E-3
31	8.9E-2	3.3E-4	3.7E-5	1.0E-3	4.4E-4	3.4E-2	4.1E-3
32	8.8E-2	3.2E-4	3.5E-5	1.0E-3	4.4E-4	3.4E-2	4.1E-3
33	8.8E-2	3.0E-4	3.4E-5	1.0E-3	4.4E-4	3.4E-2	4.0E-3
34	8.7E-2	2.9E-4	3.3E-5	1.0E-3	4.4E-4	3.3E-2	4.0E-3
35	8.6E-2	2.8E-4	3.2E-5	1.0E-3	4.3E-4	3.3E-2	4.0E-3
36	8.6E-2	2.7E-4	3.1E-5	1.0E-3	4.3E-4	3.3E-2	3.9E-3
37	8.5E-2	2.7E-4	3.0E-5	9.9E-4	4.3E-4	3.3E-2	3.9E-3
38	8.5E-2	2.6E-4	2.9E-5	9.8E-4	4.3E-4	3.2E-2	3.9E-3
39	8.5E-2	2.5E-4	2.8E-5	9.8E-4	4.3E-4	3.2E-2	3.9E-3
40	8.4E-2	2.4E-4	2.7E-5	9.7E-4	4.2E-4	3.2E-2	3.8E-3
41	8.4E-2	2.4E-4	2.6E-5	9.7E-4	4.2E-4	3.2E-2	3.8E-3
42	8.3E-2	2.3E-4	2.5E-5	9.7E-4	4.2E-4	3.1E-2	3.8E-3
43	8.3E-2	2.2E-4	2.5E-5	9.6E-4	4.2E-4	3.1E-2	3.8E-3
44	8.2E-2	2.2E-4	2.4E-5	9.6E-4	4.2E-4	3.1E-2	3.7E-3
45	8.2E-2	2.1E-4	2.4E-5	9.5E-4	4.1E-4	3.1E-2	3.7E-3
46	8.1E-2	2.1E-4	2.3E-5	9.5E-4	4.1E-4	3.1E-2	3.7E-3
47	8.1E-2	2.0E-4	2.3E-5	9.4E-4	4.1E-4	3.0E-2	3.6E-3
48	8.1E-2	2.0E-4	2.2E-5	9.4E-4	4.1E-4	3.0E-2	3.6E-3
49	8.0E-2	2.0E-4	2.2E-5	9.3E-4	4.1E-4	3.0E-2	3.6E-3
50	8.0E-2	1.9E-4	2.1E-5	9.3E-4	4.1E-4	3.0E-2	3.6E-3
51	7.9E-2	1.9E-4	2.1E-5	9.3E-4	4.0E-4	3.0E-2	3.5E-3
52	7.9E-2	1.9E-4	2.0E-5	9.2E-4	4.0E-4	2.9E-2	3.5E-3
53	7.9E-2	1.8E-4	2.0E-5	9.2E-4	4.0E-4	2.9E-2	3.5E-3
54	7.8E-2	1.8E-4	2.0E-5	9.1E-4	4.0E-4	2.9E-2	3.5E-3
55	7.8E-2	1.8E-4	1.9E-5	9.1E-4	4.0E-4	2.9E-2	3.4E-3
56	7.7E-2	1.7E-4	1.9E-5	9.1E-4	3.9E-4	2.9E-2	3.4E-3
57	7.7E-2	1.7E-4	1.9E-5	9.0E-4	3.9E-4	2.9E-2	3.4E-3
58	7.7E-2	1.7E-4	1.8E-5	9.0E-4	3.9E-4	2.8E-2	3.4E-3
59	7.6E-2	1.7E-4	1.8E-5	8.9E-4	3.9E-4	2.8E-2	3.3E-3
60	7.6E-2	1.6E-4	1.8E-5	8.9E-4	3.9E-4	2.8E-2	3.3E-3
61	7.6E-2	1.6E-4	1.8E-5	8.9E-4	3.9E-4	2.8E-2	3.3E-3
62	7.5E-2	1.6E-4	1.7E-5	8.8E-4	3.8E-4	2.8E-2	3.3E-3
63	7.5E-2	1.6E-4	1.7E-5	8.8E-4	3.8E-4	2.8E-2	3.2E-3
64	7.5E-2	1.6E-4	1.7E-5	8.7E-4	3.8E-4	2.8E-2	3.2E-3
65	7.4E-2	1.5E-4	1.7E-5	8.7E-4	3.8E-4	2.7E-2	3.2E-3
66	7.4E-2	1.5E-4	1.7E-5	8.7E-4	3.8E-4	2.7E-2	3.2E-3
67	7.4E-2	1.5E-4	1.6E-5	8.6E-4	3.8E-4	2.7E-2	3.1E-3
68	7.3E-2	1.5E-4	1.6E-5	8.6E-4	3.8E-4	2.7E-2	3.1E-3
69	7.3E-2	1.5E-4	1.6E-5	8.6E-4	3.7E-4	2.7E-2	3.1E-3
70	7.3E-2	1.5E-4	1.6E-5	8.5E-4	3.7E-4	2.7E-2	3.1E-3
71	7.2E-2	1.4E-4	1.6E-5	8.5E-4	3.7E-4	2.7E-2	3.1E-3
72	7.2E-2	1.4E-4	1.6E-5	8.5E-4	3.7E-4	2.7E-2	3.0E-3
73	7.2E-2	1.4E-4	1.5E-5	8.4E-4	3.7E-4	2.6E-2	3.0E-3
74	7.1E-2	1.4E-4	1.5E-5	8.4E-4	3.7E-4	2.6E-2	3.0E-3
75	7.1E-2	1.4E-4	1.5E-5	8.3E-4	3.6E-4	2.6E-2	3.0E-3
76	7.1E-2	1.4E-4	1.5E-5	8.3E-4	3.6E-4	2.6E-2	3.0E-3
77	7.0E-2	1.4E-4	1.5E-5	8.3E-4	3.6E-4	2.6E-2	2.9E-3
78	7.0E-2	1.3E-4	1.5E-5	8.2E-4	3.6E-4	2.6E-2	2.9E-3
79	7.0E-2	1.3E-4	1.5E-5	8.2E-4	3.6E-4	2.6E-2	2.9E-3
80	6.9E-2	1.3E-4	1.4E-5	8.2E-4	3.6E-4	2.6E-2	2.9E-3
81	6.9E-2	1.3E-4	1.4E-5	8.1E-4	3.6E-4	2.5E-2	2.9E-3
82	6.9E-2	1.3E-4	1.4E-5	8.1E-4	3.5E-4	2.5E-2	2.8E-3
83	6.8E-2	1.3E-4	1.4E-5	8.1E-4	3.5E-4	2.5E-2	2.8E-3
84	6.8E-2	1.3E-4	1.4E-5	8.0E-4	3.5E-4	2.5E-2	2.8E-3
85	6.8E-2	1.3E-4	1.4E-5	8.0E-4	3.5E-4	2.5E-2	2.8E-3
86	6.7E-2	1.3E-4	1.4E-5	8.0E-4	3.5E-4	2.5E-2	2.8E-3
87	6.7E-2	1.3E-4	1.4E-5	7.9E-4	3.5E-4	2.5E-2	2.7E-3
88	6.7E-2	1.3E-4	1.4E-5	7.9E-4	3.5E-4	2.5E-2	2.7E-3
89	6.7E-2	1.2E-4	1.4E-5	7.9E-4	3.4E-4	2.5E-2	2.7E-3
90	6.6E-2	1.2E-4	1.3E-5	7.8E-4	3.4E-4	2.4E-2	2.7E-3
91	6.6E-2	1.2E-4	1.3E-5	7.8E-4	3.4E-4	2.4E-2	2.7E-3
92	6.6E-2	1.2E-4	1.3E-5	7.8E-4	3.4E-4	2.4E-2	2.6E-3
93	6.5E-2	1.2E-4	1.3E-5	7.7E-4	3.4E-4	2.4E-2	2.6E-3
94	6.5E-2	1.2E-4	1.3E-5	7.7E-4	3.4E-4	2.4E-2	2.6E-3
95	6.5E-2	1.2E-4	1.3E-5	7.7E-4	3.4E-4	2.4E-2	2.6E-3
96	6.5E-2	1.2E-4	1.3E-5	7.6E-4	3.3E-4	2.4E-2	2.6E-3
97	6.4E-2	1.2E-4	1.3E-5	7.6E-4	3.3E-4	2.4E-2	2.6E-3
98	6.4E-2	1.2E-4	1.3E-5	7.6E-4	3.3E-4	2.4E-2	2.5E-3
99	6.4E-2	1.2E-4	1.3E-5	7.5E-4	3.3E-4	2.4E-2	2.5E-3
100	6.3E-2	1.2E-4	1.3E-5	7.5E-4	3.3E-4	2.3E-2	2.5E-3
110	6.1E-2	1.1E-4	1.2E-5	7.2E-4	3.1E-4	2.2E-2	2.4E-3
120	5.8E-2	1.0E-4	1.1E-5	6.9E-4	3.0E-4	2.2E-2	2.2E-3
130	5.6E-2	9.9E-5	1.1E-5	6.6E-4	2.9E-4	2.1E-2	2.1E-3
140	5.3E-2	9.4E-5	1.0E-5	6.3E-4	2.8E-4	2.0E-2	2.0E-3
150	5.1E-2	9.0E-5	9.8E-6	6.1E-4	2.7E-4	1.9E-2	1.9E-3
160	4.9E-2	8.6E-5	9.3E-6	5.8E-4	2.5E-4	1.8E-2	1.8E-3
170	4.7E-2	8.2E-5	8.9E-6	5.6E-4	2.4E-4	1.7E-2	1.7E-3
180	4.5E-2	7.8E-5	8.5E-6	5.4E-4	2.3E-4	1.7E-2	1.6E-3
190	4.3E-2	7.5E-5	8.1E-6	5.1E-4	2.2E-4	1.6E-2	1.5E-3
200	4.1E-2	7.1E-5	7.7E-6	4.9E-4	2.2E-4	1.5E-2	1.5E-3
210	3.9E-2	6.8E-5	7.4E-6	4.7E-4	2.1E-4	1.5E-2	1.4E-3
220	3.8E-2	6.5E-5	7.1E-6	4.5E-4	2.0E-4	1.4E-2	1.4E-3
230	3.6E-2	6.2E-5	6.8E-6	4.3E-4	1.9E-4	1.4E-2	1.3E-3
240	3.5E-2	6.0E-5	6.5E-6	4.1E-4	1.8E-4	1.3E-2	1.3E-3
250	3.3E-2	5.7E-5	6.2E-6	4.0E-4	1.7E-4	1.2E-2	1.2E-3
260	3.2E-2	5.5E-5	5.9E-6	3.8E-4	1.7E-4	1.2E-2	1.2E-3
270	3.1E-2	5.2E-5	5.7E-6	3.7E-4	1.6E-4	1.1E-2	1.1E-3
280	2.9E-2	5.0E-5	5.4E-6	3.5E-4	1.5E-4	1.1E-2	1.1E-3
290	2.8E-2	4.8E-5	5.2E-6	3.4E-4	1.5E-4	1.0E-2	1.0E-3
300	2.7E-2	4.6E-5	5.0E-6	3.2E-4	1.4E-4	1.0E-2	1.0E-3
310	2.6E-2	4.4E-5	4.8E-6	3.1E-4	1.3E-4	9.6E-3	9.8E-4
320	2.5E-2	4.2E-5	4.5E-6	2.9E-4	1.3E-4	9.2E-3	9.5E-4
330	2.4E-2	4.0E-5	4.4E-6	2.8E-4	1.2E-4	8.8E-3	9.2E-4
340	2.3E-2	3.8E-5	4.2E-6	2.7E-4	1.2E-4	8.4E-3	8.9E-4
350	2.2E-2	3.7E-5	4.0E-6	2.6E-4	1.1E-4	8.1E-3	8.6E-4
360	2.1E-2	3.5E-5	3.8E-6	2.5E-4	1.1E-4	7.7E-3	8.3E-4
365	2.0E-2	3.5E-5	3.7E-6	2.4E-4	1.1E-4	7.6E-3	8.2E-4
370	2.0E-2	3.4E-5	3.7E-6	2.4E-4	1.0E-4	7.4E-3	8.1E-4
380	1.9E-2	3.2E-5	3.5E-6	2.3E-4	1.0E-4	7.1E-3	7.8E-4
390	1.8E-2	3.1E-5	3.4E-6	2.2E-4	9.6E-5	6.8E-3	7.6E-4
400	1.8E-2	3.0E-5	3.2E-6	2.1E-4	9.2E-5	6.5E-3	7.4E-4
410	1.7E-2	2.8E-5	3.1E-6	2.0E-4	8.8E-5	6.3E-3	7.2E-4
420	1.6E-2	2.7E-5	3.0E-6	1.9E-4	8.4E-5	6.0E-3	6.9E-4
430	1.5E-2	2.6E-5	2.8E-6	1.8E-4	8.0E-5	5.7E-3	6.7E-4
440	1.5E-2	2.5E-5	2.7E-6	1.8E-4	7.7E-5	5.5E-3	6.5E-4
450	1.4E-2	2.4E-5	2.6E-6	1.7E-4	7.4E-5	5.3E-3	6.4E-4
460	1.4E-2	2.3E-5	2.5E-6	1.6E-4	7.1E-5	5.0E-3	6.2E-4
470	1.3E-2	2.2E-5	2.4E-6	1.6E-4	6.8E-5	4.8E-3	6.0E-4
480	1.3E-2	2.1E-5	2.3E-6	1.5E-4	6.5E-5	4.6E-3	5.8E-4
490	1.2E-2	2.0E-5	2.2E-6	1.4E-4	6.2E-5	4.4E-3	5.7E-4
500	1.2E-2	1.9E-5	2.1E-6	1.4E-4	6.0E-5	4.3E-3	5.5E-4
510	1.1E-2	1.8E-5	2.0E-6	1.3E-4	5.7E-5	4.1E-3	5.3E-4
520	1.1E-2	1.8E-5	1.9E-6	1.3E-4	5.5E-5	3.9E-3	5.2E-4
530	1.0E-2	1.7E-5	1.8E-6	1.2E-4	5.2E-5	3.7E-3	5.0E-4
540	9.7E-3	1.6E-5	1.8E-6	1.1E-4	5.0E-5	3.6E-3	4.9E-4
550	9.3E-3	1.6E-5	1.7E-6	1.1E-4	4.8E-5	3.4E-3	4.8E-4
560	8.9E-3	1.5E-5	1.6E-6	1.1E-4	4.6E-5	3.3E-3	4.6E-4
570	8.6E-3	1.4E-5	1.6E-6	1.0E-4	4.4E-5	3.2E-3	4.5E-4
580	8.2E-3	1.4E-5	1.5E-6	9.7E-5	4.2E-5	3.0E-3	4.4E-4
590	7.9E-3	1.3E-5	1.4E-6	9.3E-5	4.1E-5	2.9E-3	4.2E-4
600	7.6E-3	1.3E-5	1.4E-6	8.9E-5	3.9E-5	2.8E-3	4.1E-4
610	7.2E-3	1.2E-5	1.3E-6	8.5E-5	3.7E-5	2.7E-3	4.0E-4
620	6.9E-3	1.2E-5	1.3E-6	8.2E-5	3.6E-5	2.5E-3	3.9E-4
630	6.7E-3	1.1E-5	1.2E-6	7.8E-5	3.4E-5	2.4E-3	3.8E-4
640	6.4E-3	1.1E-5	1.1E-6	7.5E-5	3.3E-5	2.3E-3	3.7E-4
650	6.1E-3	1.0E-5	1.1E-6	7.2E-5	3.1E-5	2.2E-3	3.6E-4
660	5.9E-3	9.7E-6	1.1E-6	6.9E-5	3.0E-5	2.1E-3	3.5E-4
670	5.6E-3	9.3E-6	1.0E-6	6.6E-5	2.9E-5	2.1E-3	3.4E-4
680	5.4E-3	8.9E-6	9.7E-7	6.3E-5	2.8E-5	2.0E-3	3.3E-4
690	5.2E-3	8.6E-6	9.3E-7	6.0E-5	2.6E-5	1.9E-3	3.2E-4
700	5.0E-3	8.2E-6	8.9E-7	5.8E-5	2.5E-5	1.8E-3	3.1E-4
710	4.8E-3	7.9E-6	8.5E-7	5.5E-5	2.4E-5	1.7E-3	3.0E-4
720	4.6E-3	7.5E-6	8.2E-7	5.3E-5	2.3E-5	1.7E-3	2.9E-4
730	4.4E-3	7.2E-6	7.8E-7	5.1E-5	2.2E-5	1.6E-3	2.8E-4
740	4.2E-3	6.9E-6	7.5E-7	4.9E-5	2.1E-5	1.5E-3	2.7E-4
750	4.0E-3	6.6E-6	7.2E-7	4.7E-5	2.0E-5	1.5E-3	2.7E-4
760	3.9E-3	6.4E-6	6.9E-7	4.5E-5	2.0E-5	1.4E-3	2.6E-4
770	3.7E-3	6.1E-6	6.6E-7	4.3E-5	1.9E-5	1.3E-3	2.5E-4
780	3.5E-3	5.8E-6	6.3E-7	4.1E-5	1.8E-5	1.3E-3	2.4E-4
790	3.4E-3	5.6E-6	6.1E-7	3.9E-5	1.7E-5	1.2E-3	2.4E-4
800	3.3E-3	5.4E-6	5.8E-7	3.8E-5	1.7E-5	1.2E-3	2.3E-4
810	3.1E-3	5.1E-6	5.6E-7	3.6E-5	1.6E-5	1.1E-3	2.2E-4
820	3.0E-3	4.9E-6	5.3E-7	3.5E-5	1.5E-5	1.1E-3	2.2E-4
830	2.9E-3	4.7E-6	5.1E-7	3.3E-5	1.5E-5	1.0E-3	2.1E-4
840	2.8E-3	4.5E-6	4.9E-7	3.2E-5	1.4E-5	9.9E-4	2.0E-4
850	2.6E-3	4.3E-6	4.7E-7	3.0E-5	1.3E-5	9.5E-4	2.0E-4
860	2.5E-3	4.2E-6	4.5E-7	2.9E-5	1.3E-5	9.1E-4	1.9E-4
870	2.4E-3	4.0E-6	4.3E-7	2.8E-5	1.2E-5	8.7E-4	1.9E-4
880	2.3E-3	3.8E-6	4.1E-7	2.7E-5	1.2E-5	8.4E-4	1.8E-4
890	2.2E-3	3.7E-6	4.0E-7	2.6E-5	1.1E-5	8.0E-4	1.8E-4
900	2.1E-3	3.5E-6	3.8E-7	2.5E-5	1.1E-5	7.7E-4	1.7E-4
910	2.1E-3	3.4E-6	3.6E-7	2.4E-5	1.0E-5	7.4E-4	1.7E-4
920	2.0E-3	3.2E-6	3.5E-7	2.3E-5	9.9E-6	7.0E-4	1.6E-4
930	1.9E-3	3.1E-6	3.3E-7	2.2E-5	9.5E-6	6.7E-4	1.6E-4
940	1.8E-3	3.0E-6	3.2E-7	2.1E-5	9.1E-6	6.5E-4	1.5E-4
950	1.7E-3	2.8E-6	3.1E-7	2.0E-5	8.7E-6	6.2E-4	1.5E-4
960	1.7E-3	2.7E-6	2.9E-7	1.9E-5	8.3E-6	5.9E-4	1.4E-4
970	1.6E-3	2.6E-6	2.8E-7	1.8E-5	8.0E-6	5.7E-4	1.4E-4
980	1.5E-3	2.5E-6	2.7E-7	1.7E-5	7.6E-6	5.5E-4	1.4E-4
990	1.5E-3	2.4E-6	2.6E-7	1.7E-5	7.3E-6	5.2E-4	1.3E-4
1000	1.4E-3	2.3E-6	2.5E-7	1.6E-5	7.0E-6	5.0E-4	1.3E-4
1010	1.4E-3	2.2E-6	2.4E-7	1.5E-5	6.7E-6	4.8E-4	1.2E-4
1020	1.3E-3	2.1E-6	2.3E-7	1.5E-5	6.4E-6	4.6E-4	1.2E-4
1030	1.3E-3	2.0E-6	2.2E-7	1.4E-5	6.2E-6	4.4E-4	1.2E-4
1040	1.2E-3	1.9E-6	2.1E-7	1.4E-5	5.9E-6	4.2E-4	1.1E-4
1050	1.2E-3	1.9E-6	2.0E-7	1.3E-5	5.7E-6	4.0E-4	1.1E-4
1060	1.1E-3	1.8E-6	1.9E-7	1.2E-5	5.4E-6	3.9E-4	1.1E-4
1070	1.1E-3	1.7E-6	1.8E-7	1.2E-5	5.2E-6	3.7E-4	1.0E-4
1080	1.0E-3	1.6E-6	1.8E-7	1.1E-5	5.0E-6	3.6E-4	1.0E-4
1090	9.8E-4	1.6E-6	1.7E-7	1.1E-5	4.8E-6	3.4E-4	9.7E-5
1095	9.6E-4	1.5E-6	1.7E-7	1.1E-5	4.7E-6	3.3E-4	9.6E-5
1100	9.4E-4	1.5E-6	1.6E-7	1.0E-5	4.6E-6	3.3E-4	9.4E-5
1200	6.2E-4	9.8E-7	1.1E-7	6.8E-6	3.0E-6	2.1E-4	7.0E-5
1300	4.1E-4	6.4E-7	7.0E-8	4.5E-6	2.0E-6	1.4E-4	5.2E-5
1400	2.7E-4	4.2E-7	4.6E-8	2.9E-6	1.3E-6	9.1E-5	3.8E-5
1500	1.8E-4	2.8E-7	3.0E-8	1.9E-6	8.4E-7	6.0E-5	2.8E-5
1600	1.2E-4	1.8E-7	2.0E-8	1.3E-6	5.5E-7	3.9E-5	2.1E-5
1700	8.1E-5	1.2E-7	1.3E-8	8.2E-7	3.6E-7	2.6E-5	1.5E-5
1800	5.4E-5	7.9E-8	8.6E-9	5.4E-7	2.3E-7	1.7E-5	1.1E-5
1900	3.7E-5	5.2E-8	5.7E-9	3.5E-7	1.5E-7	1.1E-5	8.3E-6
2000	2.5E-5	3.5E-8	3.8E-9	2.3E-7	1.0E-7	7.2E-6	6.1E-6
2100	1.7E-5	2.3E-8	2.5E-9	1.5E-7	6.7E-8	4.8E-6	4.5E-6
2200	1.1E-5	1.5E-8	1.7E-9	1.0E-7	4.4E-8	3.1E-6	3.3E-6
2300	7.7E-6	1.0E-8	1.1E-9	6.6E-8	2.9E-8	2.1E-6	2.4E-6
2400	5.3E-6	6.8E-9	7.4E-10	4.4E-8	1.9E-8	1.4E-6	1.8E-6
2500	3.6E-6	4.5E-9	4.9E-10	2.9E-8	1.3E-8	9.1E-7	1.3E-6
2600	2.5E-6	3.0E-9	3.3E-10	1.9E-8	8.4E-9	6.0E-7	9.5E-7
2700	1.7E-6	2.1E-9	2.2E-10	1.3E-8	5.6E-9	4.0E-7	7.0E-7
2800	1.2E-6	1.4E-9	1.5E-10	8.6E-9	3.7E-9	2.7E-7	5.1E-7
2900	8.3E-7	9.4E-10	1.0E-10	5.7E-9	2.5E-9	1.8E-7	3.7E-7
3000	5.8E-7	6.4E-10	-	3.8E-9	1.7E-9	1.2E-7	2.7E-7
3100	4.1E-7	4.3E-10	-	2.6E-9	1.1E-9	8.0E-8	2.0E-7
3200	2.9E-7	3.0E-10	-	1.7E-9	7.6E-10	5.4E-8	1.5E-7
3300	2.0E-7	2.0E-10	-	1.2E-9	5.1E-10	3.6E-8	1.1E-7
3400	1.4E-7	1.4E-10	-	7.9E-10	3.5E-10	2.5E-8	7.9E-8
3500	1.0E-7	-	-	5.4E-10	2.4E-10	1.7E-8	5.8E-8
3600	7.2E-8	-	-	3.7E-10	1.6E-10	1.1E-8	4.2E-8
3650	6.1E-8	-	-	3.0E-10	1.3E-10	9.5E-9	3.6E-8
4000	1.9E-8	-	-	-	-	2.6E-9	1.2E-8
5000	7.3E-10	-	-	-	-	-	5.4E-10
