Radionuclide	Cd-115m
Route of Intake	Inhalation
Material	Aerosols Type M, Oxide, chloride, sulphide, carbonate, telluride, all unspecified forms, fA=1E-2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
10	1.9E-1	8.2E-6	1.6E-3	2.9E-3	1.4E-1	2.6E-4	2.9E-2
11	1.9E-1	7.9E-6	1.3E-3	2.5E-3	1.3E-1	2.6E-4	2.9E-2
12	1.8E-1	7.6E-6	1.1E-3	2.2E-3	1.3E-1	2.6E-4	2.9E-2
13	1.8E-1	7.4E-6	9.2E-4	2.0E-3	1.3E-1	2.6E-4	2.9E-2
14	1.8E-1	7.2E-6	7.8E-4	1.8E-3	1.2E-1	2.7E-4	2.9E-2
15	1.7E-1	7.1E-6	6.7E-4	1.7E-3	1.2E-1	2.7E-4	2.9E-2
16	1.7E-1	6.9E-6	5.8E-4	1.5E-3	1.2E-1	2.7E-4	2.9E-2
17	1.7E-1	6.8E-6	5.1E-4	1.4E-3	1.2E-1	2.7E-4	2.9E-2
18	1.6E-1	6.7E-6	4.5E-4	1.3E-3	1.1E-1	2.7E-4	2.9E-2
19	1.6E-1	6.6E-6	4.0E-4	1.3E-3	1.1E-1	2.8E-4	2.8E-2
20	1.6E-1	6.5E-6	3.6E-4	1.2E-3	1.1E-1	2.8E-4	2.8E-2
21	1.5E-1	6.4E-6	3.3E-4	1.2E-3	1.1E-1	2.8E-4	2.8E-2
22	1.5E-1	6.4E-6	3.0E-4	1.1E-3	1.0E-1	2.8E-4	2.8E-2
23	1.5E-1	6.3E-6	2.8E-4	1.1E-3	1.0E-1	2.8E-4	2.8E-2
24	1.5E-1	6.2E-6	2.6E-4	1.0E-3	9.8E-2	2.8E-4	2.8E-2
25	1.4E-1	6.1E-6	2.4E-4	1.0E-3	9.6E-2	2.8E-4	2.7E-2
26	1.4E-1	6.0E-6	2.3E-4	9.9E-4	9.4E-2	2.9E-4	2.7E-2
27	1.4E-1	6.0E-6	2.2E-4	9.7E-4	9.2E-2	2.9E-4	2.7E-2
28	1.4E-1	5.9E-6	2.1E-4	9.5E-4	9.0E-2	2.9E-4	2.7E-2
29	1.3E-1	5.8E-6	2.0E-4	9.3E-4	8.8E-2	2.9E-4	2.7E-2
30	1.3E-1	5.7E-6	1.9E-4	9.1E-4	8.6E-2	2.9E-4	2.6E-2
31	1.3E-1	5.7E-6	1.8E-4	9.0E-4	8.4E-2	2.9E-4	2.6E-2
32	1.3E-1	5.6E-6	1.8E-4	8.8E-4	8.2E-2	2.9E-4	2.6E-2
33	1.3E-1	5.5E-6	1.7E-4	8.7E-4	8.0E-2	2.9E-4	2.6E-2
34	1.2E-1	5.4E-6	1.6E-4	8.6E-4	7.8E-2	2.9E-4	2.6E-2
35	1.2E-1	5.4E-6	1.6E-4	8.4E-4	7.7E-2	2.9E-4	2.5E-2
36	1.2E-1	5.3E-6	1.5E-4	8.3E-4	7.5E-2	2.9E-4	2.5E-2
37	1.2E-1	5.2E-6	1.5E-4	8.2E-4	7.3E-2	2.9E-4	2.5E-2
38	1.2E-1	5.2E-6	1.5E-4	8.1E-4	7.2E-2	2.9E-4	2.5E-2
39	1.1E-1	5.1E-6	1.4E-4	8.0E-4	7.0E-2	2.9E-4	2.5E-2
40	1.1E-1	5.0E-6	1.4E-4	7.9E-4	6.8E-2	2.9E-4	2.4E-2
41	1.1E-1	5.0E-6	1.4E-4	7.8E-4	6.7E-2	2.9E-4	2.4E-2
42	1.1E-1	4.9E-6	1.3E-4	7.7E-4	6.5E-2	2.9E-4	2.4E-2
43	1.1E-1	4.8E-6	1.3E-4	7.6E-4	6.4E-2	2.9E-4	2.4E-2
44	1.0E-1	4.8E-6	1.3E-4	7.5E-4	6.3E-2	2.9E-4	2.3E-2
45	1.0E-1	4.7E-6	1.2E-4	7.4E-4	6.1E-2	2.9E-4	2.3E-2
46	1.0E-1	4.6E-6	1.2E-4	7.3E-4	6.0E-2	2.9E-4	2.3E-2
47	1.0E-1	4.6E-6	1.2E-4	7.2E-4	5.8E-2	2.9E-4	2.3E-2
48	9.8E-2	4.5E-6	1.1E-4	7.1E-4	5.7E-2	2.9E-4	2.3E-2
49	9.6E-2	4.5E-6	1.1E-4	7.0E-4	5.6E-2	2.9E-4	2.2E-2
50	9.5E-2	4.4E-6	1.1E-4	6.9E-4	5.5E-2	2.9E-4	2.2E-2
51	9.3E-2	4.3E-6	1.1E-4	6.8E-4	5.3E-2	2.9E-4	2.2E-2
52	9.2E-2	4.3E-6	1.0E-4	6.7E-4	5.2E-2	2.9E-4	2.2E-2
53	9.0E-2	4.2E-6	1.0E-4	6.6E-4	5.1E-2	2.9E-4	2.2E-2
54	8.9E-2	4.2E-6	9.9E-5	6.5E-4	5.0E-2	2.9E-4	2.1E-2
55	8.7E-2	4.1E-6	9.7E-5	6.4E-4	4.9E-2	2.8E-4	2.1E-2
56	8.6E-2	4.1E-6	9.5E-5	6.4E-4	4.8E-2	2.8E-4	2.1E-2
57	8.4E-2	4.0E-6	9.3E-5	6.3E-4	4.7E-2	2.8E-4	2.1E-2
58	8.3E-2	3.9E-6	9.1E-5	6.2E-4	4.6E-2	2.8E-4	2.0E-2
59	8.1E-2	3.9E-6	8.9E-5	6.1E-4	4.5E-2	2.8E-4	2.0E-2
60	8.0E-2	3.8E-6	8.7E-5	6.0E-4	4.4E-2	2.8E-4	2.0E-2
61	7.9E-2	3.8E-6	8.5E-5	5.9E-4	4.3E-2	2.8E-4	2.0E-2
62	7.7E-2	3.7E-6	8.3E-5	5.9E-4	4.2E-2	2.8E-4	2.0E-2
63	7.6E-2	3.7E-6	8.1E-5	5.8E-4	4.1E-2	2.8E-4	1.9E-2
64	7.5E-2	3.6E-6	7.9E-5	5.7E-4	4.0E-2	2.8E-4	1.9E-2
65	7.4E-2	3.6E-6	7.7E-5	5.6E-4	3.9E-2	2.8E-4	1.9E-2
66	7.2E-2	3.5E-6	7.5E-5	5.6E-4	3.8E-2	2.7E-4	1.9E-2
67	7.1E-2	3.5E-6	7.4E-5	5.5E-4	3.7E-2	2.7E-4	1.9E-2
68	7.0E-2	3.4E-6	7.2E-5	5.4E-4	3.7E-2	2.7E-4	1.8E-2
69	6.9E-2	3.4E-6	7.0E-5	5.3E-4	3.6E-2	2.7E-4	1.8E-2
70	6.8E-2	3.3E-6	6.9E-5	5.3E-4	3.5E-2	2.7E-4	1.8E-2
71	6.7E-2	3.3E-6	6.7E-5	5.2E-4	3.4E-2	2.7E-4	1.8E-2
72	6.6E-2	3.3E-6	6.6E-5	5.1E-4	3.3E-2	2.7E-4	1.8E-2
73	6.5E-2	3.2E-6	6.4E-5	5.0E-4	3.3E-2	2.7E-4	1.7E-2
74	6.3E-2	3.2E-6	6.3E-5	5.0E-4	3.2E-2	2.6E-4	1.7E-2
75	6.2E-2	3.1E-6	6.1E-5	4.9E-4	3.1E-2	2.6E-4	1.7E-2
76	6.1E-2	3.1E-6	6.0E-5	4.8E-4	3.1E-2	2.6E-4	1.7E-2
77	6.0E-2	3.0E-6	5.8E-5	4.8E-4	3.0E-2	2.6E-4	1.7E-2
78	5.9E-2	3.0E-6	5.7E-5	4.7E-4	2.9E-2	2.6E-4	1.6E-2
79	5.8E-2	2.9E-6	5.6E-5	4.6E-4	2.9E-2	2.6E-4	1.6E-2
80	5.7E-2	2.9E-6	5.5E-5	4.6E-4	2.8E-2	2.6E-4	1.6E-2
81	5.7E-2	2.9E-6	5.3E-5	4.5E-4	2.7E-2	2.5E-4	1.6E-2
82	5.6E-2	2.8E-6	5.2E-5	4.5E-4	2.7E-2	2.5E-4	1.6E-2
83	5.5E-2	2.8E-6	5.1E-5	4.4E-4	2.6E-2	2.5E-4	1.5E-2
84	5.4E-2	2.7E-6	5.0E-5	4.3E-4	2.6E-2	2.5E-4	1.5E-2
85	5.3E-2	2.7E-6	4.9E-5	4.3E-4	2.5E-2	2.5E-4	1.5E-2
86	5.2E-2	2.7E-6	4.7E-5	4.2E-4	2.4E-2	2.5E-4	1.5E-2
87	5.1E-2	2.6E-6	4.6E-5	4.2E-4	2.4E-2	2.5E-4	1.5E-2
88	5.0E-2	2.6E-6	4.5E-5	4.1E-4	2.3E-2	2.4E-4	1.5E-2
89	5.0E-2	2.6E-6	4.4E-5	4.0E-4	2.3E-2	2.4E-4	1.4E-2
90	4.9E-2	2.5E-6	4.3E-5	4.0E-4	2.2E-2	2.4E-4	1.4E-2
91	4.8E-2	2.5E-6	4.2E-5	3.9E-4	2.2E-2	2.4E-4	1.4E-2
92	4.7E-2	2.4E-6	4.1E-5	3.9E-4	2.1E-2	2.4E-4	1.4E-2
93	4.6E-2	2.4E-6	4.0E-5	3.8E-4	2.1E-2	2.4E-4	1.4E-2
94	4.6E-2	2.4E-6	4.0E-5	3.8E-4	2.0E-2	2.4E-4	1.4E-2
95	4.5E-2	2.3E-6	3.9E-5	3.7E-4	2.0E-2	2.3E-4	1.3E-2
96	4.4E-2	2.3E-6	3.8E-5	3.7E-4	2.0E-2	2.3E-4	1.3E-2
97	4.3E-2	2.3E-6	3.7E-5	3.6E-4	1.9E-2	2.3E-4	1.3E-2
98	4.3E-2	2.2E-6	3.6E-5	3.6E-4	1.9E-2	2.3E-4	1.3E-2
99	4.2E-2	2.2E-6	3.5E-5	3.5E-4	1.8E-2	2.3E-4	1.3E-2
100	4.1E-2	2.2E-6	3.4E-5	3.5E-4	1.8E-2	2.3E-4	1.3E-2
110	3.5E-2	1.9E-6	2.7E-5	3.0E-4	1.4E-2	2.1E-4	1.1E-2
120	3.0E-2	1.6E-6	2.2E-5	2.6E-4	1.1E-2	1.9E-4	9.7E-3
130	2.5E-2	1.4E-6	1.7E-5	2.2E-4	9.2E-3	1.8E-4	8.5E-3
140	2.2E-2	1.2E-6	1.4E-5	1.9E-4	7.4E-3	1.6E-4	7.4E-3
150	1.8E-2	1.0E-6	1.1E-5	1.7E-4	5.9E-3	1.5E-4	6.4E-3
160	1.6E-2	8.9E-7	8.7E-6	1.4E-4	4.7E-3	1.4E-4	5.6E-3
170	1.3E-2	7.7E-7	7.0E-6	1.2E-4	3.8E-3	1.2E-4	4.8E-3
180	1.1E-2	6.6E-7	5.6E-6	1.1E-4	3.0E-3	1.1E-4	4.2E-3
190	9.6E-3	5.6E-7	4.4E-6	9.0E-5	2.4E-3	9.9E-5	3.6E-3
200	8.2E-3	4.8E-7	3.5E-6	7.7E-5	2.0E-3	8.9E-5	3.1E-3
210	7.0E-3	4.1E-7	2.8E-6	6.6E-5	1.6E-3	8.0E-5	2.7E-3
220	5.9E-3	3.5E-7	2.3E-6	5.7E-5	1.3E-3	7.2E-5	2.3E-3
230	5.1E-3	3.0E-7	1.8E-6	4.9E-5	1.0E-3	6.4E-5	2.0E-3
240	4.3E-3	2.6E-7	1.5E-6	4.1E-5	8.1E-4	5.7E-5	1.7E-3
250	3.7E-3	2.2E-7	1.2E-6	3.5E-5	6.5E-4	5.1E-5	1.5E-3
260	3.1E-3	1.9E-7	9.3E-7	3.0E-5	5.2E-4	4.5E-5	1.2E-3
270	2.7E-3	1.6E-7	7.5E-7	2.6E-5	4.2E-4	4.0E-5	1.1E-3
280	2.3E-3	1.4E-7	6.0E-7	2.2E-5	3.4E-4	3.5E-5	9.2E-4
290	1.9E-3	1.2E-7	4.9E-7	1.9E-5	2.7E-4	3.1E-5	7.8E-4
300	1.7E-3	1.0E-7	3.9E-7	1.6E-5	2.2E-4	2.8E-5	6.7E-4
310	1.4E-3	8.5E-8	3.2E-7	1.4E-5	1.8E-4	2.4E-5	5.7E-4
320	1.2E-3	7.3E-8	2.5E-7	1.2E-5	1.4E-4	2.1E-5	4.9E-4
330	1.0E-3	6.2E-8	2.1E-7	1.0E-5	1.1E-4	1.9E-5	4.2E-4
340	8.8E-4	5.3E-8	1.7E-7	8.5E-6	9.2E-5	1.7E-5	3.6E-4
350	7.5E-4	4.5E-8	1.3E-7	7.3E-6	7.5E-5	1.5E-5	3.0E-4
360	6.4E-4	3.8E-8	1.1E-7	6.2E-6	6.0E-5	1.3E-5	2.6E-4
365	6.0E-4	3.5E-8	9.8E-8	5.7E-6	5.4E-5	1.2E-5	2.4E-4
370	5.5E-4	3.3E-8	8.9E-8	5.3E-6	4.8E-5	1.1E-5	2.2E-4
380	4.7E-4	2.8E-8	7.2E-8	4.5E-6	3.9E-5	9.8E-6	1.9E-4
390	4.0E-4	2.4E-8	5.9E-8	3.8E-6	3.2E-5	8.6E-6	1.6E-4
400	3.4E-4	2.0E-8	4.8E-8	3.3E-6	2.6E-5	7.5E-6	1.4E-4
410	2.9E-4	1.7E-8	3.9E-8	2.8E-6	2.1E-5	6.6E-6	1.2E-4
420	2.5E-4	1.5E-8	3.2E-8	2.4E-6	1.7E-5	5.8E-6	1.0E-4
430	2.1E-4	1.2E-8	2.6E-8	2.0E-6	1.3E-5	5.0E-6	8.5E-5
440	1.8E-4	1.1E-8	2.1E-8	1.7E-6	1.1E-5	4.4E-6	7.2E-5
450	1.6E-4	9.0E-9	1.8E-8	1.5E-6	8.8E-6	3.8E-6	6.2E-5
460	1.3E-4	7.6E-9	1.4E-8	1.2E-6	7.1E-6	3.4E-6	5.3E-5
470	1.1E-4	6.5E-9	1.2E-8	1.1E-6	5.8E-6	2.9E-6	4.5E-5
480	9.8E-5	5.5E-9	9.7E-9	8.9E-7	4.7E-6	2.5E-6	3.8E-5
490	8.3E-5	4.7E-9	8.0E-9	7.6E-7	3.8E-6	2.2E-6	3.2E-5
500	7.1E-5	4.0E-9	6.6E-9	6.5E-7	3.1E-6	1.9E-6	2.8E-5
510	6.1E-5	3.4E-9	5.5E-9	5.5E-7	2.5E-6	1.7E-6	2.3E-5
520	5.2E-5	2.9E-9	4.5E-9	4.7E-7	2.0E-6	1.5E-6	2.0E-5
530	4.5E-5	2.5E-9	3.8E-9	4.0E-7	1.6E-6	1.3E-6	1.7E-5
540	3.8E-5	2.1E-9	3.1E-9	3.4E-7	1.3E-6	1.1E-6	1.4E-5
550	3.3E-5	1.8E-9	2.6E-9	2.9E-7	1.1E-6	9.6E-7	1.2E-5
560	2.8E-5	1.5E-9	2.2E-9	2.5E-7	8.8E-7	8.3E-7	1.0E-5
570	2.4E-5	1.3E-9	1.8E-9	2.1E-7	7.1E-7	7.2E-7	8.9E-6
580	2.0E-5	1.1E-9	1.5E-9	1.8E-7	5.8E-7	6.3E-7	7.6E-6
590	1.7E-5	9.3E-10	1.3E-9	1.5E-7	4.7E-7	5.5E-7	6.5E-6
600	1.5E-5	8.0E-10	1.0E-9	1.3E-7	3.8E-7	4.7E-7	5.5E-6
610	1.3E-5	6.8E-10	8.7E-10	1.1E-7	3.1E-7	4.1E-7	4.7E-6
620	1.1E-5	5.8E-10	7.3E-10	9.3E-8	2.6E-7	3.6E-7	4.0E-6
630	9.3E-6	4.9E-10	6.1E-10	7.9E-8	2.1E-7	3.1E-7	3.4E-6
640	8.0E-6	4.2E-10	5.1E-10	6.7E-8	1.7E-7	2.7E-7	2.9E-6
650	6.8E-6	3.5E-10	4.3E-10	5.7E-8	1.4E-7	2.3E-7	2.4E-6
660	5.8E-6	3.0E-10	3.6E-10	4.9E-8	1.1E-7	2.0E-7	2.1E-6
670	5.0E-6	2.6E-10	3.0E-10	4.1E-8	9.2E-8	1.7E-7	1.8E-6
680	4.3E-6	2.2E-10	2.6E-10	3.5E-8	7.6E-8	1.5E-7	1.5E-6
690	3.6E-6	1.9E-10	2.2E-10	3.0E-8	6.2E-8	1.3E-7	1.3E-6
700	3.1E-6	1.6E-10	1.8E-10	2.5E-8	5.1E-8	1.1E-7	1.1E-6
710	2.7E-6	1.3E-10	1.5E-10	2.2E-8	4.1E-8	9.7E-8	9.3E-7
720	2.3E-6	1.1E-10	1.3E-10	1.8E-8	3.4E-8	8.4E-8	7.9E-7
730	1.9E-6	-	1.1E-10	1.6E-8	2.8E-8	7.3E-8	6.7E-7
740	1.7E-6	-	-	1.3E-8	2.3E-8	6.3E-8	5.7E-7
750	1.4E-6	-	-	1.1E-8	1.9E-8	5.4E-8	4.9E-7
760	1.2E-6	-	-	9.7E-9	1.5E-8	4.7E-8	4.1E-7
770	1.0E-6	-	-	8.2E-9	1.3E-8	4.1E-8	3.5E-7
780	8.9E-7	-	-	7.0E-9	1.0E-8	3.5E-8	3.0E-7
790	7.6E-7	-	-	6.0E-9	8.5E-9	3.0E-8	2.6E-7
800	6.5E-7	-	-	5.1E-9	7.0E-9	2.6E-8	2.2E-7
810	5.6E-7	-	-	4.3E-9	5.8E-9	2.3E-8	1.8E-7
820	4.8E-7	-	-	3.7E-9	4.8E-9	2.0E-8	1.6E-7
830	4.1E-7	-	-	3.1E-9	3.9E-9	1.7E-8	1.3E-7
840	3.5E-7	-	-	2.7E-9	3.2E-9	1.5E-8	1.1E-7
850	3.0E-7	-	-	2.3E-9	2.7E-9	1.3E-8	9.7E-8
860	2.5E-7	-	-	1.9E-9	2.2E-9	1.1E-8	8.3E-8
870	2.2E-7	-	-	1.6E-9	1.8E-9	9.4E-9	7.0E-8
880	1.9E-7	-	-	1.4E-9	1.5E-9	8.1E-9	6.0E-8
890	1.6E-7	-	-	1.2E-9	1.3E-9	7.0E-9	5.1E-8
900	1.4E-7	-	-	1.0E-9	1.0E-9	6.0E-9	4.3E-8
910	1.2E-7	-	-	8.6E-10	8.6E-10	5.2E-9	3.7E-8
920	1.0E-7	-	-	7.3E-10	7.1E-10	4.5E-9	3.1E-8
930	8.5E-8	-	-	6.3E-10	5.9E-10	3.9E-9	2.7E-8
940	7.3E-8	-	-	5.3E-10	4.9E-10	3.3E-9	2.3E-8
950	6.2E-8	-	-	4.5E-10	4.1E-10	2.9E-9	1.9E-8
960	5.3E-8	-	-	3.9E-10	3.4E-10	2.5E-9	1.7E-8
970	4.6E-8	-	-	3.3E-10	2.8E-10	2.1E-9	1.4E-8
980	3.9E-8	-	-	2.8E-10	2.3E-10	1.8E-9	1.2E-8
990	3.3E-8	-	-	2.4E-10	2.0E-10	1.6E-9	1.0E-8
1000	2.8E-8	-	-	2.0E-10	1.6E-10	1.4E-9	8.7E-9
1010	2.4E-8	-	-	1.7E-10	1.4E-10	1.2E-9	7.4E-9
1020	2.1E-8	-	-	1.5E-10	1.1E-10	1.0E-9	6.3E-9
1030	1.8E-8	-	-	1.2E-10	-	8.7E-10	5.4E-9
1040	1.5E-8	-	-	1.1E-10	-	7.5E-10	4.6E-9
1050	1.3E-8	-	-	-	-	6.5E-10	3.9E-9
1060	1.1E-8	-	-	-	-	5.5E-10	3.3E-9
1070	9.5E-9	-	-	-	-	4.8E-10	2.8E-9
1080	8.2E-9	-	-	-	-	4.1E-10	2.4E-9
1090	7.0E-9	-	-	-	-	3.5E-10	2.1E-9
1095	6.5E-9	-	-	-	-	3.3E-10	1.9E-9
1100	6.0E-9	-	-	-	-	3.0E-10	1.8E-9
1200	1.3E-9	-	-	-	-	-	3.6E-10
1300	2.6E-10	-	-	-	-	-	-
