Radionuclide	Eu-147
Route of Intake	Inhalation
Material	Aerosols Dioxide, fA=5E-7
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
90	3.0E-2	6.6E-6	5.2E-5	9.7E-5	2.8E-2	1.0E-3	6.8E-4
91	2.9E-2	6.4E-6	5.0E-5	9.4E-5	2.7E-2	1.0E-3	6.7E-4
92	2.8E-2	6.2E-6	4.8E-5	9.1E-5	2.6E-2	1.0E-3	6.5E-4
93	2.7E-2	6.0E-6	4.7E-5	8.8E-5	2.5E-2	9.9E-4	6.4E-4
94	2.6E-2	5.8E-6	4.5E-5	8.5E-5	2.4E-2	9.7E-4	6.3E-4
95	2.6E-2	5.7E-6	4.4E-5	8.2E-5	2.4E-2	9.5E-4	6.1E-4
96	2.5E-2	5.5E-6	4.2E-5	8.0E-5	2.3E-2	9.4E-4	6.0E-4
97	2.4E-2	5.3E-6	4.1E-5	7.7E-5	2.2E-2	9.2E-4	5.9E-4
98	2.3E-2	5.2E-6	4.0E-5	7.5E-5	2.1E-2	9.0E-4	5.8E-4
99	2.3E-2	5.0E-6	3.8E-5	7.3E-5	2.1E-2	8.8E-4	5.7E-4
100	2.2E-2	4.9E-6	3.7E-5	7.0E-5	2.0E-2	8.7E-4	5.6E-4
110	1.6E-2	3.6E-6	2.7E-5	5.1E-5	1.5E-2	7.1E-4	4.5E-4
120	1.2E-2	2.7E-6	1.9E-5	3.7E-5	1.1E-2	5.7E-4	3.6E-4
130	8.8E-3	2.0E-6	1.4E-5	2.7E-5	7.8E-3	4.6E-4	2.9E-4
140	6.5E-3	1.5E-6	1.0E-5	2.0E-5	5.7E-3	3.7E-4	2.3E-4
150	4.8E-3	1.1E-6	7.3E-6	1.4E-5	4.2E-3	2.9E-4	1.8E-4
160	3.5E-3	8.0E-7	5.2E-6	1.1E-5	3.0E-3	2.3E-4	1.4E-4
170	2.6E-3	5.9E-7	3.8E-6	7.7E-6	2.2E-3	1.8E-4	1.1E-4
180	1.9E-3	4.3E-7	2.7E-6	5.6E-6	1.6E-3	1.5E-4	8.7E-5
190	1.4E-3	3.2E-7	2.0E-6	4.1E-6	1.2E-3	1.1E-4	6.7E-5
200	1.0E-3	2.4E-7	1.4E-6	3.0E-6	8.7E-4	8.9E-5	5.2E-5
210	7.7E-4	1.8E-7	1.0E-6	2.2E-6	6.3E-4	7.0E-5	4.0E-5
220	5.7E-4	1.3E-7	7.4E-7	1.6E-6	4.6E-4	5.4E-5	3.1E-5
230	4.2E-4	9.6E-8	5.3E-7	1.1E-6	3.4E-4	4.2E-5	2.4E-5
240	3.1E-4	7.1E-8	3.8E-7	8.4E-7	2.5E-4	3.3E-5	1.9E-5
250	2.3E-4	5.3E-8	2.8E-7	6.1E-7	1.8E-4	2.5E-5	1.4E-5
260	1.7E-4	3.9E-8	2.0E-7	4.5E-7	1.3E-4	2.0E-5	1.1E-5
270	1.3E-4	2.9E-8	1.4E-7	3.2E-7	9.7E-5	1.5E-5	8.4E-6
280	9.3E-5	2.1E-8	1.0E-7	2.4E-7	7.1E-5	1.2E-5	6.4E-6
290	6.9E-5	1.6E-8	7.5E-8	1.7E-7	5.2E-5	9.1E-6	4.9E-6
300	5.1E-5	1.2E-8	5.4E-8	1.3E-7	3.8E-5	7.0E-6	3.7E-6
310	3.8E-5	8.6E-9	3.9E-8	9.2E-8	2.8E-5	5.4E-6	2.8E-6
320	2.8E-5	6.4E-9	2.8E-8	6.7E-8	2.1E-5	4.1E-6	2.2E-6
330	2.1E-5	4.7E-9	2.0E-8	4.9E-8	1.5E-5	3.2E-6	1.6E-6
340	1.5E-5	3.5E-9	1.5E-8	3.6E-8	1.1E-5	2.4E-6	1.3E-6
350	1.1E-5	2.6E-9	1.1E-8	2.6E-8	8.1E-6	1.9E-6	9.5E-7
360	8.4E-6	1.9E-9	7.6E-9	1.9E-8	5.9E-6	1.4E-6	7.2E-7
365	7.2E-6	1.6E-9	6.5E-9	1.6E-8	5.1E-6	1.2E-6	6.3E-7
370	6.2E-6	1.4E-9	5.5E-9	1.4E-8	4.4E-6	1.1E-6	5.5E-7
380	4.6E-6	1.0E-9	4.0E-9	1.0E-8	3.2E-6	8.3E-7	4.1E-7
390	3.4E-6	7.8E-10	2.9E-9	7.5E-9	2.3E-6	6.3E-7	3.1E-7
400	2.5E-6	5.8E-10	2.1E-9	5.5E-9	1.7E-6	4.8E-7	2.4E-7
410	1.9E-6	4.3E-10	1.5E-9	4.0E-9	1.3E-6	3.7E-7	1.8E-7
420	1.4E-6	3.2E-10	1.1E-9	2.9E-9	9.3E-7	2.8E-7	1.4E-7
430	1.0E-6	2.3E-10	7.8E-10	2.2E-9	6.8E-7	2.1E-7	1.0E-7
440	7.7E-7	1.7E-10	5.6E-10	1.6E-9	5.0E-7	1.6E-7	7.7E-8
450	5.8E-7	1.3E-10	4.0E-10	1.2E-9	3.7E-7	1.2E-7	5.8E-8
460	4.3E-7	-	2.9E-10	8.5E-10	2.7E-7	9.5E-8	4.4E-8
470	3.2E-7	-	2.1E-10	6.2E-10	2.0E-7	7.2E-8	3.3E-8
480	2.4E-7	-	1.5E-10	4.6E-10	1.5E-7	5.5E-8	2.5E-8
490	1.8E-7	-	1.1E-10	3.3E-10	1.1E-7	4.2E-8	1.9E-8
500	1.3E-7	-	-	2.5E-10	7.9E-8	3.2E-8	1.4E-8
510	9.7E-8	-	-	1.8E-10	5.8E-8	2.4E-8	1.1E-8
520	7.2E-8	-	-	1.3E-10	4.3E-8	1.8E-8	8.1E-9
530	5.4E-8	-	-	-	3.2E-8	1.4E-8	6.1E-9
540	4.0E-8	-	-	-	2.3E-8	1.1E-8	4.6E-9
550	3.0E-8	-	-	-	1.7E-8	8.0E-9	3.4E-9
560	2.2E-8	-	-	-	1.3E-8	6.0E-9	2.6E-9
570	1.7E-8	-	-	-	9.3E-9	4.6E-9	1.9E-9
580	1.2E-8	-	-	-	6.8E-9	3.5E-9	1.5E-9
590	9.2E-9	-	-	-	5.0E-9	2.6E-9	1.1E-9
600	6.8E-9	-	-	-	3.7E-9	2.0E-9	8.2E-10
610	5.1E-9	-	-	-	2.7E-9	1.5E-9	6.2E-10
620	3.8E-9	-	-	-	2.0E-9	1.1E-9	4.6E-10
630	2.8E-9	-	-	-	1.5E-9	8.7E-10	3.5E-10
640	2.1E-9	-	-	-	1.1E-9	6.5E-10	2.6E-10
650	1.6E-9	-	-	-	8.1E-10	5.0E-10	2.0E-10
660	1.2E-9	-	-	-	6.0E-10	3.7E-10	1.5E-10
670	8.8E-10	-	-	-	4.4E-10	2.8E-10	1.1E-10
680	6.5E-10	-	-	-	3.2E-10	2.1E-10	-
690	4.9E-10	-	-	-	2.4E-10	1.6E-10	-
700	3.6E-10	-	-	-	1.8E-10	1.2E-10	-
710	2.7E-10	-	-	-	1.3E-10	-	-
720	2.0E-10	-	-	-	-	-	-
730	1.5E-10	-	-	-	-	-	-
740	1.1E-10	-	-	-	-	-	-
