Radionuclide	W-188
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.1
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
38	6.5E-2	3.1E-4	1.3E-4	2.3E-4	6.3E-2	7.3E-4	2.5E-4
39	6.4E-2	3.0E-4	1.3E-4	2.3E-4	6.2E-2	7.2E-4	2.5E-4
40	6.3E-2	3.0E-4	1.3E-4	2.2E-4	6.1E-2	7.2E-4	2.5E-4
41	6.2E-2	2.9E-4	1.3E-4	2.2E-4	6.0E-2	7.2E-4	2.5E-4
42	6.1E-2	2.9E-4	1.2E-4	2.1E-4	5.9E-2	7.1E-4	2.5E-4
43	6.0E-2	2.8E-4	1.2E-4	2.1E-4	5.8E-2	7.1E-4	2.4E-4
44	5.9E-2	2.8E-4	1.2E-4	2.1E-4	5.7E-2	7.0E-4	2.4E-4
45	5.8E-2	2.7E-4	1.2E-4	2.0E-4	5.6E-2	7.0E-4	2.4E-4
46	5.7E-2	2.7E-4	1.1E-4	2.0E-4	5.5E-2	7.0E-4	2.4E-4
47	5.6E-2	2.6E-4	1.1E-4	2.0E-4	5.4E-2	6.9E-4	2.4E-4
48	5.5E-2	2.6E-4	1.1E-4	1.9E-4	5.3E-2	6.9E-4	2.4E-4
49	5.4E-2	2.6E-4	1.1E-4	1.9E-4	5.3E-2	6.8E-4	2.3E-4
50	5.3E-2	2.5E-4	1.1E-4	1.8E-4	5.2E-2	6.8E-4	2.3E-4
51	5.2E-2	2.5E-4	1.0E-4	1.8E-4	5.1E-2	6.8E-4	2.3E-4
52	5.2E-2	2.4E-4	1.0E-4	1.8E-4	5.0E-2	6.7E-4	2.3E-4
53	5.1E-2	2.4E-4	1.0E-4	1.8E-4	4.9E-2	6.7E-4	2.3E-4
54	5.0E-2	2.3E-4	9.9E-5	1.7E-4	4.8E-2	6.6E-4	2.3E-4
55	4.9E-2	2.3E-4	9.7E-5	1.7E-4	4.7E-2	6.6E-4	2.2E-4
56	4.8E-2	2.3E-4	9.5E-5	1.7E-4	4.7E-2	6.6E-4	2.2E-4
57	4.7E-2	2.2E-4	9.4E-5	1.6E-4	4.6E-2	6.5E-4	2.2E-4
58	4.7E-2	2.2E-4	9.2E-5	1.6E-4	4.5E-2	6.5E-4	2.2E-4
59	4.6E-2	2.2E-4	9.0E-5	1.6E-4	4.4E-2	6.4E-4	2.2E-4
60	4.5E-2	2.1E-4	8.9E-5	1.5E-4	4.4E-2	6.4E-4	2.2E-4
61	4.4E-2	2.1E-4	8.7E-5	1.5E-4	4.3E-2	6.3E-4	2.1E-4
62	4.4E-2	2.0E-4	8.6E-5	1.5E-4	4.2E-2	6.3E-4	2.1E-4
63	4.3E-2	2.0E-4	8.4E-5	1.5E-4	4.1E-2	6.3E-4	2.1E-4
64	4.2E-2	2.0E-4	8.3E-5	1.4E-4	4.1E-2	6.2E-4	2.1E-4
65	4.2E-2	1.9E-4	8.1E-5	1.4E-4	4.0E-2	6.2E-4	2.1E-4
66	4.1E-2	1.9E-4	8.0E-5	1.4E-4	3.9E-2	6.1E-4	2.1E-4
67	4.0E-2	1.9E-4	7.8E-5	1.4E-4	3.9E-2	6.1E-4	2.0E-4
68	4.0E-2	1.8E-4	7.7E-5	1.3E-4	3.8E-2	6.1E-4	2.0E-4
69	3.9E-2	1.8E-4	7.6E-5	1.3E-4	3.8E-2	6.0E-4	2.0E-4
70	3.8E-2	1.8E-4	7.4E-5	1.3E-4	3.7E-2	6.0E-4	2.0E-4
71	3.8E-2	1.8E-4	7.3E-5	1.3E-4	3.6E-2	5.9E-4	2.0E-4
72	3.7E-2	1.7E-4	7.2E-5	1.3E-4	3.6E-2	5.9E-4	2.0E-4
73	3.6E-2	1.7E-4	7.1E-5	1.2E-4	3.5E-2	5.8E-4	1.9E-4
74	3.6E-2	1.7E-4	6.9E-5	1.2E-4	3.4E-2	5.8E-4	1.9E-4
75	3.5E-2	1.6E-4	6.8E-5	1.2E-4	3.4E-2	5.8E-4	1.9E-4
76	3.5E-2	1.6E-4	6.7E-5	1.2E-4	3.3E-2	5.7E-4	1.9E-4
77	3.4E-2	1.6E-4	6.6E-5	1.1E-4	3.3E-2	5.7E-4	1.9E-4
78	3.4E-2	1.6E-4	6.5E-5	1.1E-4	3.2E-2	5.6E-4	1.9E-4
79	3.3E-2	1.5E-4	6.3E-5	1.1E-4	3.2E-2	5.6E-4	1.9E-4
80	3.2E-2	1.5E-4	6.2E-5	1.1E-4	3.1E-2	5.6E-4	1.8E-4
81	3.2E-2	1.5E-4	6.1E-5	1.1E-4	3.1E-2	5.5E-4	1.8E-4
82	3.1E-2	1.5E-4	6.0E-5	1.0E-4	3.0E-2	5.5E-4	1.8E-4
83	3.1E-2	1.4E-4	5.9E-5	1.0E-4	3.0E-2	5.4E-4	1.8E-4
84	3.0E-2	1.4E-4	5.8E-5	1.0E-4	2.9E-2	5.4E-4	1.8E-4
85	3.0E-2	1.4E-4	5.7E-5	9.9E-5	2.9E-2	5.4E-4	1.8E-4
86	2.9E-2	1.4E-4	5.6E-5	9.8E-5	2.8E-2	5.3E-4	1.7E-4
87	2.9E-2	1.3E-4	5.5E-5	9.6E-5	2.8E-2	5.3E-4	1.7E-4
88	2.8E-2	1.3E-4	5.4E-5	9.4E-5	2.7E-2	5.2E-4	1.7E-4
89	2.8E-2	1.3E-4	5.3E-5	9.3E-5	2.7E-2	5.2E-4	1.7E-4
90	2.8E-2	1.3E-4	5.2E-5	9.1E-5	2.6E-2	5.2E-4	1.7E-4
91	2.7E-2	1.3E-4	5.1E-5	9.0E-5	2.6E-2	5.1E-4	1.7E-4
92	2.7E-2	1.2E-4	5.0E-5	8.8E-5	2.6E-2	5.1E-4	1.7E-4
93	2.6E-2	1.2E-4	4.9E-5	8.6E-5	2.5E-2	5.0E-4	1.6E-4
94	2.6E-2	1.2E-4	4.9E-5	8.5E-5	2.5E-2	5.0E-4	1.6E-4
95	2.5E-2	1.2E-4	4.8E-5	8.3E-5	2.4E-2	5.0E-4	1.6E-4
96	2.5E-2	1.2E-4	4.7E-5	8.2E-5	2.4E-2	4.9E-4	1.6E-4
97	2.5E-2	1.1E-4	4.6E-5	8.1E-5	2.3E-2	4.9E-4	1.6E-4
98	2.4E-2	1.1E-4	4.5E-5	7.9E-5	2.3E-2	4.8E-4	1.6E-4
99	2.4E-2	1.1E-4	4.4E-5	7.8E-5	2.3E-2	4.8E-4	1.6E-4
100	2.3E-2	1.1E-4	4.4E-5	7.6E-5	2.2E-2	4.8E-4	1.5E-4
110	2.0E-2	9.1E-5	3.7E-5	6.4E-5	1.9E-2	4.4E-4	1.4E-4
120	1.7E-2	7.7E-5	3.1E-5	5.4E-5	1.6E-2	4.0E-4	1.3E-4
130	1.4E-2	6.6E-5	2.6E-5	4.5E-5	1.4E-2	3.7E-4	1.2E-4
140	1.2E-2	5.6E-5	2.1E-5	3.8E-5	1.1E-2	3.4E-4	1.1E-4
150	1.0E-2	4.7E-5	1.8E-5	3.2E-5	9.7E-3	3.1E-4	9.7E-5
160	8.8E-3	4.0E-5	1.5E-5	2.7E-5	8.2E-3	2.8E-4	8.8E-5
170	7.5E-3	3.4E-5	1.3E-5	2.2E-5	7.0E-3	2.6E-4	8.0E-5
180	6.4E-3	2.9E-5	1.1E-5	1.9E-5	5.9E-3	2.4E-4	7.2E-5
190	5.4E-3	2.4E-5	8.9E-6	1.6E-5	5.0E-3	2.1E-4	6.5E-5
200	4.6E-3	2.1E-5	7.4E-6	1.3E-5	4.2E-3	1.9E-4	5.9E-5
210	3.9E-3	1.7E-5	6.2E-6	1.1E-5	3.6E-3	1.8E-4	5.3E-5
220	3.4E-3	1.5E-5	5.2E-6	9.4E-6	3.0E-3	1.6E-4	4.8E-5
230	2.9E-3	1.3E-5	4.4E-6	7.9E-6	2.6E-3	1.5E-4	4.3E-5
240	2.4E-3	1.1E-5	3.7E-6	6.7E-6	2.2E-3	1.3E-4	3.9E-5
250	2.1E-3	9.1E-6	3.1E-6	5.6E-6	1.9E-3	1.2E-4	3.5E-5
260	1.8E-3	7.7E-6	2.6E-6	4.7E-6	1.6E-3	1.1E-4	3.1E-5
270	1.5E-3	6.6E-6	2.2E-6	4.0E-6	1.3E-3	9.8E-5	2.8E-5
280	1.3E-3	5.6E-6	1.8E-6	3.4E-6	1.1E-3	8.9E-5	2.5E-5
290	1.1E-3	4.7E-6	1.5E-6	2.8E-6	9.7E-4	8.0E-5	2.3E-5
300	9.6E-4	4.0E-6	1.3E-6	2.4E-6	8.2E-4	7.3E-5	2.0E-5
310	8.2E-4	3.4E-6	1.1E-6	2.0E-6	7.0E-4	6.6E-5	1.8E-5
320	7.0E-4	2.9E-6	9.0E-7	1.7E-6	5.9E-4	5.9E-5	1.6E-5
330	6.0E-4	2.5E-6	7.5E-7	1.4E-6	5.0E-4	5.4E-5	1.5E-5
340	5.2E-4	2.1E-6	6.3E-7	1.2E-6	4.3E-4	4.8E-5	1.3E-5
350	4.4E-4	1.8E-6	5.3E-7	1.0E-6	3.6E-4	4.4E-5	1.2E-5
360	3.8E-4	1.5E-6	4.5E-7	8.7E-7	3.1E-4	4.0E-5	1.0E-5
365	3.5E-4	1.4E-6	4.1E-7	8.0E-7	2.9E-4	3.8E-5	9.9E-6
370	3.3E-4	1.3E-6	3.7E-7	7.3E-7	2.6E-4	3.6E-5	9.3E-6
380	2.8E-4	1.1E-6	3.1E-7	6.2E-7	2.2E-4	3.2E-5	8.3E-6
390	2.4E-4	9.5E-7	2.6E-7	5.3E-7	1.9E-4	2.9E-5	7.4E-6
400	2.1E-4	8.1E-7	2.2E-7	4.5E-7	1.6E-4	2.6E-5	6.7E-6
410	1.8E-4	6.9E-7	1.9E-7	3.8E-7	1.4E-4	2.4E-5	5.9E-6
420	1.6E-4	5.9E-7	1.6E-7	3.2E-7	1.2E-4	2.1E-5	5.3E-6
430	1.3E-4	5.1E-7	1.3E-7	2.7E-7	1.0E-4	1.9E-5	4.7E-6
440	1.2E-4	4.3E-7	1.1E-7	2.3E-7	8.6E-5	1.7E-5	4.2E-6
450	1.0E-4	3.7E-7	9.3E-8	2.0E-7	7.3E-5	1.6E-5	3.8E-6
460	8.6E-5	3.2E-7	7.8E-8	1.7E-7	6.2E-5	1.4E-5	3.4E-6
470	7.5E-5	2.7E-7	6.5E-8	1.4E-7	5.3E-5	1.3E-5	3.0E-6
480	6.5E-5	2.3E-7	5.5E-8	1.2E-7	4.5E-5	1.2E-5	2.7E-6
490	5.6E-5	2.0E-7	4.6E-8	1.0E-7	3.9E-5	1.0E-5	2.4E-6
500	4.9E-5	1.7E-7	3.9E-8	8.8E-8	3.3E-5	9.4E-6	2.1E-6
510	4.2E-5	1.4E-7	3.3E-8	7.5E-8	2.8E-5	8.5E-6	1.9E-6
520	3.7E-5	1.2E-7	2.8E-8	6.4E-8	2.4E-5	7.7E-6	1.7E-6
530	3.2E-5	1.1E-7	2.3E-8	5.5E-8	2.1E-5	6.9E-6	1.5E-6
540	2.8E-5	9.1E-8	2.0E-8	4.7E-8	1.8E-5	6.2E-6	1.3E-6
550	2.4E-5	7.8E-8	1.6E-8	4.0E-8	1.5E-5	5.6E-6	1.2E-6
560	2.1E-5	6.7E-8	1.4E-8	3.4E-8	1.3E-5	5.1E-6	1.1E-6
570	1.8E-5	5.7E-8	1.2E-8	3.0E-8	1.1E-5	4.6E-6	9.5E-7
580	1.6E-5	4.9E-8	9.8E-9	2.5E-8	9.3E-6	4.1E-6	8.5E-7
590	1.4E-5	4.2E-8	8.3E-9	2.2E-8	8.0E-6	3.7E-6	7.5E-7
600	1.2E-5	3.6E-8	7.0E-9	1.9E-8	6.8E-6	3.4E-6	6.7E-7
610	1.1E-5	3.1E-8	5.9E-9	1.6E-8	5.8E-6	3.0E-6	6.0E-7
620	9.3E-6	2.7E-8	5.0E-9	1.4E-8	5.0E-6	2.7E-6	5.3E-7
630	8.1E-6	2.3E-8	4.2E-9	1.2E-8	4.3E-6	2.5E-6	4.7E-7
640	7.1E-6	2.0E-8	3.5E-9	1.0E-8	3.6E-6	2.2E-6	4.2E-7
650	6.2E-6	1.7E-8	3.0E-9	8.9E-9	3.1E-6	2.0E-6	3.8E-7
660	5.5E-6	1.5E-8	2.5E-9	7.7E-9	2.7E-6	1.8E-6	3.3E-7
670	4.8E-6	1.3E-8	2.1E-9	6.6E-9	2.3E-6	1.6E-6	3.0E-7
680	4.2E-6	1.1E-8	1.8E-9	5.8E-9	2.0E-6	1.5E-6	2.7E-7
690	3.7E-6	9.3E-9	1.5E-9	5.0E-9	1.7E-6	1.3E-6	2.4E-7
700	3.2E-6	8.0E-9	1.3E-9	4.3E-9	1.4E-6	1.2E-6	2.1E-7
710	2.9E-6	6.9E-9	1.1E-9	3.7E-9	1.2E-6	1.1E-6	1.9E-7
720	2.5E-6	5.9E-9	9.2E-10	3.2E-9	1.0E-6	9.8E-7	1.7E-7
730	2.2E-6	5.1E-9	7.8E-10	2.8E-9	9.0E-7	8.9E-7	1.5E-7
740	2.0E-6	4.4E-9	6.6E-10	2.5E-9	7.7E-7	8.0E-7	1.3E-7
750	1.7E-6	3.8E-9	5.6E-10	2.1E-9	6.6E-7	7.2E-7	1.2E-7
760	1.5E-6	3.3E-9	4.7E-10	1.9E-9	5.6E-7	6.5E-7	1.0E-7
770	1.3E-6	2.8E-9	4.0E-10	1.6E-9	4.8E-7	5.9E-7	9.3E-8
780	1.2E-6	2.5E-9	3.4E-10	1.4E-9	4.1E-7	5.3E-7	8.3E-8
790	1.0E-6	2.1E-9	2.9E-10	1.2E-9	3.6E-7	4.8E-7	7.3E-8
800	9.3E-7	1.8E-9	2.5E-10	1.1E-9	3.0E-7	4.3E-7	6.5E-8
810	8.2E-7	1.6E-9	2.1E-10	9.4E-10	2.6E-7	3.9E-7	5.8E-8
820	7.3E-7	1.4E-9	1.8E-10	8.2E-10	2.2E-7	3.5E-7	5.2E-8
830	6.4E-7	1.2E-9	1.5E-10	7.2E-10	1.9E-7	3.2E-7	4.6E-8
840	5.7E-7	1.0E-9	1.3E-10	6.3E-10	1.6E-7	2.9E-7	4.1E-8
850	5.1E-7	8.9E-10	1.1E-10	5.5E-10	1.4E-7	2.6E-7	3.6E-8
860	4.5E-7	7.7E-10	-	4.8E-10	1.2E-7	2.3E-7	3.2E-8
870	4.0E-7	6.7E-10	-	4.2E-10	1.0E-7	2.1E-7	2.9E-8
880	3.5E-7	5.8E-10	-	3.7E-10	8.9E-8	1.9E-7	2.6E-8
890	3.1E-7	5.0E-10	-	3.3E-10	7.7E-8	1.7E-7	2.3E-8
900	2.8E-7	4.4E-10	-	2.9E-10	6.6E-8	1.6E-7	2.0E-8
910	2.5E-7	3.8E-10	-	2.5E-10	5.6E-8	1.4E-7	1.8E-8
920	2.2E-7	3.3E-10	-	2.2E-10	4.8E-8	1.3E-7	1.6E-8
930	2.0E-7	2.9E-10	-	1.9E-10	4.2E-8	1.1E-7	1.4E-8
940	1.8E-7	2.5E-10	-	1.7E-10	3.6E-8	1.0E-7	1.3E-8
950	1.6E-7	2.2E-10	-	1.5E-10	3.1E-8	9.4E-8	1.1E-8
960	1.4E-7	1.9E-10	-	1.3E-10	2.6E-8	8.4E-8	1.0E-8
970	1.2E-7	1.6E-10	-	1.2E-10	2.3E-8	7.6E-8	8.9E-9
980	1.1E-7	1.4E-10	-	1.0E-10	1.9E-8	6.9E-8	7.9E-9
990	9.9E-8	1.2E-10	-	-	1.7E-8	6.2E-8	7.0E-9
1000	8.8E-8	1.1E-10	-	-	1.4E-8	5.6E-8	6.3E-9
1010	7.9E-8	-	-	-	1.2E-8	5.1E-8	5.6E-9
1020	7.0E-8	-	-	-	1.1E-8	4.6E-8	4.9E-9
1030	6.3E-8	-	-	-	9.1E-9	4.1E-8	4.4E-9
1040	5.6E-8	-	-	-	7.8E-9	3.7E-8	3.9E-9
1050	5.0E-8	-	-	-	6.7E-9	3.4E-8	3.5E-9
1060	4.5E-8	-	-	-	5.8E-9	3.0E-8	3.1E-9
1070	4.0E-8	-	-	-	4.9E-9	2.7E-8	2.7E-9
1080	3.6E-8	-	-	-	4.3E-9	2.5E-8	2.4E-9
1090	3.2E-8	-	-	-	3.7E-9	2.2E-8	2.2E-9
1095	3.1E-8	-	-	-	3.4E-9	2.1E-8	2.0E-9
1100	2.9E-8	-	-	-	3.1E-9	2.0E-8	1.9E-9
1200	9.7E-9	-	-	-	6.9E-10	7.3E-9	5.9E-10
1300	3.3E-9	-	-	-	1.5E-10	2.6E-9	1.8E-10
1400	1.1E-9	-	-	-	-	9.5E-10	-
1500	4.0E-10	-	-	-	-	3.4E-10	-
1600	1.4E-10	-	-	-	-	1.2E-10	-
