Radionuclide	Co-57
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=2E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
17	4.5E-2	2.4E-4	2.2E-4	4.3E-4	3.7E-2	1.2E-3	1.4E-3
18	4.5E-2	2.3E-4	2.0E-4	4.0E-4	3.7E-2	1.2E-3	1.4E-3
19	4.4E-2	2.2E-4	1.8E-4	3.8E-4	3.7E-2	1.1E-3	1.4E-3
20	4.4E-2	2.1E-4	1.7E-4	3.5E-4	3.6E-2	1.1E-3	1.4E-3
21	4.3E-2	2.1E-4	1.6E-4	3.4E-4	3.6E-2	1.1E-3	1.3E-3
22	4.3E-2	2.0E-4	1.5E-4	3.2E-4	3.5E-2	1.0E-3	1.3E-3
23	4.2E-2	1.9E-4	1.4E-4	3.1E-4	3.5E-2	1.0E-3	1.3E-3
24	4.2E-2	1.9E-4	1.3E-4	3.0E-4	3.5E-2	1.0E-3	1.3E-3
25	4.2E-2	1.8E-4	1.3E-4	2.9E-4	3.4E-2	9.8E-4	1.3E-3
26	4.1E-2	1.8E-4	1.2E-4	2.8E-4	3.4E-2	9.6E-4	1.3E-3
27	4.1E-2	1.7E-4	1.2E-4	2.8E-4	3.4E-2	9.4E-4	1.3E-3
28	4.0E-2	1.7E-4	1.2E-4	2.7E-4	3.3E-2	9.2E-4	1.3E-3
29	4.0E-2	1.6E-4	1.1E-4	2.6E-4	3.3E-2	9.1E-4	1.3E-3
30	4.0E-2	1.6E-4	1.1E-4	2.6E-4	3.3E-2	8.9E-4	1.3E-3
31	3.9E-2	1.6E-4	1.1E-4	2.5E-4	3.3E-2	8.8E-4	1.3E-3
32	3.9E-2	1.5E-4	1.0E-4	2.5E-4	3.2E-2	8.7E-4	1.3E-3
33	3.9E-2	1.5E-4	1.0E-4	2.4E-4	3.2E-2	8.6E-4	1.3E-3
34	3.8E-2	1.5E-4	1.0E-4	2.4E-4	3.2E-2	8.5E-4	1.3E-3
35	3.8E-2	1.4E-4	9.8E-5	2.4E-4	3.1E-2	8.4E-4	1.3E-3
36	3.8E-2	1.4E-4	9.6E-5	2.3E-4	3.1E-2	8.3E-4	1.3E-3
37	3.7E-2	1.4E-4	9.5E-5	2.3E-4	3.1E-2	8.2E-4	1.3E-3
38	3.7E-2	1.4E-4	9.3E-5	2.3E-4	3.0E-2	8.1E-4	1.3E-3
39	3.7E-2	1.3E-4	9.2E-5	2.3E-4	3.0E-2	8.0E-4	1.3E-3
40	3.6E-2	1.3E-4	9.0E-5	2.2E-4	3.0E-2	8.0E-4	1.2E-3
41	3.6E-2	1.3E-4	8.9E-5	2.2E-4	3.0E-2	7.9E-4	1.2E-3
42	3.6E-2	1.3E-4	8.8E-5	2.2E-4	2.9E-2	7.9E-4	1.2E-3
43	3.5E-2	1.3E-4	8.7E-5	2.2E-4	2.9E-2	7.8E-4	1.2E-3
44	3.5E-2	1.2E-4	8.6E-5	2.1E-4	2.9E-2	7.7E-4	1.2E-3
45	3.5E-2	1.2E-4	8.4E-5	2.1E-4	2.9E-2	7.7E-4	1.2E-3
46	3.4E-2	1.2E-4	8.3E-5	2.1E-4	2.8E-2	7.7E-4	1.2E-3
47	3.4E-2	1.2E-4	8.2E-5	2.1E-4	2.8E-2	7.6E-4	1.2E-3
48	3.4E-2	1.2E-4	8.1E-5	2.0E-4	2.8E-2	7.6E-4	1.2E-3
49	3.4E-2	1.2E-4	8.0E-5	2.0E-4	2.8E-2	7.5E-4	1.2E-3
50	3.3E-2	1.1E-4	7.9E-5	2.0E-4	2.7E-2	7.5E-4	1.2E-3
51	3.3E-2	1.1E-4	7.9E-5	2.0E-4	2.7E-2	7.5E-4	1.2E-3
52	3.3E-2	1.1E-4	7.8E-5	2.0E-4	2.7E-2	7.5E-4	1.2E-3
53	3.2E-2	1.1E-4	7.7E-5	1.9E-4	2.7E-2	7.4E-4	1.2E-3
54	3.2E-2	1.1E-4	7.6E-5	1.9E-4	2.6E-2	7.4E-4	1.2E-3
55	3.2E-2	1.1E-4	7.5E-5	1.9E-4	2.6E-2	7.4E-4	1.2E-3
56	3.2E-2	1.1E-4	7.4E-5	1.9E-4	2.6E-2	7.4E-4	1.2E-3
57	3.1E-2	1.1E-4	7.3E-5	1.9E-4	2.6E-2	7.3E-4	1.2E-3
58	3.1E-2	1.0E-4	7.3E-5	1.9E-4	2.5E-2	7.3E-4	1.2E-3
59	3.1E-2	1.0E-4	7.2E-5	1.8E-4	2.5E-2	7.3E-4	1.2E-3
60	3.1E-2	1.0E-4	7.1E-5	1.8E-4	2.5E-2	7.3E-4	1.2E-3
61	3.0E-2	1.0E-4	7.0E-5	1.8E-4	2.5E-2	7.3E-4	1.2E-3
62	3.0E-2	1.0E-4	6.9E-5	1.8E-4	2.4E-2	7.3E-4	1.2E-3
63	3.0E-2	9.9E-5	6.9E-5	1.8E-4	2.4E-2	7.2E-4	1.2E-3
64	3.0E-2	9.8E-5	6.8E-5	1.8E-4	2.4E-2	7.2E-4	1.2E-3
65	2.9E-2	9.7E-5	6.7E-5	1.8E-4	2.4E-2	7.2E-4	1.2E-3
66	2.9E-2	9.6E-5	6.7E-5	1.7E-4	2.4E-2	7.2E-4	1.2E-3
67	2.9E-2	9.5E-5	6.6E-5	1.7E-4	2.3E-2	7.2E-4	1.2E-3
68	2.9E-2	9.4E-5	6.5E-5	1.7E-4	2.3E-2	7.2E-4	1.2E-3
69	2.8E-2	9.3E-5	6.5E-5	1.7E-4	2.3E-2	7.2E-4	1.2E-3
70	2.8E-2	9.2E-5	6.4E-5	1.7E-4	2.3E-2	7.2E-4	1.2E-3
71	2.8E-2	9.1E-5	6.3E-5	1.7E-4	2.2E-2	7.1E-4	1.2E-3
72	2.8E-2	9.1E-5	6.3E-5	1.7E-4	2.2E-2	7.1E-4	1.2E-3
73	2.8E-2	9.0E-5	6.2E-5	1.6E-4	2.2E-2	7.1E-4	1.2E-3
74	2.7E-2	8.9E-5	6.1E-5	1.6E-4	2.2E-2	7.1E-4	1.2E-3
75	2.7E-2	8.8E-5	6.1E-5	1.6E-4	2.2E-2	7.1E-4	1.2E-3
76	2.7E-2	8.7E-5	6.0E-5	1.6E-4	2.1E-2	7.1E-4	1.2E-3
77	2.7E-2	8.6E-5	5.9E-5	1.6E-4	2.1E-2	7.1E-4	1.2E-3
78	2.6E-2	8.6E-5	5.9E-5	1.6E-4	2.1E-2	7.1E-4	1.2E-3
79	2.6E-2	8.5E-5	5.8E-5	1.6E-4	2.1E-2	7.1E-4	1.2E-3
80	2.6E-2	8.4E-5	5.8E-5	1.5E-4	2.1E-2	7.1E-4	1.2E-3
81	2.6E-2	8.3E-5	5.7E-5	1.5E-4	2.1E-2	7.0E-4	1.2E-3
82	2.6E-2	8.2E-5	5.7E-5	1.5E-4	2.0E-2	7.0E-4	1.2E-3
83	2.5E-2	8.2E-5	5.6E-5	1.5E-4	2.0E-2	7.0E-4	1.2E-3
84	2.5E-2	8.1E-5	5.5E-5	1.5E-4	2.0E-2	7.0E-4	1.2E-3
85	2.5E-2	8.0E-5	5.5E-5	1.5E-4	2.0E-2	7.0E-4	1.2E-3
86	2.5E-2	8.0E-5	5.4E-5	1.5E-4	2.0E-2	7.0E-4	1.2E-3
87	2.5E-2	7.9E-5	5.4E-5	1.5E-4	1.9E-2	7.0E-4	1.2E-3
88	2.4E-2	7.8E-5	5.3E-5	1.5E-4	1.9E-2	7.0E-4	1.2E-3
89	2.4E-2	7.7E-5	5.3E-5	1.4E-4	1.9E-2	7.0E-4	1.2E-3
90	2.4E-2	7.7E-5	5.2E-5	1.4E-4	1.9E-2	7.0E-4	1.2E-3
91	2.4E-2	7.6E-5	5.2E-5	1.4E-4	1.9E-2	7.0E-4	1.2E-3
92	2.4E-2	7.5E-5	5.1E-5	1.4E-4	1.9E-2	7.0E-4	1.2E-3
93	2.4E-2	7.5E-5	5.1E-5	1.4E-4	1.8E-2	6.9E-4	1.2E-3
94	2.3E-2	7.4E-5	5.0E-5	1.4E-4	1.8E-2	6.9E-4	1.1E-3
95	2.3E-2	7.3E-5	5.0E-5	1.4E-4	1.8E-2	6.9E-4	1.1E-3
96	2.3E-2	7.3E-5	4.9E-5	1.4E-4	1.8E-2	6.9E-4	1.1E-3
97	2.3E-2	7.2E-5	4.9E-5	1.4E-4	1.8E-2	6.9E-4	1.1E-3
98	2.3E-2	7.1E-5	4.8E-5	1.3E-4	1.8E-2	6.9E-4	1.1E-3
99	2.2E-2	7.1E-5	4.8E-5	1.3E-4	1.7E-2	6.9E-4	1.1E-3
100	2.2E-2	7.0E-5	4.7E-5	1.3E-4	1.7E-2	6.9E-4	1.1E-3
110	2.1E-2	6.4E-5	4.3E-5	1.2E-4	1.6E-2	6.8E-4	1.1E-3
120	1.9E-2	5.9E-5	3.9E-5	1.1E-4	1.4E-2	6.7E-4	1.1E-3
130	1.8E-2	5.4E-5	3.5E-5	1.1E-4	1.3E-2	6.6E-4	1.1E-3
140	1.6E-2	4.9E-5	3.2E-5	9.8E-5	1.2E-2	6.5E-4	1.0E-3
150	1.5E-2	4.5E-5	2.9E-5	9.1E-5	1.1E-2	6.4E-4	1.0E-3
160	1.4E-2	4.2E-5	2.6E-5	8.4E-5	1.0E-2	6.3E-4	9.9E-4
170	1.3E-2	3.8E-5	2.4E-5	7.8E-5	9.2E-3	6.2E-4	9.6E-4
180	1.2E-2	3.5E-5	2.2E-5	7.3E-5	8.5E-3	6.1E-4	9.3E-4
190	1.1E-2	3.2E-5	2.0E-5	6.8E-5	7.8E-3	6.0E-4	9.1E-4
200	1.1E-2	3.0E-5	1.8E-5	6.4E-5	7.1E-3	5.9E-4	8.8E-4
210	9.9E-3	2.7E-5	1.6E-5	6.0E-5	6.5E-3	5.7E-4	8.5E-4
220	9.2E-3	2.5E-5	1.5E-5	5.6E-5	6.0E-3	5.6E-4	8.3E-4
230	8.6E-3	2.3E-5	1.3E-5	5.2E-5	5.5E-3	5.5E-4	8.0E-4
240	8.1E-3	2.1E-5	1.2E-5	4.9E-5	5.0E-3	5.4E-4	7.8E-4
250	7.6E-3	2.0E-5	1.1E-5	4.6E-5	4.6E-3	5.3E-4	7.5E-4
260	7.1E-3	1.8E-5	1.0E-5	4.3E-5	4.3E-3	5.2E-4	7.3E-4
270	6.6E-3	1.7E-5	9.1E-6	4.1E-5	3.9E-3	5.1E-4	7.0E-4
280	6.2E-3	1.5E-5	8.3E-6	3.8E-5	3.6E-3	4.9E-4	6.8E-4
290	5.8E-3	1.4E-5	7.5E-6	3.6E-5	3.3E-3	4.8E-4	6.5E-4
300	5.5E-3	1.3E-5	6.8E-6	3.4E-5	3.0E-3	4.7E-4	6.3E-4
310	5.2E-3	1.2E-5	6.2E-6	3.2E-5	2.8E-3	4.6E-4	6.1E-4
320	4.9E-3	1.1E-5	5.7E-6	3.0E-5	2.6E-3	4.5E-4	5.9E-4
330	4.6E-3	1.0E-5	5.2E-6	2.9E-5	2.4E-3	4.4E-4	5.7E-4
340	4.3E-3	9.6E-6	4.7E-6	2.7E-5	2.2E-3	4.3E-4	5.5E-4
350	4.1E-3	8.9E-6	4.3E-6	2.6E-5	2.0E-3	4.2E-4	5.3E-4
360	3.8E-3	8.3E-6	3.9E-6	2.4E-5	1.9E-3	4.1E-4	5.1E-4
365	3.7E-3	8.0E-6	3.8E-6	2.4E-5	1.8E-3	4.0E-4	5.0E-4
370	3.6E-3	7.7E-6	3.6E-6	2.3E-5	1.7E-3	4.0E-4	4.9E-4
380	3.4E-3	7.1E-6	3.3E-6	2.2E-5	1.6E-3	3.9E-4	4.7E-4
390	3.2E-3	6.6E-6	3.0E-6	2.1E-5	1.5E-3	3.8E-4	4.5E-4
400	3.1E-3	6.1E-6	2.8E-6	2.0E-5	1.4E-3	3.7E-4	4.4E-4
410	2.9E-3	5.7E-6	2.5E-6	1.9E-5	1.3E-3	3.6E-4	4.2E-4
420	2.8E-3	5.3E-6	2.3E-6	1.8E-5	1.2E-3	3.5E-4	4.0E-4
430	2.6E-3	4.9E-6	2.1E-6	1.7E-5	1.1E-3	3.4E-4	3.9E-4
440	2.5E-3	4.6E-6	2.0E-6	1.6E-5	1.0E-3	3.3E-4	3.7E-4
450	2.4E-3	4.3E-6	1.8E-6	1.6E-5	9.3E-4	3.3E-4	3.6E-4
460	2.2E-3	4.0E-6	1.6E-6	1.5E-5	8.6E-4	3.2E-4	3.5E-4
470	2.1E-3	3.7E-6	1.5E-6	1.4E-5	8.0E-4	3.1E-4	3.3E-4
480	2.0E-3	3.5E-6	1.4E-6	1.4E-5	7.4E-4	3.0E-4	3.2E-4
490	1.9E-3	3.3E-6	1.3E-6	1.3E-5	6.9E-4	2.9E-4	3.1E-4
500	1.8E-3	3.0E-6	1.2E-6	1.3E-5	6.4E-4	2.9E-4	3.0E-4
510	1.8E-3	2.8E-6	1.1E-6	1.2E-5	5.9E-4	2.8E-4	2.8E-4
520	1.7E-3	2.7E-6	1.0E-6	1.2E-5	5.5E-4	2.7E-4	2.7E-4
530	1.6E-3	2.5E-6	9.3E-7	1.1E-5	5.1E-4	2.6E-4	2.6E-4
540	1.5E-3	2.3E-6	8.6E-7	1.1E-5	4.8E-4	2.6E-4	2.5E-4
550	1.5E-3	2.2E-6	7.9E-7	1.0E-5	4.4E-4	2.5E-4	2.4E-4
560	1.4E-3	2.1E-6	7.3E-7	9.8E-6	4.1E-4	2.4E-4	2.3E-4
570	1.3E-3	1.9E-6	6.8E-7	9.4E-6	3.8E-4	2.4E-4	2.2E-4
580	1.3E-3	1.8E-6	6.3E-7	9.1E-6	3.6E-4	2.3E-4	2.1E-4
590	1.2E-3	1.7E-6	5.8E-7	8.7E-6	3.3E-4	2.3E-4	2.1E-4
600	1.2E-3	1.6E-6	5.4E-7	8.4E-6	3.1E-4	2.2E-4	2.0E-4
610	1.1E-3	1.5E-6	5.0E-7	8.1E-6	2.9E-4	2.1E-4	1.9E-4
620	1.1E-3	1.4E-6	4.7E-7	7.8E-6	2.7E-4	2.1E-4	1.8E-4
630	1.0E-3	1.3E-6	4.4E-7	7.5E-6	2.5E-4	2.0E-4	1.7E-4
640	9.8E-4	1.3E-6	4.1E-7	7.2E-6	2.4E-4	2.0E-4	1.7E-4
650	9.4E-4	1.2E-6	3.8E-7	6.9E-6	2.2E-4	1.9E-4	1.6E-4
660	9.0E-4	1.1E-6	3.5E-7	6.7E-6	2.1E-4	1.9E-4	1.5E-4
670	8.6E-4	1.1E-6	3.3E-7	6.4E-6	1.9E-4	1.8E-4	1.5E-4
680	8.3E-4	1.0E-6	3.1E-7	6.2E-6	1.8E-4	1.8E-4	1.4E-4
690	7.9E-4	9.5E-7	2.9E-7	6.0E-6	1.7E-4	1.7E-4	1.4E-4
700	7.6E-4	9.0E-7	2.7E-7	5.7E-6	1.6E-4	1.7E-4	1.3E-4
710	7.3E-4	8.5E-7	2.5E-7	5.5E-6	1.5E-4	1.6E-4	1.3E-4
720	7.0E-4	8.0E-7	2.4E-7	5.3E-6	1.4E-4	1.6E-4	1.2E-4
730	6.7E-4	7.6E-7	2.2E-7	5.1E-6	1.3E-4	1.5E-4	1.2E-4
740	6.5E-4	7.2E-7	2.1E-7	5.0E-6	1.2E-4	1.5E-4	1.1E-4
750	6.2E-4	6.8E-7	2.0E-7	4.8E-6	1.2E-4	1.5E-4	1.1E-4
760	6.0E-4	6.5E-7	1.9E-7	4.6E-6	1.1E-4	1.4E-4	1.0E-4
770	5.8E-4	6.1E-7	1.7E-7	4.4E-6	1.0E-4	1.4E-4	9.8E-5
780	5.5E-4	5.8E-7	1.6E-7	4.3E-6	9.7E-5	1.4E-4	9.4E-5
790	5.3E-4	5.5E-7	1.5E-7	4.1E-6	9.1E-5	1.3E-4	9.0E-5
800	5.1E-4	5.3E-7	1.5E-7	4.0E-6	8.6E-5	1.3E-4	8.7E-5
810	4.9E-4	5.0E-7	1.4E-7	3.8E-6	8.0E-5	1.2E-4	8.3E-5
820	4.7E-4	4.7E-7	1.3E-7	3.7E-6	7.6E-5	1.2E-4	8.0E-5
830	4.6E-4	4.5E-7	1.2E-7	3.6E-6	7.1E-5	1.2E-4	7.7E-5
840	4.4E-4	4.3E-7	1.2E-7	3.5E-6	6.7E-5	1.1E-4	7.3E-5
850	4.2E-4	4.1E-7	1.1E-7	3.3E-6	6.3E-5	1.1E-4	7.0E-5
860	4.1E-4	3.9E-7	1.0E-7	3.2E-6	6.0E-5	1.1E-4	6.8E-5
870	3.9E-4	3.7E-7	9.9E-8	3.1E-6	5.6E-5	1.1E-4	6.5E-5
880	3.8E-4	3.5E-7	9.4E-8	3.0E-6	5.3E-5	1.0E-4	6.2E-5
890	3.6E-4	3.4E-7	8.9E-8	2.9E-6	5.0E-5	1.0E-4	6.0E-5
900	3.5E-4	3.2E-7	8.4E-8	2.8E-6	4.7E-5	9.8E-5	5.7E-5
910	3.4E-4	3.1E-7	8.0E-8	2.7E-6	4.5E-5	9.5E-5	5.5E-5
920	3.3E-4	2.9E-7	7.6E-8	2.6E-6	4.2E-5	9.2E-5	5.3E-5
930	3.1E-4	2.8E-7	7.2E-8	2.5E-6	4.0E-5	9.0E-5	5.0E-5
940	3.0E-4	2.7E-7	6.9E-8	2.4E-6	3.8E-5	8.8E-5	4.8E-5
950	2.9E-4	2.5E-7	6.5E-8	2.4E-6	3.6E-5	8.5E-5	4.6E-5
960	2.8E-4	2.4E-7	6.2E-8	2.3E-6	3.4E-5	8.3E-5	4.5E-5
970	2.7E-4	2.3E-7	5.9E-8	2.2E-6	3.2E-5	8.1E-5	4.3E-5
980	2.6E-4	2.2E-7	5.6E-8	2.1E-6	3.0E-5	7.8E-5	4.1E-5
990	2.5E-4	2.1E-7	5.4E-8	2.0E-6	2.9E-5	7.6E-5	3.9E-5
1000	2.4E-4	2.0E-7	5.1E-8	2.0E-6	2.7E-5	7.4E-5	3.8E-5
1010	2.4E-4	1.9E-7	4.9E-8	1.9E-6	2.6E-5	7.2E-5	3.6E-5
1020	2.3E-4	1.9E-7	4.7E-8	1.8E-6	2.4E-5	7.0E-5	3.5E-5
1030	2.2E-4	1.8E-7	4.5E-8	1.8E-6	2.3E-5	6.8E-5	3.3E-5
1040	2.1E-4	1.7E-7	4.3E-8	1.7E-6	2.2E-5	6.7E-5	3.2E-5
1050	2.0E-4	1.6E-7	4.1E-8	1.7E-6	2.1E-5	6.5E-5	3.1E-5
1060	2.0E-4	1.6E-7	3.9E-8	1.6E-6	2.0E-5	6.3E-5	2.9E-5
1070	1.9E-4	1.5E-7	3.7E-8	1.5E-6	1.9E-5	6.1E-5	2.8E-5
1080	1.8E-4	1.4E-7	3.5E-8	1.5E-6	1.8E-5	6.0E-5	2.7E-5
1090	1.8E-4	1.4E-7	3.4E-8	1.4E-6	1.7E-5	5.8E-5	2.6E-5
1095	1.7E-4	1.3E-7	3.3E-8	1.4E-6	1.6E-5	5.7E-5	2.5E-5
1100	1.7E-4	1.3E-7	3.2E-8	1.4E-6	1.6E-5	5.6E-5	2.5E-5
1200	1.2E-4	8.6E-8	2.1E-8	9.9E-7	9.5E-6	4.3E-5	1.6E-5
1300	8.6E-5	5.8E-8	1.4E-8	7.0E-7	5.8E-6	3.3E-5	1.1E-5
1400	6.1E-5	3.9E-8	9.4E-9	5.0E-7	3.5E-6	2.5E-5	7.1E-6
1500	4.4E-5	2.7E-8	6.4E-9	3.5E-7	2.2E-6	1.9E-5	4.7E-6
1600	3.2E-5	1.8E-8	4.4E-9	2.5E-7	1.4E-6	1.4E-5	3.1E-6
1700	2.3E-5	1.3E-8	3.0E-9	1.8E-7	8.7E-7	1.1E-5	2.0E-6
1800	1.7E-5	8.7E-9	2.1E-9	1.3E-7	5.5E-7	8.2E-6	1.4E-6
1900	1.2E-5	6.0E-9	1.5E-9	9.0E-8	3.5E-7	6.3E-6	9.0E-7
2000	8.8E-6	4.2E-9	1.0E-9	6.4E-8	2.2E-7	4.8E-6	6.0E-7
2100	6.5E-6	2.9E-9	7.1E-10	4.5E-8	1.4E-7	3.6E-6	4.0E-7
2200	4.7E-6	2.1E-9	5.0E-10	3.2E-8	9.3E-8	2.8E-6	2.6E-7
2300	3.5E-6	1.4E-9	3.5E-10	2.3E-8	6.0E-8	2.1E-6	1.8E-7
2400	2.6E-6	1.0E-9	2.5E-10	1.6E-8	3.8E-8	1.6E-6	1.2E-7
2500	1.9E-6	7.2E-10	1.7E-10	1.1E-8	2.5E-8	1.2E-6	8.0E-8
2600	1.4E-6	5.1E-10	1.2E-10	7.9E-9	1.6E-8	9.2E-7	5.4E-8
2700	1.0E-6	3.6E-10	-	5.6E-9	1.0E-8	7.0E-7	3.6E-8
2800	7.7E-7	2.6E-10	-	4.0E-9	6.8E-9	5.3E-7	2.4E-8
2900	5.7E-7	1.8E-10	-	2.8E-9	4.5E-9	4.1E-7	1.7E-8
3000	4.3E-7	1.3E-10	-	2.0E-9	2.9E-9	3.1E-7	1.1E-8
3100	3.2E-7	-	-	1.4E-9	1.9E-9	2.4E-7	7.7E-9
3200	2.4E-7	-	-	1.0E-9	1.3E-9	1.8E-7	5.3E-9
3300	1.8E-7	-	-	7.2E-10	8.4E-10	1.4E-7	3.6E-9
3400	1.3E-7	-	-	5.1E-10	5.6E-10	1.0E-7	2.5E-9
3500	1.0E-7	-	-	3.6E-10	3.7E-10	8.0E-8	1.7E-9
3600	7.5E-8	-	-	2.6E-10	2.5E-10	6.1E-8	1.2E-9
3650	6.5E-8	-	-	2.2E-10	2.0E-10	5.3E-8	1.0E-9
4000	2.4E-8	-	-	-	-	2.1E-8	2.9E-10
5000	1.5E-9	-	-	-	-	1.4E-9	-
6000	1.0E-10	-	-	-	-	-	-
