Radionuclide	Ir-192
Route of Intake	Inhalation
Material	Aerosols Type M, All unspecified forms, fA=2E-3
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
4.5	8.1E-2	-	-	2.7E-2	3.3E-2	3.1E-3	4.0E-3
4.75	7.5E-2	-	-	2.2E-2	3.2E-2	3.1E-3	4.0E-3
5	7.0E-2	3.3E-4	2.9E-2	1.9E-2	3.0E-2	3.1E-3	4.0E-3
5.5	6.2E-2	-	-	1.4E-2	2.7E-2	3.1E-3	3.9E-3
6	5.7E-2	2.8E-4	1.2E-2	1.1E-2	2.5E-2	3.1E-3	3.9E-3
6.5	5.2E-2	-	-	9.7E-3	2.3E-2	3.1E-3	3.8E-3
7	4.9E-2	2.4E-4	6.9E-3	8.5E-3	2.1E-2	3.1E-3	3.8E-3
7.5	4.6E-2	-	-	7.5E-3	1.9E-2	3.1E-3	3.7E-3
8	4.3E-2	2.1E-4	4.9E-3	6.7E-3	1.7E-2	3.1E-3	3.7E-3
8.5	4.1E-2	-	-	6.1E-3	1.6E-2	3.1E-3	3.6E-3
9	3.9E-2	1.9E-4	3.9E-3	5.5E-3	1.4E-2	3.1E-3	3.6E-3
9.5	3.7E-2	-	-	4.9E-3	1.3E-2	3.1E-3	3.5E-3
10	3.5E-2	1.7E-4	3.1E-3	4.5E-3	1.2E-2	3.0E-3	3.5E-3
11	3.2E-2	1.6E-4	2.5E-3	3.7E-3	1.0E-2	3.0E-3	3.4E-3
12	3.0E-2	1.5E-4	2.0E-3	3.0E-3	8.8E-3	3.0E-3	3.3E-3
13	2.8E-2	1.4E-4	1.7E-3	2.5E-3	7.6E-3	3.0E-3	3.3E-3
14	2.6E-2	1.3E-4	1.4E-3	2.1E-3	6.6E-3	2.9E-3	3.2E-3
15	2.4E-2	1.2E-4	1.1E-3	1.7E-3	5.8E-3	2.9E-3	3.1E-3
16	2.3E-2	1.1E-4	9.0E-4	1.4E-3	5.2E-3	2.8E-3	3.1E-3
17	2.2E-2	1.0E-4	7.4E-4	1.2E-3	4.6E-3	2.8E-3	3.0E-3
18	2.1E-2	9.6E-5	6.0E-4	1.0E-3	4.2E-3	2.8E-3	3.0E-3
19	2.0E-2	9.0E-5	4.9E-4	8.7E-4	3.8E-3	2.7E-3	2.9E-3
20	2.0E-2	8.5E-5	4.1E-4	7.5E-4	3.5E-3	2.7E-3	2.9E-3
21	1.9E-2	8.1E-5	3.4E-4	6.5E-4	3.3E-3	2.7E-3	2.8E-3
22	1.9E-2	7.7E-5	2.8E-4	5.7E-4	3.1E-3	2.6E-3	2.8E-3
23	1.8E-2	7.3E-5	2.3E-4	5.0E-4	2.9E-3	2.6E-3	2.8E-3
24	1.8E-2	6.9E-5	1.9E-4	4.5E-4	2.7E-3	2.5E-3	2.7E-3
25	1.7E-2	6.6E-5	1.6E-4	4.0E-4	2.6E-3	2.5E-3	2.7E-3
26	1.7E-2	6.3E-5	1.4E-4	3.6E-4	2.5E-3	2.5E-3	2.7E-3
27	1.7E-2	6.0E-5	1.2E-4	3.3E-4	2.4E-3	2.4E-3	2.6E-3
28	1.6E-2	5.8E-5	1.0E-4	3.1E-4	2.3E-3	2.4E-3	2.6E-3
29	1.6E-2	5.6E-5	8.7E-5	2.9E-4	2.3E-3	2.4E-3	2.6E-3
30	1.6E-2	5.4E-5	7.5E-5	2.7E-4	2.2E-3	2.3E-3	2.5E-3
31	1.6E-2	5.2E-5	6.6E-5	2.5E-4	2.1E-3	2.3E-3	2.5E-3
32	1.5E-2	5.0E-5	5.8E-5	2.4E-4	2.1E-3	2.3E-3	2.5E-3
33	1.5E-2	4.8E-5	5.2E-5	2.3E-4	2.0E-3	2.2E-3	2.5E-3
34	1.5E-2	4.6E-5	4.7E-5	2.2E-4	2.0E-3	2.2E-3	2.4E-3
35	1.5E-2	4.5E-5	4.2E-5	2.1E-4	2.0E-3	2.2E-3	2.4E-3
36	1.4E-2	4.3E-5	3.9E-5	2.0E-4	1.9E-3	2.1E-3	2.4E-3
37	1.4E-2	4.2E-5	3.5E-5	2.0E-4	1.9E-3	2.1E-3	2.4E-3
38	1.4E-2	4.1E-5	3.3E-5	1.9E-4	1.8E-3	2.1E-3	2.3E-3
39	1.4E-2	4.0E-5	3.1E-5	1.8E-4	1.8E-3	2.0E-3	2.3E-3
40	1.4E-2	3.8E-5	2.9E-5	1.8E-4	1.8E-3	2.0E-3	2.3E-3
41	1.3E-2	3.7E-5	2.7E-5	1.8E-4	1.7E-3	2.0E-3	2.2E-3
42	1.3E-2	3.6E-5	2.6E-5	1.7E-4	1.7E-3	1.9E-3	2.2E-3
43	1.3E-2	3.5E-5	2.4E-5	1.7E-4	1.7E-3	1.9E-3	2.2E-3
44	1.3E-2	3.4E-5	2.3E-5	1.6E-4	1.7E-3	1.9E-3	2.2E-3
45	1.3E-2	3.3E-5	2.2E-5	1.6E-4	1.6E-3	1.8E-3	2.2E-3
46	1.2E-2	3.3E-5	2.1E-5	1.6E-4	1.6E-3	1.8E-3	2.1E-3
47	1.2E-2	3.2E-5	2.1E-5	1.6E-4	1.6E-3	1.8E-3	2.1E-3
48	1.2E-2	3.1E-5	2.0E-5	1.5E-4	1.6E-3	1.8E-3	2.1E-3
49	1.2E-2	3.0E-5	1.9E-5	1.5E-4	1.5E-3	1.7E-3	2.1E-3
50	1.2E-2	3.0E-5	1.9E-5	1.5E-4	1.5E-3	1.7E-3	2.0E-3
51	1.2E-2	2.9E-5	1.8E-5	1.5E-4	1.5E-3	1.7E-3	2.0E-3
52	1.1E-2	2.8E-5	1.8E-5	1.4E-4	1.5E-3	1.7E-3	2.0E-3
53	1.1E-2	2.8E-5	1.7E-5	1.4E-4	1.4E-3	1.6E-3	2.0E-3
54	1.1E-2	2.7E-5	1.7E-5	1.4E-4	1.4E-3	1.6E-3	1.9E-3
55	1.1E-2	2.6E-5	1.6E-5	1.4E-4	1.4E-3	1.6E-3	1.9E-3
56	1.1E-2	2.6E-5	1.6E-5	1.3E-4	1.4E-3	1.6E-3	1.9E-3
57	1.1E-2	2.5E-5	1.6E-5	1.3E-4	1.3E-3	1.5E-3	1.9E-3
58	1.1E-2	2.5E-5	1.5E-5	1.3E-4	1.3E-3	1.5E-3	1.9E-3
59	1.0E-2	2.4E-5	1.5E-5	1.3E-4	1.3E-3	1.5E-3	1.8E-3
60	1.0E-2	2.4E-5	1.5E-5	1.3E-4	1.3E-3	1.5E-3	1.8E-3
61	1.0E-2	2.3E-5	1.4E-5	1.3E-4	1.3E-3	1.4E-3	1.8E-3
62	1.0E-2	2.3E-5	1.4E-5	1.2E-4	1.2E-3	1.4E-3	1.8E-3
63	9.9E-3	2.3E-5	1.4E-5	1.2E-4	1.2E-3	1.4E-3	1.8E-3
64	9.8E-3	2.2E-5	1.3E-5	1.2E-4	1.2E-3	1.4E-3	1.7E-3
65	9.7E-3	2.2E-5	1.3E-5	1.2E-4	1.2E-3	1.4E-3	1.7E-3
66	9.5E-3	2.1E-5	1.3E-5	1.2E-4	1.2E-3	1.3E-3	1.7E-3
67	9.4E-3	2.1E-5	1.3E-5	1.2E-4	1.1E-3	1.3E-3	1.7E-3
68	9.3E-3	2.1E-5	1.2E-5	1.1E-4	1.1E-3	1.3E-3	1.7E-3
69	9.2E-3	2.0E-5	1.2E-5	1.1E-4	1.1E-3	1.3E-3	1.6E-3
70	9.1E-3	2.0E-5	1.2E-5	1.1E-4	1.1E-3	1.3E-3	1.6E-3
71	8.9E-3	1.9E-5	1.2E-5	1.1E-4	1.1E-3	1.2E-3	1.6E-3
72	8.8E-3	1.9E-5	1.1E-5	1.1E-4	1.1E-3	1.2E-3	1.6E-3
73	8.7E-3	1.9E-5	1.1E-5	1.1E-4	1.0E-3	1.2E-3	1.6E-3
74	8.6E-3	1.8E-5	1.1E-5	1.0E-4	1.0E-3	1.2E-3	1.5E-3
75	8.5E-3	1.8E-5	1.1E-5	1.0E-4	1.0E-3	1.2E-3	1.5E-3
76	8.4E-3	1.8E-5	1.1E-5	1.0E-4	9.9E-4	1.2E-3	1.5E-3
77	8.3E-3	1.8E-5	1.1E-5	1.0E-4	9.8E-4	1.1E-3	1.5E-3
78	8.2E-3	1.7E-5	1.0E-5	1.0E-4	9.6E-4	1.1E-3	1.5E-3
79	8.1E-3	1.7E-5	1.0E-5	9.8E-5	9.5E-4	1.1E-3	1.5E-3
80	8.0E-3	1.7E-5	1.0E-5	9.7E-5	9.3E-4	1.1E-3	1.4E-3
81	7.9E-3	1.6E-5	9.8E-6	9.6E-5	9.2E-4	1.1E-3	1.4E-3
82	7.8E-3	1.6E-5	9.6E-6	9.5E-5	9.0E-4	1.1E-3	1.4E-3
83	7.7E-3	1.6E-5	9.5E-6	9.3E-5	8.9E-4	1.1E-3	1.4E-3
84	7.6E-3	1.6E-5	9.3E-6	9.2E-5	8.7E-4	1.0E-3	1.4E-3
85	7.5E-3	1.5E-5	9.2E-6	9.1E-5	8.6E-4	1.0E-3	1.4E-3
86	7.4E-3	1.5E-5	9.0E-6	9.0E-5	8.5E-4	1.0E-3	1.3E-3
87	7.3E-3	1.5E-5	8.9E-6	8.9E-5	8.3E-4	1.0E-3	1.3E-3
88	7.2E-3	1.5E-5	8.7E-6	8.8E-5	8.2E-4	9.9E-4	1.3E-3
89	7.1E-3	1.4E-5	8.6E-6	8.6E-5	8.1E-4	9.7E-4	1.3E-3
90	7.0E-3	1.4E-5	8.5E-6	8.5E-5	7.9E-4	9.6E-4	1.3E-3
91	6.9E-3	1.4E-5	8.3E-6	8.4E-5	7.8E-4	9.5E-4	1.3E-3
92	6.9E-3	1.4E-5	8.2E-6	8.3E-5	7.7E-4	9.4E-4	1.2E-3
93	6.8E-3	1.4E-5	8.1E-6	8.2E-5	7.6E-4	9.2E-4	1.2E-3
94	6.7E-3	1.3E-5	7.9E-6	8.1E-5	7.5E-4	9.1E-4	1.2E-3
95	6.6E-3	1.3E-5	7.8E-6	8.0E-5	7.3E-4	9.0E-4	1.2E-3
96	6.5E-3	1.3E-5	7.7E-6	7.9E-5	7.2E-4	8.9E-4	1.2E-3
97	6.4E-3	1.3E-5	7.6E-6	7.8E-5	7.1E-4	8.8E-4	1.2E-3
98	6.4E-3	1.3E-5	7.5E-6	7.7E-5	7.0E-4	8.7E-4	1.2E-3
99	6.3E-3	1.2E-5	7.3E-6	7.6E-5	6.9E-4	8.5E-4	1.1E-3
100	6.2E-3	1.2E-5	7.2E-6	7.5E-5	6.8E-4	8.4E-4	1.1E-3
110	5.5E-3	1.1E-5	6.2E-6	6.6E-5	5.8E-4	7.5E-4	1.0E-3
120	4.8E-3	9.2E-6	5.4E-6	5.9E-5	4.9E-4	6.6E-4	8.9E-4
130	4.3E-3	8.0E-6	4.6E-6	5.2E-5	4.2E-4	5.9E-4	7.8E-4
140	3.8E-3	7.0E-6	4.0E-6	4.6E-5	3.6E-4	5.3E-4	6.9E-4
150	3.3E-3	6.1E-6	3.5E-6	4.1E-5	3.1E-4	4.8E-4	6.1E-4
160	3.0E-3	5.3E-6	3.0E-6	3.6E-5	2.6E-4	4.3E-4	5.4E-4
170	2.6E-3	4.7E-6	2.7E-6	3.2E-5	2.3E-4	3.9E-4	4.8E-4
180	2.3E-3	4.1E-6	2.3E-6	2.8E-5	1.9E-4	3.5E-4	4.2E-4
190	2.1E-3	3.6E-6	2.0E-6	2.5E-5	1.7E-4	3.2E-4	3.7E-4
200	1.8E-3	3.2E-6	1.8E-6	2.2E-5	1.4E-4	2.9E-4	3.3E-4
210	1.6E-3	2.8E-6	1.5E-6	1.9E-5	1.2E-4	2.6E-4	2.9E-4
220	1.4E-3	2.4E-6	1.4E-6	1.7E-5	1.0E-4	2.4E-4	2.6E-4
230	1.3E-3	2.1E-6	1.2E-6	1.5E-5	8.9E-5	2.1E-4	2.3E-4
240	1.1E-3	1.9E-6	1.0E-6	1.3E-5	7.6E-5	1.9E-4	2.0E-4
250	1.0E-3	1.7E-6	9.1E-7	1.2E-5	6.5E-5	1.8E-4	1.8E-4
260	8.8E-4	1.5E-6	8.0E-7	1.1E-5	5.6E-5	1.6E-4	1.6E-4
270	7.8E-4	1.3E-6	7.0E-7	9.4E-6	4.8E-5	1.5E-4	1.4E-4
280	7.0E-4	1.1E-6	6.1E-7	8.3E-6	4.1E-5	1.3E-4	1.2E-4
290	6.2E-4	9.9E-7	5.4E-7	7.3E-6	3.5E-5	1.2E-4	1.1E-4
300	5.5E-4	8.8E-7	4.7E-7	6.5E-6	3.0E-5	1.1E-4	9.4E-5
310	4.9E-4	7.7E-7	4.1E-7	5.8E-6	2.6E-5	1.0E-4	8.3E-5
320	4.3E-4	6.8E-7	3.6E-7	5.1E-6	2.2E-5	9.1E-5	7.3E-5
330	3.9E-4	6.0E-7	3.2E-7	4.5E-6	1.9E-5	8.2E-5	6.4E-5
340	3.4E-4	5.3E-7	2.8E-7	4.0E-6	1.7E-5	7.5E-5	5.7E-5
350	3.0E-4	4.6E-7	2.5E-7	3.6E-6	1.4E-5	6.8E-5	5.0E-5
360	2.7E-4	4.1E-7	2.2E-7	3.1E-6	1.2E-5	6.2E-5	4.4E-5
365	2.6E-4	3.8E-7	2.0E-7	3.0E-6	1.1E-5	5.9E-5	4.1E-5
370	2.4E-4	3.6E-7	1.9E-7	2.8E-6	1.0E-5	5.6E-5	3.9E-5
380	2.1E-4	3.2E-7	1.7E-7	2.5E-6	9.0E-6	5.1E-5	3.4E-5
390	1.9E-4	2.8E-7	1.5E-7	2.2E-6	7.8E-6	4.7E-5	3.0E-5
400	1.7E-4	2.5E-7	1.3E-7	1.9E-6	6.7E-6	4.2E-5	2.7E-5
410	1.5E-4	2.2E-7	1.1E-7	1.7E-6	5.8E-6	3.8E-5	2.4E-5
420	1.4E-4	1.9E-7	1.0E-7	1.5E-6	5.0E-6	3.5E-5	2.1E-5
430	1.2E-4	1.7E-7	8.8E-8	1.4E-6	4.3E-6	3.2E-5	1.8E-5
440	1.1E-4	1.5E-7	7.8E-8	1.2E-6	3.7E-6	2.9E-5	1.6E-5
450	9.6E-5	1.3E-7	6.8E-8	1.1E-6	3.2E-6	2.6E-5	1.4E-5
460	8.5E-5	1.2E-7	6.0E-8	9.5E-7	2.7E-6	2.4E-5	1.3E-5
470	7.6E-5	1.0E-7	5.3E-8	8.4E-7	2.4E-6	2.2E-5	1.1E-5
480	6.8E-5	9.0E-8	4.7E-8	7.5E-7	2.0E-6	2.0E-5	9.7E-6
490	6.1E-5	8.0E-8	4.1E-8	6.6E-7	1.8E-6	1.8E-5	8.6E-6
500	5.4E-5	7.0E-8	3.6E-8	5.9E-7	1.5E-6	1.6E-5	7.6E-6
510	4.8E-5	6.2E-8	3.2E-8	5.2E-7	1.3E-6	1.5E-5	6.7E-6
520	4.3E-5	5.5E-8	2.8E-8	4.6E-7	1.1E-6	1.3E-5	5.9E-6
530	3.8E-5	4.8E-8	2.5E-8	4.1E-7	9.9E-7	1.2E-5	5.2E-6
540	3.4E-5	4.3E-8	2.2E-8	3.7E-7	8.5E-7	1.1E-5	4.6E-6
550	3.1E-5	3.8E-8	1.9E-8	3.3E-7	7.4E-7	1.0E-5	4.0E-6
560	2.7E-5	3.3E-8	1.7E-8	2.9E-7	6.4E-7	9.2E-6	3.6E-6
570	2.5E-5	2.9E-8	1.5E-8	2.6E-7	5.5E-7	8.3E-6	3.1E-6
580	2.2E-5	2.6E-8	1.3E-8	2.3E-7	4.8E-7	7.6E-6	2.8E-6
590	2.0E-5	2.3E-8	1.2E-8	2.0E-7	4.1E-7	6.9E-6	2.4E-6
600	1.8E-5	2.0E-8	1.0E-8	1.8E-7	3.6E-7	6.2E-6	2.2E-6
610	1.6E-5	1.8E-8	9.1E-9	1.6E-7	3.1E-7	5.7E-6	1.9E-6
620	1.4E-5	1.6E-8	8.0E-9	1.4E-7	2.7E-7	5.2E-6	1.7E-6
630	1.3E-5	1.4E-8	7.1E-9	1.3E-7	2.3E-7	4.7E-6	1.5E-6
640	1.1E-5	1.2E-8	6.3E-9	1.1E-7	2.0E-7	4.3E-6	1.3E-6
650	1.0E-5	1.1E-8	5.5E-9	1.0E-7	1.8E-7	3.9E-6	1.2E-6
660	9.0E-6	9.6E-9	4.9E-9	9.0E-8	1.5E-7	3.5E-6	1.0E-6
670	8.1E-6	8.5E-9	4.3E-9	8.0E-8	1.3E-7	3.2E-6	9.0E-7
680	7.3E-6	7.5E-9	3.8E-9	7.1E-8	1.2E-7	2.9E-6	7.9E-7
690	6.5E-6	6.7E-9	3.4E-9	6.3E-8	1.0E-7	2.6E-6	7.0E-7
700	5.8E-6	5.9E-9	3.0E-9	5.6E-8	8.8E-8	2.4E-6	6.2E-7
710	5.2E-6	5.2E-9	2.6E-9	5.0E-8	7.6E-8	2.2E-6	5.5E-7
720	4.7E-6	4.6E-9	2.3E-9	4.5E-8	6.6E-8	2.0E-6	4.8E-7
730	4.2E-6	4.1E-9	2.1E-9	4.0E-8	5.8E-8	1.8E-6	4.3E-7
740	3.8E-6	3.6E-9	1.8E-9	3.6E-8	5.0E-8	1.6E-6	3.8E-7
750	3.4E-6	3.2E-9	1.6E-9	3.2E-8	4.4E-8	1.5E-6	3.3E-7
760	3.0E-6	2.8E-9	1.4E-9	2.8E-8	3.8E-8	1.3E-6	2.9E-7
770	2.7E-6	2.5E-9	1.3E-9	2.5E-8	3.3E-8	1.2E-6	2.6E-7
780	2.5E-6	2.2E-9	1.1E-9	2.3E-8	2.9E-8	1.1E-6	2.3E-7
790	2.2E-6	2.0E-9	9.9E-10	2.0E-8	2.5E-8	1.0E-6	2.0E-7
800	2.0E-6	1.7E-9	8.8E-10	1.8E-8	2.2E-8	9.1E-7	1.8E-7
810	1.8E-6	1.5E-9	7.8E-10	1.6E-8	1.9E-8	8.3E-7	1.6E-7
820	1.6E-6	1.4E-9	6.9E-10	1.4E-8	1.7E-8	7.5E-7	1.4E-7
830	1.4E-6	1.2E-9	6.1E-10	1.3E-8	1.5E-8	6.8E-7	1.2E-7
840	1.3E-6	1.1E-9	5.4E-10	1.1E-8	1.3E-8	6.2E-7	1.1E-7
850	1.2E-6	9.5E-10	4.8E-10	1.0E-8	1.1E-8	5.6E-7	9.6E-8
860	1.0E-6	8.4E-10	4.2E-10	9.1E-9	9.8E-9	5.1E-7	8.5E-8
870	9.4E-7	7.5E-10	3.8E-10	8.1E-9	8.6E-9	4.6E-7	7.5E-8
880	8.5E-7	6.6E-10	3.3E-10	7.3E-9	7.5E-9	4.2E-7	6.7E-8
890	7.6E-7	5.9E-10	3.0E-10	6.5E-9	6.6E-9	3.8E-7	5.9E-8
900	6.8E-7	5.2E-10	2.6E-10	5.8E-9	5.8E-9	3.5E-7	5.2E-8
910	6.2E-7	4.6E-10	2.3E-10	5.2E-9	5.1E-9	3.1E-7	4.6E-8
920	5.5E-7	4.1E-10	2.1E-10	4.6E-9	4.5E-9	2.8E-7	4.1E-8
930	5.0E-7	3.7E-10	1.8E-10	4.1E-9	3.9E-9	2.6E-7	3.6E-8
940	4.5E-7	3.2E-10	1.6E-10	3.7E-9	3.4E-9	2.3E-7	3.2E-8
950	4.1E-7	2.9E-10	1.4E-10	3.3E-9	3.0E-9	2.1E-7	2.8E-8
960	3.7E-7	2.6E-10	1.3E-10	3.0E-9	2.6E-9	1.9E-7	2.5E-8
970	3.3E-7	2.3E-10	1.1E-10	2.7E-9	2.3E-9	1.8E-7	2.2E-8
980	3.0E-7	2.0E-10	1.0E-10	2.4E-9	2.0E-9	1.6E-7	2.0E-8
990	2.7E-7	1.8E-10	-	2.1E-9	1.8E-9	1.4E-7	1.7E-8
1000	2.4E-7	1.6E-10	-	1.9E-9	1.6E-9	1.3E-7	1.5E-8
1010	2.2E-7	1.4E-10	-	1.7E-9	1.4E-9	1.2E-7	1.4E-8
1020	2.0E-7	1.3E-10	-	1.5E-9	1.2E-9	1.1E-7	1.2E-8
1030	1.8E-7	1.1E-10	-	1.4E-9	1.1E-9	9.8E-8	1.1E-8
1040	1.6E-7	1.0E-10	-	1.2E-9	9.5E-10	8.9E-8	9.5E-9
1050	1.4E-7	-	-	1.1E-9	8.4E-10	8.1E-8	8.4E-9
1060	1.3E-7	-	-	9.8E-10	7.4E-10	7.4E-8	7.5E-9
1070	1.2E-7	-	-	8.8E-10	6.5E-10	6.7E-8	6.6E-9
1080	1.1E-7	-	-	7.9E-10	5.8E-10	6.1E-8	5.9E-9
1090	9.5E-8	-	-	7.1E-10	5.1E-10	5.5E-8	5.2E-9
1095	9.0E-8	-	-	6.7E-10	4.8E-10	5.2E-8	4.9E-9
1100	8.6E-8	-	-	6.4E-10	4.5E-10	5.0E-8	4.6E-9
1200	3.1E-8	-	-	2.2E-10	1.3E-10	1.9E-8	1.4E-9
1300	1.1E-8	-	-	-	-	7.2E-9	4.4E-10
1400	4.1E-9	-	-	-	-	2.7E-9	1.4E-10
1500	1.5E-9	-	-	-	-	1.0E-9	-
1600	5.6E-10	-	-	-	-	3.9E-10	-
1700	2.1E-10	-	-	-	-	1.5E-10	-
