Radionuclide	Ra-226
Route of Intake	Inhalation
Material	Aerosols Type F, Nitrate, fA=0.2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
20	2.6E-2	9.4E-6	3.7E-4	5.4E-4	9.2E-6	2.4E-2	2.3E-4
21	2.5E-2	8.9E-6	3.5E-4	5.1E-4	9.1E-6	2.4E-2	2.2E-4
22	2.5E-2	8.5E-6	3.3E-4	4.9E-4	8.9E-6	2.3E-2	2.1E-4
23	2.5E-2	8.2E-6	3.1E-4	4.7E-4	8.8E-6	2.3E-2	2.1E-4
24	2.4E-2	8.0E-6	3.0E-4	4.5E-4	8.8E-6	2.3E-2	2.1E-4
25	2.4E-2	7.8E-6	2.9E-4	4.4E-4	8.7E-6	2.3E-2	2.0E-4
26	2.4E-2	7.6E-6	2.8E-4	4.3E-4	8.7E-6	2.2E-2	2.0E-4
27	2.3E-2	7.4E-6	2.8E-4	4.2E-4	8.6E-6	2.2E-2	2.0E-4
28	2.3E-2	7.3E-6	2.7E-4	4.1E-4	8.6E-6	2.2E-2	2.0E-4
29	2.3E-2	7.1E-6	2.6E-4	4.0E-4	8.5E-6	2.1E-2	2.0E-4
30	2.3E-2	7.0E-6	2.6E-4	4.0E-4	8.5E-6	2.1E-2	1.9E-4
31	2.2E-2	6.9E-6	2.5E-4	3.9E-4	8.4E-6	2.1E-2	1.9E-4
32	2.2E-2	6.7E-6	2.5E-4	3.8E-4	8.4E-6	2.1E-2	1.9E-4
33	2.2E-2	6.6E-6	2.4E-4	3.8E-4	8.4E-6	2.0E-2	1.9E-4
34	2.2E-2	6.5E-6	2.4E-4	3.7E-4	8.3E-6	2.0E-2	1.9E-4
35	2.1E-2	6.4E-6	2.3E-4	3.6E-4	8.3E-6	2.0E-2	1.9E-4
36	2.1E-2	6.3E-6	2.3E-4	3.6E-4	8.3E-6	2.0E-2	1.9E-4
37	2.1E-2	6.1E-6	2.3E-4	3.5E-4	8.2E-6	2.0E-2	1.9E-4
38	2.1E-2	6.0E-6	2.2E-4	3.4E-4	8.2E-6	1.9E-2	1.8E-4
39	2.0E-2	5.9E-6	2.2E-4	3.4E-4	8.2E-6	1.9E-2	1.8E-4
40	2.0E-2	5.8E-6	2.1E-4	3.3E-4	8.1E-6	1.9E-2	1.8E-4
41	2.0E-2	5.7E-6	2.1E-4	3.3E-4	8.1E-6	1.9E-2	1.8E-4
42	2.0E-2	5.6E-6	2.1E-4	3.2E-4	8.1E-6	1.9E-2	1.8E-4
43	2.0E-2	5.5E-6	2.0E-4	3.2E-4	8.1E-6	1.8E-2	1.8E-4
44	1.9E-2	5.4E-6	2.0E-4	3.1E-4	8.0E-6	1.8E-2	1.8E-4
45	1.9E-2	5.3E-6	2.0E-4	3.1E-4	8.0E-6	1.8E-2	1.8E-4
46	1.9E-2	5.2E-6	1.9E-4	3.0E-4	8.0E-6	1.8E-2	1.7E-4
47	1.9E-2	5.1E-6	1.9E-4	3.0E-4	7.9E-6	1.8E-2	1.7E-4
48	1.9E-2	5.0E-6	1.9E-4	2.9E-4	7.9E-6	1.7E-2	1.7E-4
49	1.8E-2	5.0E-6	1.8E-4	2.9E-4	7.9E-6	1.7E-2	1.7E-4
50	1.8E-2	4.9E-6	1.8E-4	2.8E-4	7.9E-6	1.7E-2	1.7E-4
51	1.8E-2	4.8E-6	1.8E-4	2.8E-4	7.8E-6	1.7E-2	1.7E-4
52	1.8E-2	4.7E-6	1.7E-4	2.7E-4	7.8E-6	1.7E-2	1.7E-4
53	1.8E-2	4.6E-6	1.7E-4	2.7E-4	7.8E-6	1.6E-2	1.7E-4
54	1.8E-2	4.5E-6	1.7E-4	2.6E-4	7.8E-6	1.6E-2	1.7E-4
55	1.7E-2	4.5E-6	1.6E-4	2.6E-4	7.7E-6	1.6E-2	1.7E-4
56	1.7E-2	4.4E-6	1.6E-4	2.5E-4	7.7E-6	1.6E-2	1.6E-4
57	1.7E-2	4.3E-6	1.6E-4	2.5E-4	7.7E-6	1.6E-2	1.6E-4
58	1.7E-2	4.2E-6	1.6E-4	2.5E-4	7.7E-6	1.6E-2	1.6E-4
59	1.7E-2	4.2E-6	1.5E-4	2.4E-4	7.7E-6	1.6E-2	1.6E-4
60	1.7E-2	4.1E-6	1.5E-4	2.4E-4	7.6E-6	1.5E-2	1.6E-4
61	1.6E-2	4.0E-6	1.5E-4	2.3E-4	7.6E-6	1.5E-2	1.6E-4
62	1.6E-2	3.9E-6	1.5E-4	2.3E-4	7.6E-6	1.5E-2	1.6E-4
63	1.6E-2	3.9E-6	1.4E-4	2.3E-4	7.6E-6	1.5E-2	1.6E-4
64	1.6E-2	3.8E-6	1.4E-4	2.2E-4	7.6E-6	1.5E-2	1.6E-4
65	1.6E-2	3.7E-6	1.4E-4	2.2E-4	7.5E-6	1.5E-2	1.6E-4
66	1.6E-2	3.7E-6	1.4E-4	2.2E-4	7.5E-6	1.5E-2	1.6E-4
67	1.6E-2	3.6E-6	1.3E-4	2.1E-4	7.5E-6	1.4E-2	1.6E-4
68	1.5E-2	3.5E-6	1.3E-4	2.1E-4	7.5E-6	1.4E-2	1.5E-4
69	1.5E-2	3.5E-6	1.3E-4	2.0E-4	7.5E-6	1.4E-2	1.5E-4
70	1.5E-2	3.4E-6	1.3E-4	2.0E-4	7.4E-6	1.4E-2	1.5E-4
71	1.5E-2	3.4E-6	1.2E-4	2.0E-4	7.4E-6	1.4E-2	1.5E-4
72	1.5E-2	3.3E-6	1.2E-4	2.0E-4	7.4E-6	1.4E-2	1.5E-4
73	1.5E-2	3.2E-6	1.2E-4	1.9E-4	7.4E-6	1.4E-2	1.5E-4
74	1.5E-2	3.2E-6	1.2E-4	1.9E-4	7.4E-6	1.4E-2	1.5E-4
75	1.5E-2	3.1E-6	1.2E-4	1.9E-4	7.3E-6	1.3E-2	1.5E-4
76	1.4E-2	3.1E-6	1.1E-4	1.8E-4	7.3E-6	1.3E-2	1.5E-4
77	1.4E-2	3.0E-6	1.1E-4	1.8E-4	7.3E-6	1.3E-2	1.5E-4
78	1.4E-2	3.0E-6	1.1E-4	1.8E-4	7.3E-6	1.3E-2	1.5E-4
79	1.4E-2	2.9E-6	1.1E-4	1.7E-4	7.3E-6	1.3E-2	1.5E-4
80	1.4E-2	2.9E-6	1.1E-4	1.7E-4	7.3E-6	1.3E-2	1.5E-4
81	1.4E-2	2.8E-6	1.0E-4	1.7E-4	7.3E-6	1.3E-2	1.5E-4
82	1.4E-2	2.8E-6	1.0E-4	1.7E-4	7.2E-6	1.3E-2	1.4E-4
83	1.4E-2	2.7E-6	1.0E-4	1.6E-4	7.2E-6	1.3E-2	1.4E-4
84	1.4E-2	2.7E-6	9.9E-5	1.6E-4	7.2E-6	1.3E-2	1.4E-4
85	1.3E-2	2.6E-6	9.7E-5	1.6E-4	7.2E-6	1.2E-2	1.4E-4
86	1.3E-2	2.6E-6	9.5E-5	1.6E-4	7.2E-6	1.2E-2	1.4E-4
87	1.3E-2	2.5E-6	9.4E-5	1.5E-4	7.2E-6	1.2E-2	1.4E-4
88	1.3E-2	2.5E-6	9.2E-5	1.5E-4	7.1E-6	1.2E-2	1.4E-4
89	1.3E-2	2.4E-6	9.0E-5	1.5E-4	7.1E-6	1.2E-2	1.4E-4
90	1.3E-2	2.4E-6	8.9E-5	1.5E-4	7.1E-6	1.2E-2	1.4E-4
91	1.3E-2	2.4E-6	8.7E-5	1.4E-4	7.1E-6	1.2E-2	1.4E-4
92	1.3E-2	2.3E-6	8.6E-5	1.4E-4	7.1E-6	1.2E-2	1.4E-4
93	1.3E-2	2.3E-6	8.4E-5	1.4E-4	7.1E-6	1.2E-2	1.4E-4
94	1.3E-2	2.2E-6	8.3E-5	1.4E-4	7.1E-6	1.2E-2	1.4E-4
95	1.3E-2	2.2E-6	8.1E-5	1.4E-4	7.1E-6	1.2E-2	1.4E-4
96	1.3E-2	2.2E-6	8.0E-5	1.3E-4	7.0E-6	1.1E-2	1.4E-4
97	1.2E-2	2.1E-6	7.9E-5	1.3E-4	7.0E-6	1.1E-2	1.4E-4
98	1.2E-2	2.1E-6	7.7E-5	1.3E-4	7.0E-6	1.1E-2	1.3E-4
99	1.2E-2	2.1E-6	7.6E-5	1.3E-4	7.0E-6	1.1E-2	1.3E-4
100	1.2E-2	2.0E-6	7.5E-5	1.3E-4	7.0E-6	1.1E-2	1.3E-4
110	1.1E-2	1.7E-6	6.3E-5	1.1E-4	6.9E-6	1.0E-2	1.3E-4
120	1.1E-2	1.4E-6	5.3E-5	9.3E-5	6.8E-6	9.9E-3	1.2E-4
130	1.0E-2	1.2E-6	4.4E-5	8.0E-5	6.7E-6	9.5E-3	1.2E-4
140	1.0E-2	1.0E-6	3.8E-5	7.0E-5	6.6E-6	9.1E-3	1.2E-4
150	9.7E-3	8.6E-7	3.2E-5	6.1E-5	6.6E-6	8.7E-3	1.1E-4
160	9.4E-3	7.3E-7	2.7E-5	5.4E-5	6.5E-6	8.4E-3	1.1E-4
170	9.1E-3	6.2E-7	2.3E-5	4.8E-5	6.5E-6	8.2E-3	1.1E-4
180	8.9E-3	5.3E-7	2.0E-5	4.3E-5	6.4E-6	8.0E-3	1.0E-4
190	8.7E-3	4.5E-7	1.7E-5	3.9E-5	6.4E-6	7.8E-3	1.0E-4
200	8.5E-3	3.9E-7	1.4E-5	3.5E-5	6.3E-6	7.7E-3	9.9E-5
210	8.4E-3	3.4E-7	1.2E-5	3.2E-5	6.3E-6	7.5E-3	9.7E-5
220	8.3E-3	2.9E-7	1.1E-5	3.0E-5	6.3E-6	7.4E-3	9.5E-5
230	8.2E-3	2.6E-7	9.4E-6	2.8E-5	6.2E-6	7.3E-3	9.3E-5
240	8.1E-3	2.2E-7	8.2E-6	2.6E-5	6.2E-6	7.3E-3	9.1E-5
250	8.0E-3	2.0E-7	7.3E-6	2.5E-5	6.2E-6	7.2E-3	8.9E-5
260	7.9E-3	1.8E-7	6.4E-6	2.3E-5	6.1E-6	7.1E-3	8.7E-5
270	7.9E-3	1.6E-7	5.8E-6	2.2E-5	6.1E-6	7.1E-3	8.5E-5
280	7.8E-3	1.4E-7	5.2E-6	2.1E-5	6.1E-6	7.0E-3	8.3E-5
290	7.8E-3	1.3E-7	4.7E-6	2.1E-5	6.1E-6	7.0E-3	8.2E-5
300	7.7E-3	1.2E-7	4.3E-6	2.0E-5	6.0E-6	6.9E-3	8.0E-5
310	7.7E-3	1.1E-7	4.0E-6	2.0E-5	6.0E-6	6.9E-3	7.9E-5
320	7.6E-3	1.0E-7	3.7E-6	1.9E-5	6.0E-6	6.9E-3	7.7E-5
330	7.6E-3	9.6E-8	3.5E-6	1.9E-5	6.0E-6	6.8E-3	7.6E-5
340	7.6E-3	9.0E-8	3.3E-6	1.8E-5	5.9E-6	6.8E-3	7.4E-5
350	7.5E-3	8.6E-8	3.1E-6	1.8E-5	5.9E-6	6.8E-3	7.3E-5
360	7.5E-3	8.2E-8	3.0E-6	1.8E-5	5.9E-6	6.7E-3	7.1E-5
365	7.5E-3	8.0E-8	2.9E-6	1.8E-5	5.9E-6	6.7E-3	7.1E-5
370	7.5E-3	7.8E-8	2.8E-6	1.8E-5	5.9E-6	6.7E-3	7.0E-5
380	7.5E-3	7.6E-8	2.7E-6	1.7E-5	5.8E-6	6.7E-3	6.9E-5
390	7.4E-3	7.3E-8	2.6E-6	1.7E-5	5.8E-6	6.7E-3	6.8E-5
400	7.4E-3	7.1E-8	2.6E-6	1.7E-5	5.8E-6	6.6E-3	6.6E-5
410	7.4E-3	6.9E-8	2.5E-6	1.7E-5	5.8E-6	6.6E-3	6.5E-5
420	7.3E-3	6.8E-8	2.4E-6	1.7E-5	5.8E-6	6.6E-3	6.4E-5
430	7.3E-3	6.6E-8	2.4E-6	1.7E-5	5.7E-6	6.6E-3	6.3E-5
440	7.3E-3	6.5E-8	2.4E-6	1.6E-5	5.7E-6	6.6E-3	6.1E-5
450	7.3E-3	6.4E-8	2.3E-6	1.6E-5	5.7E-6	6.5E-3	6.0E-5
460	7.3E-3	6.3E-8	2.3E-6	1.6E-5	5.7E-6	6.5E-3	5.9E-5
470	7.2E-3	6.3E-8	2.3E-6	1.6E-5	5.6E-6	6.5E-3	5.8E-5
480	7.2E-3	6.2E-8	2.2E-6	1.6E-5	5.6E-6	6.5E-3	5.7E-5
490	7.2E-3	6.1E-8	2.2E-6	1.6E-5	5.6E-6	6.5E-3	5.6E-5
500	7.2E-3	6.1E-8	2.2E-6	1.6E-5	5.6E-6	6.4E-3	5.5E-5
510	7.1E-3	6.0E-8	2.2E-6	1.6E-5	5.6E-6	6.4E-3	5.4E-5
520	7.1E-3	6.0E-8	2.1E-6	1.6E-5	5.5E-6	6.4E-3	5.3E-5
530	7.1E-3	5.9E-8	2.1E-6	1.6E-5	5.5E-6	6.4E-3	5.2E-5
540	7.1E-3	5.9E-8	2.1E-6	1.6E-5	5.5E-6	6.4E-3	5.1E-5
550	7.0E-3	5.8E-8	2.1E-6	1.6E-5	5.5E-6	6.4E-3	5.0E-5
560	7.0E-3	5.8E-8	2.1E-6	1.6E-5	5.5E-6	6.3E-3	4.9E-5
570	7.0E-3	5.8E-8	2.1E-6	1.5E-5	5.4E-6	6.3E-3	4.8E-5
580	7.0E-3	5.7E-8	2.1E-6	1.5E-5	5.4E-6	6.3E-3	4.7E-5
590	7.0E-3	5.7E-8	2.0E-6	1.5E-5	5.4E-6	6.3E-3	4.6E-5
600	6.9E-3	5.7E-8	2.0E-6	1.5E-5	5.4E-6	6.3E-3	4.6E-5
610	6.9E-3	5.6E-8	2.0E-6	1.5E-5	5.4E-6	6.2E-3	4.5E-5
620	6.9E-3	5.6E-8	2.0E-6	1.5E-5	5.3E-6	6.2E-3	4.4E-5
630	6.9E-3	5.6E-8	2.0E-6	1.5E-5	5.3E-6	6.2E-3	4.3E-5
640	6.9E-3	5.5E-8	2.0E-6	1.5E-5	5.3E-6	6.2E-3	4.2E-5
650	6.8E-3	5.5E-8	2.0E-6	1.5E-5	5.3E-6	6.2E-3	4.2E-5
660	6.8E-3	5.5E-8	2.0E-6	1.5E-5	5.3E-6	6.2E-3	4.1E-5
670	6.8E-3	5.4E-8	2.0E-6	1.5E-5	5.2E-6	6.1E-3	4.0E-5
680	6.8E-3	5.4E-8	2.0E-6	1.5E-5	5.2E-6	6.1E-3	3.9E-5
690	6.8E-3	5.4E-8	1.9E-6	1.5E-5	5.2E-6	6.1E-3	3.9E-5
700	6.7E-3	5.4E-8	1.9E-6	1.5E-5	5.2E-6	6.1E-3	3.8E-5
710	6.7E-3	5.3E-8	1.9E-6	1.5E-5	5.2E-6	6.1E-3	3.7E-5
720	6.7E-3	5.3E-8	1.9E-6	1.5E-5	5.1E-6	6.1E-3	3.6E-5
730	6.7E-3	5.3E-8	1.9E-6	1.4E-5	5.1E-6	6.0E-3	3.6E-5
740	6.7E-3	5.3E-8	1.9E-6	1.4E-5	5.1E-6	6.0E-3	3.5E-5
750	6.6E-3	5.2E-8	1.9E-6	1.4E-5	5.1E-6	6.0E-3	3.5E-5
760	6.6E-3	5.2E-8	1.9E-6	1.4E-5	5.1E-6	6.0E-3	3.4E-5
770	6.6E-3	5.2E-8	1.9E-6	1.4E-5	5.1E-6	6.0E-3	3.3E-5
780	6.6E-3	5.2E-8	1.9E-6	1.4E-5	5.0E-6	6.0E-3	3.3E-5
790	6.6E-3	5.1E-8	1.8E-6	1.4E-5	5.0E-6	5.9E-3	3.2E-5
800	6.5E-3	5.1E-8	1.8E-6	1.4E-5	5.0E-6	5.9E-3	3.1E-5
810	6.5E-3	5.1E-8	1.8E-6	1.4E-5	5.0E-6	5.9E-3	3.1E-5
820	6.5E-3	5.1E-8	1.8E-6	1.4E-5	5.0E-6	5.9E-3	3.0E-5
830	6.5E-3	5.0E-8	1.8E-6	1.4E-5	4.9E-6	5.9E-3	3.0E-5
840	6.5E-3	5.0E-8	1.8E-6	1.4E-5	4.9E-6	5.9E-3	2.9E-5
850	6.4E-3	5.0E-8	1.8E-6	1.4E-5	4.9E-6	5.9E-3	2.9E-5
860	6.4E-3	5.0E-8	1.8E-6	1.4E-5	4.9E-6	5.8E-3	2.8E-5
870	6.4E-3	4.9E-8	1.8E-6	1.4E-5	4.9E-6	5.8E-3	2.8E-5
880	6.4E-3	4.9E-8	1.8E-6	1.4E-5	4.9E-6	5.8E-3	2.7E-5
890	6.4E-3	4.9E-8	1.8E-6	1.4E-5	4.8E-6	5.8E-3	2.7E-5
900	6.4E-3	4.9E-8	1.8E-6	1.4E-5	4.8E-6	5.8E-3	2.6E-5
910	6.3E-3	4.9E-8	1.7E-6	1.4E-5	4.8E-6	5.8E-3	2.6E-5
920	6.3E-3	4.8E-8	1.7E-6	1.3E-5	4.8E-6	5.7E-3	2.5E-5
930	6.3E-3	4.8E-8	1.7E-6	1.3E-5	4.8E-6	5.7E-3	2.5E-5
940	6.3E-3	4.8E-8	1.7E-6	1.3E-5	4.7E-6	5.7E-3	2.4E-5
950	6.3E-3	4.8E-8	1.7E-6	1.3E-5	4.7E-6	5.7E-3	2.4E-5
960	6.3E-3	4.7E-8	1.7E-6	1.3E-5	4.7E-6	5.7E-3	2.3E-5
970	6.2E-3	4.7E-8	1.7E-6	1.3E-5	4.7E-6	5.7E-3	2.3E-5
980	6.2E-3	4.7E-8	1.7E-6	1.3E-5	4.7E-6	5.7E-3	2.3E-5
990	6.2E-3	4.7E-8	1.7E-6	1.3E-5	4.7E-6	5.6E-3	2.2E-5
1000	6.2E-3	4.7E-8	1.7E-6	1.3E-5	4.6E-6	5.6E-3	2.2E-5
1010	6.2E-3	4.6E-8	1.7E-6	1.3E-5	4.6E-6	5.6E-3	2.1E-5
1020	6.1E-3	4.6E-8	1.7E-6	1.3E-5	4.6E-6	5.6E-3	2.1E-5
1030	6.1E-3	4.6E-8	1.7E-6	1.3E-5	4.6E-6	5.6E-3	2.1E-5
1040	6.1E-3	4.6E-8	1.6E-6	1.3E-5	4.6E-6	5.6E-3	2.0E-5
1050	6.1E-3	4.6E-8	1.6E-6	1.3E-5	4.6E-6	5.5E-3	2.0E-5
1060	6.1E-3	4.5E-8	1.6E-6	1.3E-5	4.5E-6	5.5E-3	2.0E-5
1070	6.1E-3	4.5E-8	1.6E-6	1.3E-5	4.5E-6	5.5E-3	1.9E-5
1080	6.0E-3	4.5E-8	1.6E-6	1.3E-5	4.5E-6	5.5E-3	1.9E-5
1090	6.0E-3	4.5E-8	1.6E-6	1.3E-5	4.5E-6	5.5E-3	1.9E-5
1095	6.0E-3	4.5E-8	1.6E-6	1.3E-5	4.5E-6	5.5E-3	1.8E-5
1100	6.0E-3	4.5E-8	1.6E-6	1.3E-5	4.5E-6	5.5E-3	1.8E-5
1200	5.8E-3	4.3E-8	1.5E-6	1.2E-5	4.3E-6	5.3E-3	1.5E-5
1300	5.7E-3	4.1E-8	1.5E-6	1.2E-5	4.2E-6	5.2E-3	1.3E-5
1400	5.5E-3	3.9E-8	1.4E-6	1.1E-5	4.0E-6	5.1E-3	1.1E-5
1500	5.4E-3	3.7E-8	1.3E-6	1.1E-5	3.9E-6	5.0E-3	8.9E-6
1600	5.3E-3	3.6E-8	1.3E-6	1.0E-5	3.7E-6	4.8E-3	7.5E-6
1700	5.1E-3	3.4E-8	1.2E-6	1.0E-5	3.6E-6	4.7E-3	6.3E-6
1800	5.0E-3	3.3E-8	1.2E-6	9.6E-6	3.4E-6	4.6E-3	5.3E-6
1900	4.9E-3	3.2E-8	1.1E-6	9.2E-6	3.3E-6	4.5E-3	4.5E-6
2000	4.8E-3	3.0E-8	1.1E-6	8.9E-6	3.2E-6	4.4E-3	3.8E-6
2100	4.7E-3	2.9E-8	1.1E-6	8.6E-6	3.1E-6	4.3E-3	3.3E-6
2200	4.6E-3	2.8E-8	1.0E-6	8.3E-6	3.0E-6	4.2E-3	2.8E-6
2300	4.5E-3	2.7E-8	9.8E-7	8.0E-6	2.9E-6	4.1E-3	2.4E-6
2400	4.4E-3	2.6E-8	9.4E-7	7.7E-6	2.8E-6	4.0E-3	2.1E-6
2500	4.3E-3	2.5E-8	9.0E-7	7.4E-6	2.7E-6	4.0E-3	1.8E-6
2600	4.2E-3	2.4E-8	8.7E-7	7.1E-6	2.6E-6	3.9E-3	1.6E-6
2700	4.1E-3	2.3E-8	8.4E-7	6.9E-6	2.5E-6	3.8E-3	1.4E-6
2800	4.0E-3	2.2E-8	8.1E-7	6.6E-6	2.4E-6	3.7E-3	1.2E-6
2900	3.9E-3	2.2E-8	7.8E-7	6.4E-6	2.3E-6	3.7E-3	1.1E-6
3000	3.8E-3	2.1E-8	7.5E-7	6.1E-6	2.2E-6	3.6E-3	9.6E-7
3100	3.8E-3	2.0E-8	7.2E-7	5.9E-6	2.1E-6	3.5E-3	8.6E-7
3200	3.7E-3	1.9E-8	7.0E-7	5.7E-6	2.0E-6	3.5E-3	7.8E-7
3300	3.6E-3	1.9E-8	6.7E-7	5.5E-6	2.0E-6	3.4E-3	7.1E-7
3400	3.5E-3	1.8E-8	6.5E-7	5.3E-6	1.9E-6	3.3E-3	6.5E-7
3500	3.5E-3	1.7E-8	6.3E-7	5.1E-6	1.8E-6	3.3E-3	5.9E-7
3600	3.4E-3	1.7E-8	6.1E-7	4.9E-6	1.8E-6	3.2E-3	5.5E-7
3650	3.4E-3	1.7E-8	6.0E-7	4.8E-6	1.7E-6	3.2E-3	5.3E-7
4000	3.2E-3	1.5E-8	5.3E-7	4.3E-6	1.5E-6	3.0E-3	4.2E-7
5000	2.7E-3	1.1E-8	3.9E-7	3.0E-6	1.1E-6	2.6E-3	2.6E-7
6000	2.4E-3	8.2E-9	3.0E-7	2.1E-6	7.3E-7	2.3E-3	1.9E-7
7000	2.1E-3	6.5E-9	2.3E-7	1.5E-6	5.0E-7	2.0E-3	1.5E-7
8000	1.9E-3	5.3E-9	1.9E-7	1.1E-6	3.5E-7	1.8E-3	1.2E-7
9000	1.7E-3	4.5E-9	1.6E-7	7.9E-7	2.4E-7	1.7E-3	9.9E-8
10000	1.5E-3	3.8E-9	1.4E-7	5.9E-7	1.7E-7	1.5E-3	8.5E-8
11000	1.4E-3	3.4E-9	1.2E-7	4.5E-7	1.2E-7	1.4E-3	7.4E-8
12000	1.3E-3	3.0E-9	1.1E-7	3.5E-7	8.4E-8	1.3E-3	6.5E-8
13000	1.2E-3	2.7E-9	9.7E-8	2.8E-7	6.0E-8	1.2E-3	5.9E-8
14000	1.1E-3	2.4E-9	8.8E-8	2.3E-7	4.3E-8	1.1E-3	5.3E-8
15000	9.9E-4	2.2E-9	8.0E-8	1.9E-7	3.2E-8	9.8E-4	4.8E-8
16000	9.1E-4	2.0E-9	7.3E-8	1.6E-7	2.4E-8	9.0E-4	4.4E-8
