Radionuclide	Hf-172
Route of Intake	Inhalation
Material	Aerosols Type S, fA=2E-5
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
4.5	2.9E-1	-	-	5.6E-2	2.3E-1	1.4E-3	2.3E-4
4.75	2.7E-1	-	-	5.1E-2	2.2E-1	1.4E-3	2.3E-4
5	2.7E-1	2.2E-5	4.4E-2	4.7E-2	2.1E-1	1.5E-3	2.3E-4
5.5	2.5E-1	-	-	4.1E-2	2.1E-1	1.6E-3	2.3E-4
6	2.4E-1	2.0E-5	2.9E-2	3.6E-2	2.0E-1	1.6E-3	2.3E-4
6.5	2.3E-1	-	-	3.2E-2	1.9E-1	1.7E-3	2.2E-4
7	2.1E-1	1.8E-5	2.2E-2	2.9E-2	1.8E-1	1.7E-3	2.2E-4
7.5	2.1E-1	-	-	2.6E-2	1.8E-1	1.8E-3	2.2E-4
8	2.0E-1	1.7E-5	1.7E-2	2.4E-2	1.7E-1	1.9E-3	2.2E-4
8.5	1.9E-1	-	-	2.1E-2	1.6E-1	1.9E-3	2.2E-4
9	1.8E-1	1.6E-5	1.4E-2	1.9E-2	1.6E-1	2.0E-3	2.2E-4
9.5	1.8E-1	-	-	1.8E-2	1.5E-1	2.0E-3	2.2E-4
10	1.7E-1	1.5E-5	1.2E-2	1.6E-2	1.5E-1	2.1E-3	2.2E-4
11	1.6E-1	1.4E-5	9.5E-3	1.3E-2	1.4E-1	2.2E-3	2.2E-4
12	1.5E-1	1.3E-5	7.8E-3	1.1E-2	1.4E-1	2.3E-3	2.2E-4
13	1.5E-1	1.2E-5	6.4E-3	8.9E-3	1.3E-1	2.3E-3	2.2E-4
14	1.4E-1	1.1E-5	5.3E-3	7.4E-3	1.3E-1	2.4E-3	2.2E-4
15	1.4E-1	1.0E-5	4.4E-3	6.1E-3	1.3E-1	2.5E-3	2.1E-4
16	1.3E-1	9.5E-6	3.6E-3	5.1E-3	1.2E-1	2.6E-3	2.1E-4
17	1.3E-1	8.8E-6	3.0E-3	4.2E-3	1.2E-1	2.6E-3	2.1E-4
18	1.3E-1	8.2E-6	2.5E-3	3.5E-3	1.2E-1	2.7E-3	2.1E-4
19	1.2E-1	7.7E-6	2.1E-3	3.0E-3	1.2E-1	2.7E-3	2.1E-4
20	1.2E-1	7.2E-6	1.7E-3	2.5E-3	1.2E-1	2.8E-3	2.1E-4
21	1.2E-1	6.7E-6	1.5E-3	2.1E-3	1.2E-1	2.8E-3	2.1E-4
22	1.2E-1	6.3E-6	1.2E-3	1.8E-3	1.1E-1	2.9E-3	2.0E-4
23	1.2E-1	5.9E-6	1.1E-3	1.5E-3	1.1E-1	2.9E-3	2.0E-4
24	1.2E-1	5.6E-6	9.0E-4	1.3E-3	1.1E-1	2.9E-3	2.0E-4
25	1.2E-1	5.3E-6	7.7E-4	1.2E-3	1.1E-1	3.0E-3	2.0E-4
26	1.2E-1	5.0E-6	6.7E-4	1.0E-3	1.1E-1	3.0E-3	2.0E-4
27	1.2E-1	4.7E-6	5.9E-4	9.0E-4	1.1E-1	3.0E-3	2.0E-4
28	1.1E-1	4.4E-6	5.2E-4	8.1E-4	1.1E-1	3.1E-3	2.0E-4
29	1.1E-1	4.2E-6	4.6E-4	7.3E-4	1.1E-1	3.1E-3	2.0E-4
30	1.1E-1	4.0E-6	4.2E-4	6.6E-4	1.1E-1	3.1E-3	1.9E-4
31	1.1E-1	3.8E-6	3.8E-4	6.1E-4	1.1E-1	3.1E-3	1.9E-4
32	1.1E-1	3.6E-6	3.5E-4	5.7E-4	1.1E-1	3.1E-3	1.9E-4
33	1.1E-1	3.4E-6	3.2E-4	5.3E-4	1.1E-1	3.2E-3	1.9E-4
34	1.1E-1	3.3E-6	3.0E-4	5.0E-4	1.1E-1	3.2E-3	1.9E-4
35	1.1E-1	3.1E-6	2.8E-4	4.7E-4	1.1E-1	3.2E-3	1.9E-4
36	1.1E-1	3.0E-6	2.7E-4	4.5E-4	1.1E-1	3.2E-3	1.9E-4
37	1.1E-1	2.9E-6	2.6E-4	4.4E-4	1.1E-1	3.2E-3	1.9E-4
38	1.1E-1	2.8E-6	2.5E-4	4.2E-4	1.1E-1	3.3E-3	1.8E-4
39	1.1E-1	2.7E-6	2.4E-4	4.1E-4	1.1E-1	3.3E-3	1.8E-4
40	1.1E-1	2.6E-6	2.3E-4	4.0E-4	1.1E-1	3.3E-3	1.8E-4
41	1.1E-1	2.5E-6	2.3E-4	3.9E-4	1.0E-1	3.3E-3	1.8E-4
42	1.1E-1	2.4E-6	2.2E-4	3.8E-4	1.0E-1	3.3E-3	1.8E-4
43	1.1E-1	2.3E-6	2.2E-4	3.8E-4	1.0E-1	3.3E-3	1.8E-4
44	1.1E-1	2.3E-6	2.1E-4	3.7E-4	1.0E-1	3.3E-3	1.8E-4
45	1.1E-1	2.2E-6	2.1E-4	3.7E-4	1.0E-1	3.4E-3	1.8E-4
46	1.1E-1	2.2E-6	2.1E-4	3.6E-4	1.0E-1	3.4E-3	1.8E-4
47	1.1E-1	2.1E-6	2.0E-4	3.6E-4	1.0E-1	3.4E-3	1.8E-4
48	1.1E-1	2.1E-6	2.0E-4	3.6E-4	1.0E-1	3.4E-3	1.7E-4
49	1.1E-1	2.0E-6	2.0E-4	3.5E-4	1.0E-1	3.4E-3	1.7E-4
50	1.1E-1	2.0E-6	2.0E-4	3.5E-4	1.0E-1	3.4E-3	1.7E-4
51	1.1E-1	1.9E-6	2.0E-4	3.5E-4	1.0E-1	3.4E-3	1.7E-4
52	1.1E-1	1.9E-6	2.0E-4	3.5E-4	1.0E-1	3.4E-3	1.7E-4
53	1.1E-1	1.9E-6	1.9E-4	3.4E-4	1.0E-1	3.4E-3	1.7E-4
54	1.1E-1	1.8E-6	1.9E-4	3.4E-4	1.0E-1	3.4E-3	1.7E-4
55	1.0E-1	1.8E-6	1.9E-4	3.4E-4	1.0E-1	3.5E-3	1.7E-4
56	1.0E-1	1.8E-6	1.9E-4	3.4E-4	1.0E-1	3.5E-3	1.7E-4
57	1.0E-1	1.7E-6	1.9E-4	3.4E-4	1.0E-1	3.5E-3	1.6E-4
58	1.0E-1	1.7E-6	1.9E-4	3.3E-4	1.0E-1	3.5E-3	1.6E-4
59	1.0E-1	1.7E-6	1.9E-4	3.3E-4	9.9E-2	3.5E-3	1.6E-4
60	1.0E-1	1.7E-6	1.9E-4	3.3E-4	9.9E-2	3.5E-3	1.6E-4
61	1.0E-1	1.6E-6	1.9E-4	3.3E-4	9.9E-2	3.5E-3	1.6E-4
62	1.0E-1	1.6E-6	1.9E-4	3.3E-4	9.8E-2	3.5E-3	1.6E-4
63	1.0E-1	1.6E-6	1.9E-4	3.3E-4	9.8E-2	3.5E-3	1.6E-4
64	1.0E-1	1.6E-6	1.8E-4	3.2E-4	9.8E-2	3.5E-3	1.6E-4
65	1.0E-1	1.6E-6	1.8E-4	3.2E-4	9.7E-2	3.5E-3	1.6E-4
66	1.0E-1	1.6E-6	1.8E-4	3.2E-4	9.7E-2	3.5E-3	1.6E-4
67	1.0E-1	1.5E-6	1.8E-4	3.2E-4	9.7E-2	3.5E-3	1.6E-4
68	1.0E-1	1.5E-6	1.8E-4	3.2E-4	9.7E-2	3.6E-3	1.5E-4
69	1.0E-1	1.5E-6	1.8E-4	3.2E-4	9.6E-2	3.6E-3	1.5E-4
70	1.0E-1	1.5E-6	1.8E-4	3.2E-4	9.6E-2	3.6E-3	1.5E-4
71	1.0E-1	1.5E-6	1.8E-4	3.1E-4	9.6E-2	3.6E-3	1.5E-4
72	1.0E-1	1.5E-6	1.8E-4	3.1E-4	9.5E-2	3.6E-3	1.5E-4
73	1.0E-1	1.5E-6	1.8E-4	3.1E-4	9.5E-2	3.6E-3	1.5E-4
74	9.9E-2	1.5E-6	1.8E-4	3.1E-4	9.5E-2	3.6E-3	1.5E-4
75	9.9E-2	1.5E-6	1.8E-4	3.1E-4	9.5E-2	3.6E-3	1.5E-4
76	9.9E-2	1.4E-6	1.8E-4	3.1E-4	9.4E-2	3.6E-3	1.5E-4
77	9.9E-2	1.4E-6	1.7E-4	3.1E-4	9.4E-2	3.6E-3	1.5E-4
78	9.8E-2	1.4E-6	1.7E-4	3.1E-4	9.4E-2	3.6E-3	1.5E-4
79	9.8E-2	1.4E-6	1.7E-4	3.0E-4	9.4E-2	3.6E-3	1.4E-4
80	9.8E-2	1.4E-6	1.7E-4	3.0E-4	9.3E-2	3.6E-3	1.4E-4
81	9.8E-2	1.4E-6	1.7E-4	3.0E-4	9.3E-2	3.6E-3	1.4E-4
82	9.7E-2	1.4E-6	1.7E-4	3.0E-4	9.3E-2	3.6E-3	1.4E-4
83	9.7E-2	1.4E-6	1.7E-4	3.0E-4	9.2E-2	3.6E-3	1.4E-4
84	9.7E-2	1.4E-6	1.7E-4	3.0E-4	9.2E-2	3.7E-3	1.4E-4
85	9.6E-2	1.4E-6	1.7E-4	3.0E-4	9.2E-2	3.7E-3	1.4E-4
86	9.6E-2	1.4E-6	1.7E-4	3.0E-4	9.2E-2	3.7E-3	1.4E-4
87	9.6E-2	1.4E-6	1.7E-4	2.9E-4	9.1E-2	3.7E-3	1.4E-4
88	9.6E-2	1.4E-6	1.7E-4	2.9E-4	9.1E-2	3.7E-3	1.4E-4
89	9.5E-2	1.3E-6	1.7E-4	2.9E-4	9.1E-2	3.7E-3	1.4E-4
90	9.5E-2	1.3E-6	1.7E-4	2.9E-4	9.1E-2	3.7E-3	1.4E-4
91	9.5E-2	1.3E-6	1.6E-4	2.9E-4	9.0E-2	3.7E-3	1.4E-4
92	9.5E-2	1.3E-6	1.6E-4	2.9E-4	9.0E-2	3.7E-3	1.3E-4
93	9.4E-2	1.3E-6	1.6E-4	2.9E-4	9.0E-2	3.7E-3	1.3E-4
94	9.4E-2	1.3E-6	1.6E-4	2.9E-4	8.9E-2	3.7E-3	1.3E-4
95	9.4E-2	1.3E-6	1.6E-4	2.8E-4	8.9E-2	3.7E-3	1.3E-4
96	9.4E-2	1.3E-6	1.6E-4	2.8E-4	8.9E-2	3.7E-3	1.3E-4
97	9.3E-2	1.3E-6	1.6E-4	2.8E-4	8.9E-2	3.7E-3	1.3E-4
98	9.3E-2	1.3E-6	1.6E-4	2.8E-4	8.8E-2	3.7E-3	1.3E-4
99	9.3E-2	1.3E-6	1.6E-4	2.8E-4	8.8E-2	3.7E-3	1.3E-4
100	9.3E-2	1.3E-6	1.6E-4	2.8E-4	8.8E-2	3.7E-3	1.3E-4
110	9.0E-2	1.2E-6	1.5E-4	2.7E-4	8.5E-2	3.8E-3	1.2E-4
120	8.8E-2	1.2E-6	1.5E-4	2.6E-4	8.3E-2	3.8E-3	1.2E-4
130	8.5E-2	1.2E-6	1.4E-4	2.5E-4	8.1E-2	3.9E-3	1.1E-4
140	8.3E-2	1.1E-6	1.3E-4	2.4E-4	7.8E-2	3.9E-3	1.0E-4
150	8.1E-2	1.1E-6	1.3E-4	2.3E-4	7.6E-2	3.9E-3	9.9E-5
160	7.9E-2	1.1E-6	1.2E-4	2.2E-4	7.4E-2	4.0E-3	9.4E-5
170	7.7E-2	1.0E-6	1.2E-4	2.1E-4	7.2E-2	4.0E-3	9.0E-5
180	7.5E-2	1.0E-6	1.1E-4	2.0E-4	7.0E-2	4.0E-3	8.6E-5
190	7.3E-2	9.7E-7	1.1E-4	1.9E-4	6.8E-2	4.0E-3	8.2E-5
200	7.1E-2	9.4E-7	1.1E-4	1.8E-4	6.6E-2	4.0E-3	7.8E-5
210	6.9E-2	9.2E-7	1.0E-4	1.8E-4	6.5E-2	4.1E-3	7.5E-5
220	6.8E-2	9.0E-7	9.7E-5	1.7E-4	6.3E-2	4.1E-3	7.2E-5
230	6.6E-2	8.7E-7	9.3E-5	1.6E-4	6.1E-2	4.1E-3	6.9E-5
240	6.5E-2	8.5E-7	8.9E-5	1.6E-4	6.0E-2	4.1E-3	6.6E-5
250	6.3E-2	8.3E-7	8.6E-5	1.5E-4	5.8E-2	4.1E-3	6.4E-5
260	6.1E-2	8.1E-7	8.2E-5	1.4E-4	5.7E-2	4.1E-3	6.2E-5
270	6.0E-2	7.9E-7	7.9E-5	1.4E-4	5.5E-2	4.1E-3	5.9E-5
280	5.9E-2	7.8E-7	7.6E-5	1.3E-4	5.4E-2	4.1E-3	5.7E-5
290	5.7E-2	7.6E-7	7.3E-5	1.3E-4	5.3E-2	4.1E-3	5.5E-5
300	5.6E-2	7.4E-7	7.0E-5	1.2E-4	5.1E-2	4.1E-3	5.4E-5
310	5.5E-2	7.3E-7	6.7E-5	1.2E-4	5.0E-2	4.1E-3	5.2E-5
320	5.4E-2	7.1E-7	6.4E-5	1.1E-4	4.9E-2	4.1E-3	5.0E-5
330	5.2E-2	7.0E-7	6.2E-5	1.1E-4	4.8E-2	4.1E-3	4.9E-5
340	5.1E-2	6.8E-7	5.9E-5	1.0E-4	4.7E-2	4.1E-3	4.7E-5
350	5.0E-2	6.7E-7	5.7E-5	1.0E-4	4.6E-2	4.1E-3	4.6E-5
360	4.9E-2	6.5E-7	5.5E-5	9.7E-5	4.5E-2	4.1E-3	4.5E-5
365	4.9E-2	6.5E-7	5.3E-5	9.5E-5	4.4E-2	4.1E-3	4.4E-5
370	4.8E-2	6.4E-7	5.2E-5	9.3E-5	4.4E-2	4.1E-3	4.3E-5
380	4.7E-2	6.3E-7	5.0E-5	8.9E-5	4.3E-2	4.1E-3	4.2E-5
390	4.6E-2	6.2E-7	4.8E-5	8.6E-5	4.2E-2	4.1E-3	4.1E-5
400	4.5E-2	6.0E-7	4.6E-5	8.2E-5	4.1E-2	4.1E-3	4.0E-5
410	4.4E-2	5.9E-7	4.4E-5	7.9E-5	4.0E-2	4.1E-3	3.9E-5
420	4.3E-2	5.8E-7	4.3E-5	7.6E-5	3.9E-2	4.1E-3	3.8E-5
430	4.2E-2	5.7E-7	4.1E-5	7.3E-5	3.8E-2	4.1E-3	3.7E-5
440	4.2E-2	5.6E-7	3.9E-5	7.0E-5	3.7E-2	4.1E-3	3.6E-5
450	4.1E-2	5.5E-7	3.8E-5	6.7E-5	3.6E-2	4.1E-3	3.5E-5
460	4.0E-2	5.4E-7	3.6E-5	6.5E-5	3.6E-2	4.0E-3	3.5E-5
470	3.9E-2	5.3E-7	3.5E-5	6.2E-5	3.5E-2	4.0E-3	3.4E-5
480	3.9E-2	5.2E-7	3.3E-5	6.0E-5	3.4E-2	4.0E-3	3.3E-5
490	3.8E-2	5.1E-7	3.2E-5	5.7E-5	3.3E-2	4.0E-3	3.2E-5
500	3.7E-2	5.0E-7	3.1E-5	5.5E-5	3.3E-2	4.0E-3	3.2E-5
510	3.6E-2	5.0E-7	2.9E-5	5.3E-5	3.2E-2	4.0E-3	3.1E-5
520	3.6E-2	4.9E-7	2.8E-5	5.1E-5	3.2E-2	4.0E-3	3.0E-5
530	3.5E-2	4.8E-7	2.7E-5	4.9E-5	3.1E-2	4.0E-3	3.0E-5
540	3.5E-2	4.7E-7	2.6E-5	4.7E-5	3.0E-2	3.9E-3	2.9E-5
550	3.4E-2	4.6E-7	2.5E-5	4.5E-5	3.0E-2	3.9E-3	2.9E-5
560	3.3E-2	4.6E-7	2.4E-5	4.3E-5	2.9E-2	3.9E-3	2.8E-5
570	3.3E-2	4.5E-7	2.3E-5	4.2E-5	2.9E-2	3.9E-3	2.8E-5
580	3.2E-2	4.4E-7	2.2E-5	4.0E-5	2.8E-2	3.9E-3	2.7E-5
590	3.2E-2	4.4E-7	2.1E-5	3.8E-5	2.8E-2	3.9E-3	2.7E-5
600	3.1E-2	4.3E-7	2.0E-5	3.7E-5	2.7E-2	3.8E-3	2.6E-5
610	3.1E-2	4.2E-7	2.0E-5	3.6E-5	2.7E-2	3.8E-3	2.6E-5
620	3.0E-2	4.2E-7	1.9E-5	3.4E-5	2.6E-2	3.8E-3	2.5E-5
630	3.0E-2	4.1E-7	1.8E-5	3.3E-5	2.6E-2	3.8E-3	2.5E-5
640	2.9E-2	4.0E-7	1.7E-5	3.2E-5	2.5E-2	3.8E-3	2.4E-5
650	2.9E-2	4.0E-7	1.7E-5	3.0E-5	2.5E-2	3.8E-3	2.4E-5
660	2.8E-2	3.9E-7	1.6E-5	2.9E-5	2.4E-2	3.7E-3	2.3E-5
670	2.8E-2	3.9E-7	1.5E-5	2.8E-5	2.4E-2	3.7E-3	2.3E-5
680	2.7E-2	3.8E-7	1.5E-5	2.7E-5	2.3E-2	3.7E-3	2.3E-5
690	2.7E-2	3.8E-7	1.4E-5	2.6E-5	2.3E-2	3.7E-3	2.2E-5
700	2.7E-2	3.7E-7	1.4E-5	2.5E-5	2.3E-2	3.7E-3	2.2E-5
710	2.6E-2	3.6E-7	1.3E-5	2.4E-5	2.2E-2	3.6E-3	2.2E-5
720	2.6E-2	3.6E-7	1.2E-5	2.3E-5	2.2E-2	3.6E-3	2.1E-5
730	2.5E-2	3.5E-7	1.2E-5	2.2E-5	2.1E-2	3.6E-3	2.1E-5
740	2.5E-2	3.5E-7	1.2E-5	2.1E-5	2.1E-2	3.6E-3	2.1E-5
750	2.5E-2	3.5E-7	1.1E-5	2.1E-5	2.1E-2	3.6E-3	2.0E-5
760	2.4E-2	3.4E-7	1.1E-5	2.0E-5	2.0E-2	3.5E-3	2.0E-5
770	2.4E-2	3.4E-7	1.0E-5	1.9E-5	2.0E-2	3.5E-3	2.0E-5
780	2.4E-2	3.3E-7	9.8E-6	1.8E-5	2.0E-2	3.5E-3	1.9E-5
790	2.3E-2	3.3E-7	9.4E-6	1.8E-5	1.9E-2	3.5E-3	1.9E-5
800	2.3E-2	3.2E-7	9.0E-6	1.7E-5	1.9E-2	3.5E-3	1.9E-5
810	2.3E-2	3.2E-7	8.6E-6	1.6E-5	1.9E-2	3.4E-3	1.9E-5
820	2.2E-2	3.1E-7	8.3E-6	1.6E-5	1.9E-2	3.4E-3	1.8E-5
830	2.2E-2	3.1E-7	8.0E-6	1.5E-5	1.8E-2	3.4E-3	1.8E-5
840	2.2E-2	3.1E-7	7.7E-6	1.5E-5	1.8E-2	3.4E-3	1.8E-5
850	2.1E-2	3.0E-7	7.3E-6	1.4E-5	1.8E-2	3.4E-3	1.8E-5
860	2.1E-2	3.0E-7	7.1E-6	1.4E-5	1.7E-2	3.3E-3	1.7E-5
870	2.1E-2	3.0E-7	6.8E-6	1.3E-5	1.7E-2	3.3E-3	1.7E-5
880	2.0E-2	2.9E-7	6.5E-6	1.3E-5	1.7E-2	3.3E-3	1.7E-5
890	2.0E-2	2.9E-7	6.2E-6	1.2E-5	1.7E-2	3.3E-3	1.7E-5
900	2.0E-2	2.8E-7	6.0E-6	1.2E-5	1.6E-2	3.3E-3	1.7E-5
910	2.0E-2	2.8E-7	5.8E-6	1.1E-5	1.6E-2	3.2E-3	1.6E-5
920	1.9E-2	2.8E-7	5.5E-6	1.1E-5	1.6E-2	3.2E-3	1.6E-5
930	1.9E-2	2.7E-7	5.3E-6	1.0E-5	1.6E-2	3.2E-3	1.6E-5
940	1.9E-2	2.7E-7	5.1E-6	1.0E-5	1.6E-2	3.2E-3	1.6E-5
950	1.9E-2	2.7E-7	4.9E-6	9.7E-6	1.5E-2	3.2E-3	1.5E-5
960	1.8E-2	2.6E-7	4.7E-6	9.3E-6	1.5E-2	3.1E-3	1.5E-5
970	1.8E-2	2.6E-7	4.5E-6	9.0E-6	1.5E-2	3.1E-3	1.5E-5
980	1.8E-2	2.6E-7	4.3E-6	8.7E-6	1.5E-2	3.1E-3	1.5E-5
990	1.8E-2	2.6E-7	4.2E-6	8.4E-6	1.4E-2	3.1E-3	1.5E-5
1000	1.8E-2	2.5E-7	4.0E-6	8.1E-6	1.4E-2	3.1E-3	1.5E-5
1010	1.7E-2	2.5E-7	3.8E-6	7.8E-6	1.4E-2	3.0E-3	1.4E-5
1020	1.7E-2	2.5E-7	3.7E-6	7.5E-6	1.4E-2	3.0E-3	1.4E-5
1030	1.7E-2	2.4E-7	3.5E-6	7.3E-6	1.4E-2	3.0E-3	1.4E-5
1040	1.7E-2	2.4E-7	3.4E-6	7.0E-6	1.4E-2	3.0E-3	1.4E-5
1050	1.6E-2	2.4E-7	3.3E-6	6.8E-6	1.3E-2	3.0E-3	1.4E-5
1060	1.6E-2	2.4E-7	3.1E-6	6.5E-6	1.3E-2	2.9E-3	1.4E-5
1070	1.6E-2	2.3E-7	3.0E-6	6.3E-6	1.3E-2	2.9E-3	1.3E-5
1080	1.6E-2	2.3E-7	2.9E-6	6.1E-6	1.3E-2	2.9E-3	1.3E-5
1090	1.6E-2	2.3E-7	2.8E-6	5.9E-6	1.3E-2	2.9E-3	1.3E-5
1095	1.6E-2	2.3E-7	2.7E-6	5.8E-6	1.3E-2	2.9E-3	1.3E-5
1100	1.5E-2	2.3E-7	2.7E-6	5.7E-6	1.2E-2	2.9E-3	1.3E-5
1200	1.4E-2	2.0E-7	1.8E-6	4.1E-6	1.1E-2	2.7E-3	1.1E-5
1300	1.2E-2	1.8E-7	1.2E-6	3.0E-6	9.7E-3	2.5E-3	1.0E-5
1400	1.1E-2	1.6E-7	8.1E-7	2.2E-6	8.6E-3	2.3E-3	9.2E-6
1500	9.8E-3	1.5E-7	5.5E-7	1.7E-6	7.6E-3	2.1E-3	8.3E-6
1600	8.8E-3	1.3E-7	3.8E-7	1.3E-6	6.8E-3	2.0E-3	7.5E-6
1700	7.9E-3	1.2E-7	2.6E-7	1.0E-6	6.0E-3	1.8E-3	6.7E-6
1800	7.1E-3	1.1E-7	1.9E-7	8.5E-7	5.4E-3	1.7E-3	6.1E-6
1900	6.4E-3	9.7E-8	1.3E-7	7.1E-7	4.8E-3	1.6E-3	5.5E-6
2000	5.8E-3	8.8E-8	9.7E-8	6.0E-7	4.3E-3	1.5E-3	4.9E-6
2100	5.2E-3	7.9E-8	7.2E-8	5.2E-7	3.8E-3	1.3E-3	4.5E-6
2200	4.7E-3	7.2E-8	5.5E-8	4.5E-7	3.4E-3	1.2E-3	4.0E-6
2300	4.2E-3	6.5E-8	4.3E-8	3.9E-7	3.1E-3	1.1E-3	3.6E-6
2400	3.8E-3	5.8E-8	3.4E-8	3.5E-7	2.7E-3	1.0E-3	3.3E-6
2500	3.4E-3	5.3E-8	2.8E-8	3.1E-7	2.4E-3	9.6E-4	3.0E-6
2600	3.1E-3	4.8E-8	2.3E-8	2.8E-7	2.2E-3	8.9E-4	2.7E-6
2700	2.8E-3	4.3E-8	2.0E-8	2.5E-7	2.0E-3	8.2E-4	2.4E-6
2800	2.5E-3	3.9E-8	1.7E-8	2.2E-7	1.7E-3	7.5E-4	2.2E-6
2900	2.3E-3	3.5E-8	1.5E-8	2.0E-7	1.6E-3	6.9E-4	2.0E-6
3000	2.0E-3	3.2E-8	1.3E-8	1.8E-7	1.4E-3	6.3E-4	1.8E-6
3100	1.8E-3	2.9E-8	1.1E-8	1.6E-7	1.2E-3	5.8E-4	1.6E-6
3200	1.7E-3	2.6E-8	1.0E-8	1.5E-7	1.1E-3	5.3E-4	1.5E-6
3300	1.5E-3	2.3E-8	9.1E-9	1.3E-7	1.0E-3	4.9E-4	1.3E-6
3400	1.4E-3	2.1E-8	8.1E-9	1.2E-7	8.9E-4	4.5E-4	1.2E-6
3500	1.2E-3	1.9E-8	7.3E-9	1.1E-7	8.0E-4	4.1E-4	1.1E-6
3600	1.1E-3	1.7E-8	6.5E-9	9.6E-8	7.1E-4	3.7E-4	9.7E-7
3650	1.0E-3	1.6E-8	6.2E-9	9.1E-8	6.8E-4	3.6E-4	9.2E-7
4000	7.2E-4	1.1E-8	4.3E-9	6.4E-8	4.6E-4	2.6E-4	6.4E-7
5000	2.6E-4	4.1E-9	1.5E-9	2.3E-8	1.5E-4	1.0E-4	2.3E-7
6000	9.1E-5	1.5E-9	5.4E-10	8.1E-9	4.9E-5	4.1E-5	8.2E-8
7000	3.2E-5	5.1E-10	1.9E-10	2.9E-9	1.6E-5	1.6E-5	2.9E-8
8000	1.1E-5	1.8E-10	-	1.0E-9	5.3E-6	6.1E-6	1.0E-8
9000	4.1E-6	-	-	3.6E-10	1.7E-6	2.3E-6	3.6E-9
10000	1.4E-6	-	-	1.3E-10	5.7E-7	8.6E-7	1.3E-9
11000	5.1E-7	-	-	-	1.9E-7	3.2E-7	4.5E-10
12000	1.8E-7	-	-	-	6.1E-8	1.2E-7	1.6E-10
13000	6.4E-8	-	-	-	2.0E-8	4.4E-8	-
14000	2.3E-8	-	-	-	6.5E-9	1.6E-8	-
15000	8.0E-9	-	-	-	2.1E-9	5.8E-9	-
16000	2.8E-9	-	-	-	7.0E-10	2.1E-9	-
17000	1.0E-9	-	-	-	2.3E-10	7.7E-10	-
18000	3.6E-10	-	-	-	-	2.8E-10	-
18250	2.8E-10	-	-	-	-	2.2E-10	-
