Radionuclide	Tm-171
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-6
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
7	4.0E-2	2.4E-6	8.7E-3	1.1E-2	2.8E-2	5.8E-4	5.1E-5
7.5	3.6E-2	-	-	9.5E-3	2.6E-2	5.8E-4	5.1E-5
8	3.3E-2	1.9E-6	6.4E-3	8.5E-3	2.3E-2	5.8E-4	5.1E-5
8.5	3.1E-2	-	-	7.7E-3	2.2E-2	5.8E-4	5.1E-5
9	2.8E-2	1.6E-6	5.1E-3	7.0E-3	2.0E-2	5.8E-4	5.2E-5
9.5	2.6E-2	-	-	6.3E-3	1.8E-2	5.8E-4	5.2E-5
10	2.4E-2	1.4E-6	4.2E-3	5.7E-3	1.7E-2	5.8E-4	5.2E-5
11	2.1E-2	1.2E-6	3.4E-3	4.6E-3	1.5E-2	5.8E-4	5.1E-5
12	1.8E-2	1.1E-6	2.8E-3	3.8E-3	1.3E-2	5.8E-4	5.1E-5
13	1.5E-2	1.0E-6	2.3E-3	3.1E-3	1.1E-2	5.8E-4	5.1E-5
14	1.4E-2	9.5E-7	1.9E-3	2.5E-3	9.7E-3	5.8E-4	5.1E-5
15	1.2E-2	8.8E-7	1.5E-3	2.1E-3	8.6E-3	5.8E-4	5.1E-5
16	1.1E-2	8.2E-7	1.2E-3	1.7E-3	7.7E-3	5.9E-4	5.1E-5
17	9.8E-3	7.6E-7	1.0E-3	1.4E-3	7.0E-3	5.9E-4	5.1E-5
18	8.9E-3	7.1E-7	8.4E-4	1.1E-3	6.4E-3	5.9E-4	5.1E-5
19	8.2E-3	6.7E-7	6.9E-4	9.4E-4	5.9E-3	5.9E-4	5.1E-5
20	7.7E-3	6.4E-7	5.6E-4	7.7E-4	5.5E-3	5.9E-4	5.1E-5
21	7.2E-3	6.0E-7	4.6E-4	6.4E-4	5.2E-3	5.9E-4	5.1E-5
22	6.8E-3	5.7E-7	3.8E-4	5.2E-4	4.9E-3	5.9E-4	5.1E-5
23	6.5E-3	5.5E-7	3.1E-4	4.3E-4	4.7E-3	5.9E-4	5.1E-5
24	6.2E-3	5.2E-7	2.6E-4	3.5E-4	4.5E-3	5.9E-4	5.1E-5
25	6.0E-3	5.0E-7	2.1E-4	2.9E-4	4.4E-3	5.9E-4	5.1E-5
26	5.8E-3	4.8E-7	1.7E-4	2.4E-4	4.2E-3	5.9E-4	5.0E-5
27	5.7E-3	4.7E-7	1.4E-4	2.0E-4	4.1E-3	5.9E-4	5.0E-5
28	5.6E-3	4.5E-7	1.2E-4	1.7E-4	4.1E-3	5.9E-4	5.0E-5
29	5.5E-3	4.4E-7	9.8E-5	1.4E-4	4.0E-3	5.9E-4	5.0E-5
30	5.4E-3	4.2E-7	8.1E-5	1.2E-4	3.9E-3	5.9E-4	5.0E-5
31	5.3E-3	4.1E-7	6.7E-5	9.8E-5	3.9E-3	5.9E-4	5.0E-5
32	5.2E-3	4.0E-7	5.6E-5	8.2E-5	3.8E-3	5.9E-4	5.0E-5
33	5.2E-3	3.9E-7	4.7E-5	7.0E-5	3.8E-3	5.9E-4	5.0E-5
34	5.1E-3	3.8E-7	4.0E-5	6.0E-5	3.7E-3	5.9E-4	5.0E-5
35	5.1E-3	3.8E-7	3.4E-5	5.1E-5	3.7E-3	5.9E-4	5.0E-5
36	5.1E-3	3.7E-7	2.9E-5	4.5E-5	3.7E-3	5.9E-4	5.0E-5
37	5.0E-3	3.6E-7	2.5E-5	3.9E-5	3.7E-3	5.9E-4	5.0E-5
38	5.0E-3	3.6E-7	2.1E-5	3.4E-5	3.6E-3	5.9E-4	5.0E-5
39	5.0E-3	3.5E-7	1.9E-5	3.1E-5	3.6E-3	5.9E-4	4.9E-5
40	5.0E-3	3.5E-7	1.6E-5	2.8E-5	3.6E-3	5.9E-4	4.9E-5
41	4.9E-3	3.4E-7	1.4E-5	2.5E-5	3.6E-3	5.9E-4	4.9E-5
42	4.9E-3	3.4E-7	1.3E-5	2.3E-5	3.6E-3	5.9E-4	4.9E-5
43	4.9E-3	3.3E-7	1.2E-5	2.1E-5	3.6E-3	5.9E-4	4.9E-5
44	4.9E-3	3.3E-7	1.1E-5	2.0E-5	3.6E-3	5.9E-4	4.9E-5
45	4.9E-3	3.2E-7	9.9E-6	1.9E-5	3.5E-3	5.9E-4	4.9E-5
46	4.9E-3	3.2E-7	9.2E-6	1.8E-5	3.5E-3	5.9E-4	4.9E-5
47	4.8E-3	3.2E-7	8.6E-6	1.7E-5	3.5E-3	5.9E-4	4.9E-5
48	4.8E-3	3.2E-7	8.1E-6	1.6E-5	3.5E-3	5.9E-4	4.9E-5
49	4.8E-3	3.1E-7	7.8E-6	1.6E-5	3.5E-3	5.9E-4	4.9E-5
50	4.8E-3	3.1E-7	7.4E-6	1.5E-5	3.5E-3	5.9E-4	4.9E-5
51	4.8E-3	3.1E-7	7.2E-6	1.5E-5	3.5E-3	5.9E-4	4.8E-5
52	4.8E-3	3.1E-7	6.9E-6	1.4E-5	3.5E-3	5.9E-4	4.8E-5
53	4.8E-3	3.0E-7	6.8E-6	1.4E-5	3.5E-3	5.9E-4	4.8E-5
54	4.8E-3	3.0E-7	6.6E-6	1.4E-5	3.4E-3	5.9E-4	4.8E-5
55	4.8E-3	3.0E-7	6.5E-6	1.4E-5	3.4E-3	5.9E-4	4.8E-5
56	4.7E-3	3.0E-7	6.3E-6	1.4E-5	3.4E-3	5.9E-4	4.8E-5
57	4.7E-3	3.0E-7	6.2E-6	1.3E-5	3.4E-3	5.9E-4	4.8E-5
58	4.7E-3	2.9E-7	6.2E-6	1.3E-5	3.4E-3	5.9E-4	4.8E-5
59	4.7E-3	2.9E-7	6.1E-6	1.3E-5	3.4E-3	5.9E-4	4.8E-5
60	4.7E-3	2.9E-7	6.0E-6	1.3E-5	3.4E-3	5.9E-4	4.8E-5
61	4.7E-3	2.9E-7	6.0E-6	1.3E-5	3.4E-3	5.9E-4	4.8E-5
62	4.7E-3	2.9E-7	5.9E-6	1.3E-5	3.4E-3	5.9E-4	4.8E-5
63	4.7E-3	2.9E-7	5.9E-6	1.3E-5	3.4E-3	5.9E-4	4.8E-5
64	4.7E-3	2.8E-7	5.8E-6	1.3E-5	3.3E-3	5.9E-4	4.7E-5
65	4.6E-3	2.8E-7	5.8E-6	1.3E-5	3.3E-3	5.9E-4	4.7E-5
66	4.6E-3	2.8E-7	5.8E-6	1.3E-5	3.3E-3	5.9E-4	4.7E-5
67	4.6E-3	2.8E-7	5.7E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
68	4.6E-3	2.8E-7	5.7E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
69	4.6E-3	2.8E-7	5.7E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
70	4.6E-3	2.8E-7	5.6E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
71	4.6E-3	2.7E-7	5.6E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
72	4.6E-3	2.7E-7	5.6E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
73	4.6E-3	2.7E-7	5.6E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
74	4.5E-3	2.7E-7	5.5E-6	1.2E-5	3.3E-3	5.9E-4	4.7E-5
75	4.5E-3	2.7E-7	5.5E-6	1.2E-5	3.2E-3	5.9E-4	4.7E-5
76	4.5E-3	2.7E-7	5.5E-6	1.2E-5	3.2E-3	5.9E-4	4.7E-5
77	4.5E-3	2.7E-7	5.5E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
78	4.5E-3	2.7E-7	5.4E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
79	4.5E-3	2.7E-7	5.4E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
80	4.5E-3	2.6E-7	5.4E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
81	4.5E-3	2.6E-7	5.4E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
82	4.5E-3	2.6E-7	5.3E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
83	4.5E-3	2.6E-7	5.3E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
84	4.4E-3	2.6E-7	5.3E-6	1.2E-5	3.2E-3	5.9E-4	4.6E-5
85	4.4E-3	2.6E-7	5.3E-6	1.1E-5	3.2E-3	5.9E-4	4.6E-5
86	4.4E-3	2.6E-7	5.2E-6	1.1E-5	3.1E-3	5.9E-4	4.6E-5
87	4.4E-3	2.6E-7	5.2E-6	1.1E-5	3.1E-3	5.9E-4	4.6E-5
88	4.4E-3	2.6E-7	5.2E-6	1.1E-5	3.1E-3	5.9E-4	4.6E-5
89	4.4E-3	2.6E-7	5.2E-6	1.1E-5	3.1E-3	5.9E-4	4.6E-5
90	4.4E-3	2.5E-7	5.2E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
91	4.4E-3	2.5E-7	5.1E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
92	4.4E-3	2.5E-7	5.1E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
93	4.4E-3	2.5E-7	5.1E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
94	4.3E-3	2.5E-7	5.1E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
95	4.3E-3	2.5E-7	5.1E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
96	4.3E-3	2.5E-7	5.0E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
97	4.3E-3	2.5E-7	5.0E-6	1.1E-5	3.1E-3	5.9E-4	4.5E-5
98	4.3E-3	2.5E-7	5.0E-6	1.1E-5	3.0E-3	5.9E-4	4.5E-5
99	4.3E-3	2.5E-7	5.0E-6	1.1E-5	3.0E-3	5.9E-4	4.5E-5
100	4.3E-3	2.4E-7	5.0E-6	1.1E-5	3.0E-3	5.9E-4	4.5E-5
110	4.2E-3	2.4E-7	4.8E-6	1.0E-5	2.9E-3	5.9E-4	4.4E-5
120	4.1E-3	2.3E-7	4.6E-6	9.9E-6	2.9E-3	5.9E-4	4.3E-5
130	4.0E-3	2.2E-7	4.4E-6	9.5E-6	2.8E-3	5.9E-4	4.2E-5
140	3.9E-3	2.1E-7	4.2E-6	9.1E-6	2.7E-3	5.9E-4	4.2E-5
150	3.9E-3	2.1E-7	4.0E-6	8.7E-6	2.7E-3	5.9E-4	4.1E-5
160	3.8E-3	2.0E-7	3.9E-6	8.4E-6	2.6E-3	5.9E-4	4.0E-5
170	3.7E-3	1.9E-7	3.7E-6	8.0E-6	2.5E-3	5.9E-4	4.0E-5
180	3.6E-3	1.9E-7	3.6E-6	7.7E-6	2.5E-3	5.8E-4	3.9E-5
190	3.6E-3	1.8E-7	3.4E-6	7.4E-6	2.4E-3	5.8E-4	3.8E-5
200	3.5E-3	1.8E-7	3.3E-6	7.1E-6	2.3E-3	5.8E-4	3.7E-5
210	3.4E-3	1.7E-7	3.2E-6	6.8E-6	2.3E-3	5.8E-4	3.7E-5
220	3.3E-3	1.7E-7	3.0E-6	6.6E-6	2.2E-3	5.7E-4	3.6E-5
230	3.3E-3	1.6E-7	2.9E-6	6.3E-6	2.2E-3	5.7E-4	3.5E-5
240	3.2E-3	1.6E-7	2.8E-6	6.1E-6	2.1E-3	5.7E-4	3.5E-5
250	3.2E-3	1.5E-7	2.7E-6	5.8E-6	2.1E-3	5.7E-4	3.4E-5
260	3.1E-3	1.5E-7	2.6E-6	5.6E-6	2.0E-3	5.6E-4	3.3E-5
270	3.0E-3	1.4E-7	2.5E-6	5.4E-6	2.0E-3	5.6E-4	3.3E-5
280	3.0E-3	1.4E-7	2.4E-6	5.2E-6	1.9E-3	5.6E-4	3.2E-5
290	2.9E-3	1.4E-7	2.3E-6	5.0E-6	1.9E-3	5.5E-4	3.2E-5
300	2.9E-3	1.3E-7	2.2E-6	4.8E-6	1.8E-3	5.5E-4	3.1E-5
310	2.8E-3	1.3E-7	2.1E-6	4.6E-6	1.8E-3	5.5E-4	3.0E-5
320	2.8E-3	1.3E-7	2.0E-6	4.4E-6	1.8E-3	5.4E-4	3.0E-5
330	2.7E-3	1.2E-7	1.9E-6	4.3E-6	1.7E-3	5.4E-4	2.9E-5
340	2.7E-3	1.2E-7	1.9E-6	4.1E-6	1.7E-3	5.4E-4	2.9E-5
350	2.6E-3	1.2E-7	1.8E-6	4.0E-6	1.7E-3	5.3E-4	2.8E-5
360	2.6E-3	1.2E-7	1.7E-6	3.8E-6	1.6E-3	5.3E-4	2.8E-5
365	2.6E-3	1.1E-7	1.7E-6	3.7E-6	1.6E-3	5.3E-4	2.7E-5
370	2.6E-3	1.1E-7	1.6E-6	3.7E-6	1.6E-3	5.3E-4	2.7E-5
380	2.5E-3	1.1E-7	1.6E-6	3.5E-6	1.6E-3	5.2E-4	2.7E-5
390	2.5E-3	1.1E-7	1.5E-6	3.4E-6	1.5E-3	5.2E-4	2.6E-5
400	2.4E-3	1.1E-7	1.5E-6	3.3E-6	1.5E-3	5.1E-4	2.6E-5
410	2.4E-3	1.0E-7	1.4E-6	3.2E-6	1.5E-3	5.1E-4	2.5E-5
420	2.4E-3	1.0E-7	1.3E-6	3.1E-6	1.4E-3	5.1E-4	2.5E-5
430	2.3E-3	1.0E-7	1.3E-6	3.0E-6	1.4E-3	5.0E-4	2.4E-5
440	2.3E-3	9.9E-8	1.2E-6	2.9E-6	1.4E-3	5.0E-4	2.4E-5
450	2.2E-3	9.7E-8	1.2E-6	2.8E-6	1.3E-3	5.0E-4	2.3E-5
460	2.2E-3	9.5E-8	1.1E-6	2.7E-6	1.3E-3	4.9E-4	2.3E-5
470	2.2E-3	9.3E-8	1.1E-6	2.6E-6	1.3E-3	4.9E-4	2.2E-5
480	2.1E-3	9.1E-8	1.0E-6	2.5E-6	1.3E-3	4.9E-4	2.2E-5
490	2.1E-3	9.0E-8	1.0E-6	2.4E-6	1.2E-3	4.8E-4	2.1E-5
500	2.1E-3	8.8E-8	9.7E-7	2.3E-6	1.2E-3	4.8E-4	2.1E-5
510	2.0E-3	8.7E-8	9.3E-7	2.2E-6	1.2E-3	4.7E-4	2.1E-5
520	2.0E-3	8.5E-8	8.9E-7	2.2E-6	1.2E-3	4.7E-4	2.0E-5
530	2.0E-3	8.4E-8	8.5E-7	2.1E-6	1.2E-3	4.7E-4	2.0E-5
540	2.0E-3	8.2E-8	8.2E-7	2.0E-6	1.1E-3	4.6E-4	2.0E-5
550	1.9E-3	8.1E-8	7.9E-7	2.0E-6	1.1E-3	4.6E-4	1.9E-5
560	1.9E-3	8.0E-8	7.6E-7	1.9E-6	1.1E-3	4.6E-4	1.9E-5
570	1.9E-3	7.8E-8	7.3E-7	1.8E-6	1.1E-3	4.5E-4	1.8E-5
580	1.9E-3	7.7E-8	7.0E-7	1.8E-6	1.1E-3	4.5E-4	1.8E-5
590	1.8E-3	7.6E-8	6.7E-7	1.7E-6	1.0E-3	4.5E-4	1.8E-5
600	1.8E-3	7.5E-8	6.4E-7	1.7E-6	1.0E-3	4.4E-4	1.7E-5
610	1.8E-3	7.4E-8	6.2E-7	1.6E-6	1.0E-3	4.4E-4	1.7E-5
620	1.8E-3	7.2E-8	5.9E-7	1.6E-6	9.9E-4	4.3E-4	1.7E-5
630	1.7E-3	7.1E-8	5.7E-7	1.5E-6	9.7E-4	4.3E-4	1.6E-5
640	1.7E-3	7.0E-8	5.5E-7	1.5E-6	9.6E-4	4.3E-4	1.6E-5
650	1.7E-3	6.9E-8	5.2E-7	1.4E-6	9.4E-4	4.2E-4	1.6E-5
660	1.7E-3	6.8E-8	5.0E-7	1.4E-6	9.3E-4	4.2E-4	1.6E-5
670	1.6E-3	6.7E-8	4.8E-7	1.3E-6	9.1E-4	4.2E-4	1.5E-5
680	1.6E-3	6.6E-8	4.6E-7	1.3E-6	9.0E-4	4.1E-4	1.5E-5
690	1.6E-3	6.5E-8	4.5E-7	1.3E-6	8.8E-4	4.1E-4	1.5E-5
700	1.6E-3	6.4E-8	4.3E-7	1.2E-6	8.7E-4	4.1E-4	1.4E-5
710	1.6E-3	6.4E-8	4.1E-7	1.2E-6	8.5E-4	4.0E-4	1.4E-5
720	1.5E-3	6.3E-8	3.9E-7	1.2E-6	8.4E-4	4.0E-4	1.4E-5
730	1.5E-3	6.2E-8	3.8E-7	1.1E-6	8.3E-4	4.0E-4	1.4E-5
740	1.5E-3	6.1E-8	3.6E-7	1.1E-6	8.2E-4	3.9E-4	1.3E-5
750	1.5E-3	6.0E-8	3.5E-7	1.1E-6	8.0E-4	3.9E-4	1.3E-5
760	1.5E-3	5.9E-8	3.4E-7	1.0E-6	7.9E-4	3.9E-4	1.3E-5
770	1.4E-3	5.8E-8	3.2E-7	1.0E-6	7.8E-4	3.8E-4	1.3E-5
780	1.4E-3	5.8E-8	3.1E-7	9.8E-7	7.7E-4	3.8E-4	1.2E-5
790	1.4E-3	5.7E-8	3.0E-7	9.6E-7	7.6E-4	3.8E-4	1.2E-5
800	1.4E-3	5.6E-8	2.9E-7	9.3E-7	7.5E-4	3.7E-4	1.2E-5
810	1.4E-3	5.5E-8	2.7E-7	9.1E-7	7.4E-4	3.7E-4	1.2E-5
820	1.4E-3	5.5E-8	2.6E-7	8.9E-7	7.2E-4	3.7E-4	1.2E-5
830	1.3E-3	5.4E-8	2.5E-7	8.6E-7	7.1E-4	3.6E-4	1.1E-5
840	1.3E-3	5.3E-8	2.4E-7	8.4E-7	7.0E-4	3.6E-4	1.1E-5
850	1.3E-3	5.3E-8	2.3E-7	8.2E-7	6.9E-4	3.6E-4	1.1E-5
860	1.3E-3	5.2E-8	2.2E-7	8.0E-7	6.8E-4	3.6E-4	1.1E-5
870	1.3E-3	5.1E-8	2.1E-7	7.8E-7	6.7E-4	3.5E-4	1.1E-5
880	1.3E-3	5.1E-8	2.1E-7	7.6E-7	6.7E-4	3.5E-4	1.0E-5
890	1.2E-3	5.0E-8	2.0E-7	7.4E-7	6.6E-4	3.5E-4	1.0E-5
900	1.2E-3	4.9E-8	1.9E-7	7.3E-7	6.5E-4	3.4E-4	1.0E-5
910	1.2E-3	4.9E-8	1.8E-7	7.1E-7	6.4E-4	3.4E-4	9.8E-6
920	1.2E-3	4.8E-8	1.8E-7	6.9E-7	6.3E-4	3.4E-4	9.6E-6
930	1.2E-3	4.8E-8	1.7E-7	6.8E-7	6.2E-4	3.3E-4	9.5E-6
940	1.2E-3	4.7E-8	1.6E-7	6.6E-7	6.1E-4	3.3E-4	9.3E-6
950	1.2E-3	4.6E-8	1.6E-7	6.5E-7	6.0E-4	3.3E-4	9.2E-6
960	1.1E-3	4.6E-8	1.5E-7	6.3E-7	6.0E-4	3.3E-4	9.0E-6
970	1.1E-3	4.5E-8	1.4E-7	6.2E-7	5.9E-4	3.2E-4	8.8E-6
980	1.1E-3	4.5E-8	1.4E-7	6.1E-7	5.8E-4	3.2E-4	8.7E-6
990	1.1E-3	4.4E-8	1.3E-7	5.9E-7	5.7E-4	3.2E-4	8.5E-6
1000	1.1E-3	4.4E-8	1.3E-7	5.8E-7	5.7E-4	3.1E-4	8.4E-6
1010	1.1E-3	4.3E-8	1.2E-7	5.7E-7	5.6E-4	3.1E-4	8.3E-6
1020	1.1E-3	4.3E-8	1.2E-7	5.6E-7	5.5E-4	3.1E-4	8.1E-6
1030	1.1E-3	4.2E-8	1.1E-7	5.5E-7	5.4E-4	3.1E-4	8.0E-6
1040	1.0E-3	4.2E-8	1.1E-7	5.4E-7	5.4E-4	3.0E-4	7.9E-6
1050	1.0E-3	4.1E-8	1.0E-7	5.3E-7	5.3E-4	3.0E-4	7.7E-6
1060	1.0E-3	4.1E-8	1.0E-7	5.2E-7	5.2E-4	3.0E-4	7.6E-6
1070	1.0E-3	4.0E-8	9.6E-8	5.1E-7	5.2E-4	3.0E-4	7.5E-6
1080	1.0E-3	4.0E-8	9.2E-8	5.0E-7	5.1E-4	2.9E-4	7.3E-6
1090	9.9E-4	3.9E-8	8.9E-8	4.9E-7	5.0E-4	2.9E-4	7.2E-6
1095	9.8E-4	3.9E-8	8.7E-8	4.8E-7	5.0E-4	2.9E-4	7.2E-6
1100	9.8E-4	3.9E-8	8.5E-8	4.8E-7	5.0E-4	2.9E-4	7.1E-6
1200	8.8E-4	3.5E-8	5.7E-8	4.0E-7	4.4E-4	2.6E-4	6.0E-6
1300	7.9E-4	3.1E-8	3.9E-8	3.4E-7	3.9E-4	2.4E-4	5.2E-6
1400	7.1E-4	2.8E-8	2.6E-8	3.0E-7	3.5E-4	2.2E-4	4.4E-6
1500	6.3E-4	2.5E-8	1.8E-8	2.6E-7	3.1E-4	2.0E-4	3.8E-6
1600	5.7E-4	2.2E-8	1.2E-8	2.3E-7	2.8E-4	1.8E-4	3.3E-6
1700	5.1E-4	2.0E-8	8.5E-9	2.1E-7	2.5E-4	1.7E-4	2.9E-6
1800	4.6E-4	1.8E-8	6.0E-9	1.9E-7	2.2E-4	1.5E-4	2.6E-6
1900	4.2E-4	1.6E-8	4.3E-9	1.7E-7	2.0E-4	1.4E-4	2.3E-6
2000	3.8E-4	1.4E-8	3.1E-9	1.5E-7	1.8E-4	1.3E-4	2.0E-6
2100	3.4E-4	1.3E-8	2.3E-9	1.4E-7	1.6E-4	1.2E-4	1.8E-6
2200	3.1E-4	1.2E-8	1.7E-9	1.2E-7	1.4E-4	1.1E-4	1.6E-6
2300	2.8E-4	1.1E-8	1.3E-9	1.1E-7	1.3E-4	9.6E-5	1.4E-6
2400	2.5E-4	9.5E-9	1.1E-9	1.0E-7	1.1E-4	8.8E-5	1.2E-6
2500	2.2E-4	8.5E-9	8.6E-10	9.4E-8	1.0E-4	8.0E-5	1.1E-6
2600	2.0E-4	7.7E-9	7.1E-10	8.6E-8	9.2E-5	7.3E-5	9.9E-7
2700	1.8E-4	6.9E-9	6.0E-10	7.8E-8	8.3E-5	6.6E-5	8.8E-7
2800	1.7E-4	6.2E-9	5.1E-10	7.1E-8	7.4E-5	6.0E-5	7.9E-7
2900	1.5E-4	5.6E-9	4.4E-10	6.5E-8	6.6E-5	5.5E-5	7.1E-7
3000	1.3E-4	5.0E-9	3.9E-10	5.9E-8	5.9E-5	5.0E-5	6.4E-7
3100	1.2E-4	4.5E-9	3.4E-10	5.4E-8	5.3E-5	4.6E-5	5.7E-7
3200	1.1E-4	4.1E-9	3.0E-10	4.9E-8	4.8E-5	4.2E-5	5.1E-7
3300	9.9E-5	3.7E-9	2.7E-10	4.4E-8	4.3E-5	3.8E-5	4.6E-7
3400	8.9E-5	3.3E-9	2.4E-10	4.0E-8	3.8E-5	3.4E-5	4.1E-7
3500	8.0E-5	3.0E-9	2.1E-10	3.7E-8	3.5E-5	3.1E-5	3.7E-7
3600	7.2E-5	2.7E-9	1.9E-10	3.3E-8	3.1E-5	2.9E-5	3.3E-7
3650	6.9E-5	2.6E-9	1.8E-10	3.2E-8	2.9E-5	2.7E-5	3.2E-7
4000	4.8E-5	1.8E-9	1.2E-10	2.3E-8	2.0E-5	2.0E-5	2.2E-7
5000	1.7E-5	6.3E-10	-	8.8E-9	6.7E-6	7.5E-6	7.7E-8
6000	6.1E-6	2.2E-10	-	3.3E-9	2.3E-6	2.9E-6	2.7E-8
7000	2.2E-6	-	-	1.3E-9	7.6E-7	1.1E-6	9.7E-9
8000	7.9E-7	-	-	4.7E-10	2.6E-7	4.1E-7	3.4E-9
9000	2.8E-7	-	-	1.7E-10	8.6E-8	1.5E-7	1.2E-9
10000	1.0E-7	-	-	-	2.9E-8	5.8E-8	4.3E-10
11000	3.6E-8	-	-	-	9.8E-9	2.2E-8	1.5E-10
12000	1.3E-8	-	-	-	3.3E-9	8.0E-9	-
13000	4.6E-9	-	-	-	1.1E-9	3.0E-9	-
14000	1.7E-9	-	-	-	3.7E-10	1.1E-9	-
15000	6.0E-10	-	-	-	1.3E-10	4.0E-10	-
16000	2.1E-10	-	-	-	-	1.5E-10	-
