Radionuclide	Pd-107
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-5
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
36	1.0E-1	8.3E-6	2.0E-4	3.4E-4	9.9E-2	5.8E-5	1.5E-4
37	1.0E-1	8.3E-6	2.0E-4	3.4E-4	9.9E-2	5.7E-5	1.5E-4
38	1.0E-1	8.3E-6	2.0E-4	3.4E-4	9.9E-2	5.7E-5	1.5E-4
39	1.0E-1	8.2E-6	2.0E-4	3.4E-4	9.8E-2	5.7E-5	1.5E-4
40	9.9E-2	8.2E-6	1.9E-4	3.4E-4	9.8E-2	5.7E-5	1.5E-4
41	9.9E-2	8.1E-6	1.9E-4	3.4E-4	9.8E-2	5.6E-5	1.5E-4
42	9.9E-2	8.1E-6	1.9E-4	3.3E-4	9.8E-2	5.6E-5	1.5E-4
43	9.9E-2	8.1E-6	1.9E-4	3.3E-4	9.8E-2	5.6E-5	1.5E-4
44	9.9E-2	8.1E-6	1.9E-4	3.3E-4	9.7E-2	5.6E-5	1.5E-4
45	9.8E-2	8.0E-6	1.9E-4	3.3E-4	9.7E-2	5.6E-5	1.5E-4
46	9.8E-2	8.0E-6	1.9E-4	3.3E-4	9.7E-2	5.6E-5	1.4E-4
47	9.8E-2	8.0E-6	1.9E-4	3.3E-4	9.7E-2	5.6E-5	1.4E-4
48	9.8E-2	7.9E-6	1.9E-4	3.3E-4	9.7E-2	5.5E-5	1.4E-4
49	9.8E-2	7.9E-6	1.9E-4	3.3E-4	9.6E-2	5.5E-5	1.4E-4
50	9.7E-2	7.9E-6	1.9E-4	3.3E-4	9.6E-2	5.5E-5	1.4E-4
51	9.7E-2	7.9E-6	1.9E-4	3.2E-4	9.6E-2	5.5E-5	1.4E-4
52	9.7E-2	7.9E-6	1.9E-4	3.2E-4	9.6E-2	5.5E-5	1.4E-4
53	9.7E-2	7.8E-6	1.9E-4	3.2E-4	9.6E-2	5.5E-5	1.4E-4
54	9.7E-2	7.8E-6	1.8E-4	3.2E-4	9.5E-2	5.5E-5	1.4E-4
55	9.6E-2	7.8E-6	1.8E-4	3.2E-4	9.5E-2	5.5E-5	1.4E-4
56	9.6E-2	7.8E-6	1.8E-4	3.2E-4	9.5E-2	5.5E-5	1.4E-4
57	9.6E-2	7.8E-6	1.8E-4	3.2E-4	9.5E-2	5.5E-5	1.4E-4
58	9.6E-2	7.7E-6	1.8E-4	3.2E-4	9.5E-2	5.5E-5	1.4E-4
59	9.6E-2	7.7E-6	1.8E-4	3.2E-4	9.5E-2	5.5E-5	1.4E-4
60	9.5E-2	7.7E-6	1.8E-4	3.2E-4	9.4E-2	5.5E-5	1.4E-4
61	9.5E-2	7.7E-6	1.8E-4	3.1E-4	9.4E-2	5.5E-5	1.4E-4
62	9.5E-2	7.7E-6	1.8E-4	3.1E-4	9.4E-2	5.5E-5	1.4E-4
63	9.5E-2	7.7E-6	1.8E-4	3.1E-4	9.4E-2	5.5E-5	1.4E-4
64	9.5E-2	7.6E-6	1.8E-4	3.1E-4	9.4E-2	5.5E-5	1.4E-4
65	9.5E-2	7.6E-6	1.8E-4	3.1E-4	9.3E-2	5.5E-5	1.4E-4
66	9.4E-2	7.6E-6	1.8E-4	3.1E-4	9.3E-2	5.5E-5	1.4E-4
67	9.4E-2	7.6E-6	1.8E-4	3.1E-4	9.3E-2	5.5E-5	1.4E-4
68	9.4E-2	7.6E-6	1.8E-4	3.1E-4	9.3E-2	5.5E-5	1.4E-4
69	9.4E-2	7.6E-6	1.8E-4	3.1E-4	9.3E-2	5.5E-5	1.4E-4
70	9.4E-2	7.5E-6	1.8E-4	3.1E-4	9.3E-2	5.5E-5	1.4E-4
71	9.3E-2	7.5E-6	1.8E-4	3.1E-4	9.2E-2	5.5E-5	1.4E-4
72	9.3E-2	7.5E-6	1.7E-4	3.0E-4	9.2E-2	5.5E-5	1.4E-4
73	9.3E-2	7.5E-6	1.7E-4	3.0E-4	9.2E-2	5.5E-5	1.4E-4
74	9.3E-2	7.5E-6	1.7E-4	3.0E-4	9.2E-2	5.5E-5	1.4E-4
75	9.3E-2	7.5E-6	1.7E-4	3.0E-4	9.2E-2	5.6E-5	1.4E-4
76	9.3E-2	7.4E-6	1.7E-4	3.0E-4	9.1E-2	5.6E-5	1.4E-4
77	9.2E-2	7.4E-6	1.7E-4	3.0E-4	9.1E-2	5.6E-5	1.4E-4
78	9.2E-2	7.4E-6	1.7E-4	3.0E-4	9.1E-2	5.6E-5	1.4E-4
79	9.2E-2	7.4E-6	1.7E-4	3.0E-4	9.1E-2	5.6E-5	1.4E-4
80	9.2E-2	7.4E-6	1.7E-4	3.0E-4	9.1E-2	5.6E-5	1.4E-4
81	9.2E-2	7.4E-6	1.7E-4	3.0E-4	9.1E-2	5.6E-5	1.4E-4
82	9.1E-2	7.4E-6	1.7E-4	3.0E-4	9.0E-2	5.6E-5	1.4E-4
83	9.1E-2	7.3E-6	1.7E-4	2.9E-4	9.0E-2	5.6E-5	1.4E-4
84	9.1E-2	7.3E-6	1.7E-4	2.9E-4	9.0E-2	5.6E-5	1.4E-4
85	9.1E-2	7.3E-6	1.7E-4	2.9E-4	9.0E-2	5.7E-5	1.4E-4
86	9.1E-2	7.3E-6	1.7E-4	2.9E-4	9.0E-2	5.7E-5	1.4E-4
87	9.1E-2	7.3E-6	1.7E-4	2.9E-4	8.9E-2	5.7E-5	1.4E-4
88	9.0E-2	7.3E-6	1.7E-4	2.9E-4	8.9E-2	5.7E-5	1.4E-4
89	9.0E-2	7.3E-6	1.7E-4	2.9E-4	8.9E-2	5.7E-5	1.4E-4
90	9.0E-2	7.3E-6	1.7E-4	2.9E-4	8.9E-2	5.7E-5	1.4E-4
91	9.0E-2	7.2E-6	1.6E-4	2.9E-4	8.9E-2	5.7E-5	1.4E-4
92	9.0E-2	7.2E-6	1.6E-4	2.9E-4	8.9E-2	5.7E-5	1.4E-4
93	9.0E-2	7.2E-6	1.6E-4	2.9E-4	8.8E-2	5.7E-5	1.4E-4
94	8.9E-2	7.2E-6	1.6E-4	2.8E-4	8.8E-2	5.8E-5	1.4E-4
95	8.9E-2	7.2E-6	1.6E-4	2.8E-4	8.8E-2	5.8E-5	1.4E-4
96	8.9E-2	7.2E-6	1.6E-4	2.8E-4	8.8E-2	5.8E-5	1.4E-4
97	8.9E-2	7.2E-6	1.6E-4	2.8E-4	8.8E-2	5.8E-5	1.4E-4
98	8.9E-2	7.1E-6	1.6E-4	2.8E-4	8.8E-2	5.8E-5	1.4E-4
99	8.9E-2	7.1E-6	1.6E-4	2.8E-4	8.7E-2	5.8E-5	1.4E-4
100	8.8E-2	7.1E-6	1.6E-4	2.8E-4	8.7E-2	5.8E-5	1.3E-4
110	8.7E-2	7.0E-6	1.6E-4	2.7E-4	8.6E-2	6.0E-5	1.3E-4
120	8.5E-2	6.9E-6	1.5E-4	2.6E-4	8.4E-2	6.1E-5	1.3E-4
130	8.4E-2	6.8E-6	1.5E-4	2.6E-4	8.3E-2	6.2E-5	1.3E-4
140	8.2E-2	6.6E-6	1.4E-4	2.5E-4	8.1E-2	6.4E-5	1.3E-4
150	8.1E-2	6.5E-6	1.4E-4	2.4E-4	8.0E-2	6.5E-5	1.2E-4
160	7.9E-2	6.4E-6	1.3E-4	2.3E-4	7.8E-2	6.7E-5	1.2E-4
170	7.8E-2	6.3E-6	1.3E-4	2.3E-4	7.7E-2	6.8E-5	1.2E-4
180	7.6E-2	6.2E-6	1.3E-4	2.2E-4	7.6E-2	6.9E-5	1.2E-4
190	7.5E-2	6.1E-6	1.2E-4	2.1E-4	7.4E-2	7.0E-5	1.2E-4
200	7.4E-2	6.0E-6	1.2E-4	2.1E-4	7.3E-2	7.2E-5	1.2E-4
210	7.3E-2	5.9E-6	1.1E-4	2.0E-4	7.2E-2	7.3E-5	1.1E-4
220	7.2E-2	5.8E-6	1.1E-4	1.9E-4	7.1E-2	7.4E-5	1.1E-4
230	7.0E-2	5.7E-6	1.1E-4	1.9E-4	6.9E-2	7.5E-5	1.1E-4
240	6.9E-2	5.6E-6	1.0E-4	1.8E-4	6.8E-2	7.7E-5	1.1E-4
250	6.8E-2	5.6E-6	1.0E-4	1.8E-4	6.7E-2	7.8E-5	1.1E-4
260	6.7E-2	5.5E-6	9.8E-5	1.7E-4	6.6E-2	7.9E-5	1.0E-4
270	6.6E-2	5.4E-6	9.5E-5	1.7E-4	6.5E-2	8.0E-5	1.0E-4
280	6.5E-2	5.3E-6	9.2E-5	1.6E-4	6.4E-2	8.1E-5	1.0E-4
290	6.4E-2	5.2E-6	8.9E-5	1.6E-4	6.3E-2	8.2E-5	1.0E-4
300	6.3E-2	5.2E-6	8.7E-5	1.5E-4	6.2E-2	8.3E-5	9.8E-5
310	6.2E-2	5.1E-6	8.4E-5	1.5E-4	6.1E-2	8.4E-5	9.7E-5
320	6.1E-2	5.0E-6	8.1E-5	1.4E-4	6.1E-2	8.5E-5	9.5E-5
330	6.1E-2	4.9E-6	7.9E-5	1.4E-4	6.0E-2	8.6E-5	9.4E-5
340	6.0E-2	4.9E-6	7.7E-5	1.4E-4	5.9E-2	8.7E-5	9.2E-5
350	5.9E-2	4.8E-6	7.4E-5	1.3E-4	5.8E-2	8.8E-5	9.1E-5
360	5.8E-2	4.7E-6	7.2E-5	1.3E-4	5.7E-2	8.9E-5	9.0E-5
365	5.8E-2	4.7E-6	7.1E-5	1.3E-4	5.7E-2	8.9E-5	8.9E-5
370	5.7E-2	4.7E-6	7.0E-5	1.2E-4	5.7E-2	9.0E-5	8.8E-5
380	5.7E-2	4.6E-6	6.8E-5	1.2E-4	5.6E-2	9.0E-5	8.7E-5
390	5.6E-2	4.6E-6	6.6E-5	1.2E-4	5.5E-2	9.1E-5	8.6E-5
400	5.5E-2	4.5E-6	6.4E-5	1.1E-4	5.5E-2	9.2E-5	8.5E-5
410	5.5E-2	4.4E-6	6.2E-5	1.1E-4	5.4E-2	9.3E-5	8.3E-5
420	5.4E-2	4.4E-6	6.0E-5	1.1E-4	5.3E-2	9.4E-5	8.2E-5
430	5.3E-2	4.3E-6	5.8E-5	1.0E-4	5.3E-2	9.5E-5	8.1E-5
440	5.3E-2	4.3E-6	5.6E-5	1.0E-4	5.2E-2	9.5E-5	8.0E-5
450	5.2E-2	4.2E-6	5.5E-5	9.8E-5	5.1E-2	9.6E-5	7.9E-5
460	5.2E-2	4.2E-6	5.3E-5	9.5E-5	5.1E-2	9.7E-5	7.8E-5
470	5.1E-2	4.1E-6	5.1E-5	9.2E-5	5.0E-2	9.8E-5	7.7E-5
480	5.0E-2	4.1E-6	5.0E-5	8.9E-5	5.0E-2	9.8E-5	7.6E-5
490	5.0E-2	4.0E-6	4.8E-5	8.7E-5	4.9E-2	9.9E-5	7.5E-5
500	4.9E-2	4.0E-6	4.7E-5	8.4E-5	4.9E-2	1.0E-4	7.4E-5
510	4.9E-2	3.9E-6	4.6E-5	8.2E-5	4.8E-2	1.0E-4	7.3E-5
520	4.8E-2	3.9E-6	4.4E-5	7.9E-5	4.8E-2	1.0E-4	7.2E-5
530	4.8E-2	3.9E-6	4.3E-5	7.7E-5	4.7E-2	1.0E-4	7.2E-5
540	4.8E-2	3.8E-6	4.2E-5	7.5E-5	4.7E-2	1.0E-4	7.1E-5
550	4.7E-2	3.8E-6	4.0E-5	7.3E-5	4.6E-2	1.0E-4	7.0E-5
560	4.7E-2	3.7E-6	3.9E-5	7.1E-5	4.6E-2	1.0E-4	6.9E-5
570	4.6E-2	3.7E-6	3.8E-5	6.9E-5	4.5E-2	1.0E-4	6.8E-5
580	4.6E-2	3.7E-6	3.7E-5	6.7E-5	4.5E-2	1.0E-4	6.8E-5
590	4.5E-2	3.6E-6	3.6E-5	6.5E-5	4.5E-2	1.1E-4	6.7E-5
600	4.5E-2	3.6E-6	3.5E-5	6.3E-5	4.4E-2	1.1E-4	6.6E-5
610	4.5E-2	3.6E-6	3.4E-5	6.1E-5	4.4E-2	1.1E-4	6.6E-5
620	4.4E-2	3.5E-6	3.3E-5	5.9E-5	4.4E-2	1.1E-4	6.5E-5
630	4.4E-2	3.5E-6	3.2E-5	5.8E-5	4.3E-2	1.1E-4	6.4E-5
640	4.4E-2	3.5E-6	3.1E-5	5.6E-5	4.3E-2	1.1E-4	6.4E-5
650	4.3E-2	3.5E-6	3.0E-5	5.4E-5	4.3E-2	1.1E-4	6.3E-5
660	4.3E-2	3.4E-6	2.9E-5	5.3E-5	4.2E-2	1.1E-4	6.2E-5
670	4.3E-2	3.4E-6	2.8E-5	5.1E-5	4.2E-2	1.1E-4	6.2E-5
680	4.2E-2	3.4E-6	2.7E-5	5.0E-5	4.2E-2	1.1E-4	6.1E-5
690	4.2E-2	3.3E-6	2.6E-5	4.9E-5	4.1E-2	1.1E-4	6.1E-5
700	4.2E-2	3.3E-6	2.6E-5	4.7E-5	4.1E-2	1.1E-4	6.0E-5
710	4.1E-2	3.3E-6	2.5E-5	4.6E-5	4.1E-2	1.1E-4	6.0E-5
720	4.1E-2	3.3E-6	2.4E-5	4.5E-5	4.0E-2	1.1E-4	5.9E-5
730	4.1E-2	3.3E-6	2.3E-5	4.3E-5	4.0E-2	1.1E-4	5.9E-5
740	4.1E-2	3.2E-6	2.3E-5	4.2E-5	4.0E-2	1.1E-4	5.8E-5
750	4.0E-2	3.2E-6	2.2E-5	4.1E-5	4.0E-2	1.1E-4	5.8E-5
760	4.0E-2	3.2E-6	2.1E-5	4.0E-5	3.9E-2	1.1E-4	5.7E-5
770	4.0E-2	3.2E-6	2.1E-5	3.9E-5	3.9E-2	1.1E-4	5.7E-5
780	4.0E-2	3.1E-6	2.0E-5	3.8E-5	3.9E-2	1.2E-4	5.6E-5
790	3.9E-2	3.1E-6	2.0E-5	3.7E-5	3.9E-2	1.2E-4	5.6E-5
800	3.9E-2	3.1E-6	1.9E-5	3.6E-5	3.9E-2	1.2E-4	5.6E-5
810	3.9E-2	3.1E-6	1.8E-5	3.5E-5	3.8E-2	1.2E-4	5.5E-5
820	3.9E-2	3.1E-6	1.8E-5	3.4E-5	3.8E-2	1.2E-4	5.5E-5
830	3.9E-2	3.0E-6	1.7E-5	3.3E-5	3.8E-2	1.2E-4	5.4E-5
840	3.8E-2	3.0E-6	1.7E-5	3.2E-5	3.8E-2	1.2E-4	5.4E-5
850	3.8E-2	3.0E-6	1.6E-5	3.1E-5	3.7E-2	1.2E-4	5.4E-5
860	3.8E-2	3.0E-6	1.6E-5	3.0E-5	3.7E-2	1.2E-4	5.3E-5
870	3.8E-2	3.0E-6	1.5E-5	2.9E-5	3.7E-2	1.2E-4	5.3E-5
880	3.8E-2	3.0E-6	1.5E-5	2.9E-5	3.7E-2	1.2E-4	5.3E-5
890	3.7E-2	2.9E-6	1.5E-5	2.8E-5	3.7E-2	1.2E-4	5.2E-5
900	3.7E-2	2.9E-6	1.4E-5	2.7E-5	3.7E-2	1.2E-4	5.2E-5
910	3.7E-2	2.9E-6	1.4E-5	2.6E-5	3.6E-2	1.2E-4	5.2E-5
920	3.7E-2	2.9E-6	1.3E-5	2.6E-5	3.6E-2	1.2E-4	5.2E-5
930	3.7E-2	2.9E-6	1.3E-5	2.5E-5	3.6E-2	1.2E-4	5.1E-5
940	3.7E-2	2.9E-6	1.3E-5	2.4E-5	3.6E-2	1.2E-4	5.1E-5
950	3.6E-2	2.9E-6	1.2E-5	2.4E-5	3.6E-2	1.2E-4	5.1E-5
960	3.6E-2	2.9E-6	1.2E-5	2.3E-5	3.6E-2	1.2E-4	5.0E-5
970	3.6E-2	2.8E-6	1.1E-5	2.3E-5	3.6E-2	1.2E-4	5.0E-5
980	3.6E-2	2.8E-6	1.1E-5	2.2E-5	3.5E-2	1.2E-4	5.0E-5
990	3.6E-2	2.8E-6	1.1E-5	2.1E-5	3.5E-2	1.2E-4	5.0E-5
1000	3.6E-2	2.8E-6	1.1E-5	2.1E-5	3.5E-2	1.2E-4	4.9E-5
1010	3.6E-2	2.8E-6	1.0E-5	2.0E-5	3.5E-2	1.2E-4	4.9E-5
1020	3.5E-2	2.8E-6	9.9E-6	2.0E-5	3.5E-2	1.2E-4	4.9E-5
1030	3.5E-2	2.8E-6	9.6E-6	1.9E-5	3.5E-2	1.2E-4	4.9E-5
1040	3.5E-2	2.8E-6	9.4E-6	1.9E-5	3.5E-2	1.3E-4	4.9E-5
1050	3.5E-2	2.7E-6	9.1E-6	1.8E-5	3.4E-2	1.3E-4	4.8E-5
1060	3.5E-2	2.7E-6	8.9E-6	1.8E-5	3.4E-2	1.3E-4	4.8E-5
1070	3.5E-2	2.7E-6	8.6E-6	1.8E-5	3.4E-2	1.3E-4	4.8E-5
1080	3.5E-2	2.7E-6	8.4E-6	1.7E-5	3.4E-2	1.3E-4	4.8E-5
1090	3.5E-2	2.7E-6	8.1E-6	1.7E-5	3.4E-2	1.3E-4	4.7E-5
1095	3.5E-2	2.7E-6	8.0E-6	1.7E-5	3.4E-2	1.3E-4	4.7E-5
1100	3.5E-2	2.7E-6	7.9E-6	1.6E-5	3.4E-2	1.3E-4	4.7E-5
1200	3.4E-2	2.6E-6	6.0E-6	1.3E-5	3.3E-2	1.3E-4	4.6E-5
1300	3.3E-2	2.6E-6	4.6E-6	1.0E-5	3.2E-2	1.3E-4	4.4E-5
1400	3.2E-2	2.5E-6	3.5E-6	8.6E-6	3.2E-2	1.4E-4	4.3E-5
1500	3.2E-2	2.4E-6	2.8E-6	7.2E-6	3.1E-2	1.4E-4	4.2E-5
1600	3.1E-2	2.4E-6	2.2E-6	6.2E-6	3.1E-2	1.4E-4	4.2E-5
1700	3.1E-2	2.4E-6	1.8E-6	5.5E-6	3.0E-2	1.4E-4	4.1E-5
1800	3.0E-2	2.3E-6	1.5E-6	4.9E-6	3.0E-2	1.4E-4	4.0E-5
1900	3.0E-2	2.3E-6	1.3E-6	4.5E-6	2.9E-2	1.5E-4	4.0E-5
2000	3.0E-2	2.3E-6	1.1E-6	4.2E-6	2.9E-2	1.5E-4	3.9E-5
2100	2.9E-2	2.3E-6	9.6E-7	3.9E-6	2.9E-2	1.5E-4	3.9E-5
2200	2.9E-2	2.2E-6	8.7E-7	3.7E-6	2.8E-2	1.5E-4	3.8E-5
2300	2.9E-2	2.2E-6	8.0E-7	3.6E-6	2.8E-2	1.5E-4	3.8E-5
2400	2.8E-2	2.2E-6	7.5E-7	3.4E-6	2.8E-2	1.5E-4	3.7E-5
2500	2.8E-2	2.2E-6	7.1E-7	3.4E-6	2.7E-2	1.5E-4	3.7E-5
2600	2.8E-2	2.1E-6	6.8E-7	3.3E-6	2.7E-2	1.5E-4	3.7E-5
2700	2.7E-2	2.1E-6	6.5E-7	3.2E-6	2.7E-2	1.6E-4	3.6E-5
2800	2.7E-2	2.1E-6	6.3E-7	3.1E-6	2.7E-2	1.6E-4	3.6E-5
2900	2.7E-2	2.1E-6	6.2E-7	3.1E-6	2.6E-2	1.6E-4	3.6E-5
3000	2.7E-2	2.1E-6	6.0E-7	3.1E-6	2.6E-2	1.6E-4	3.5E-5
3100	2.6E-2	2.0E-6	5.9E-7	3.0E-6	2.6E-2	1.6E-4	3.5E-5
3200	2.6E-2	2.0E-6	5.8E-7	3.0E-6	2.6E-2	1.6E-4	3.5E-5
3300	2.6E-2	2.0E-6	5.8E-7	2.9E-6	2.5E-2	1.6E-4	3.4E-5
3400	2.6E-2	2.0E-6	5.7E-7	2.9E-6	2.5E-2	1.6E-4	3.4E-5
3500	2.5E-2	2.0E-6	5.6E-7	2.9E-6	2.5E-2	1.6E-4	3.4E-5
3600	2.5E-2	1.9E-6	5.5E-7	2.8E-6	2.5E-2	1.6E-4	3.3E-5
3650	2.5E-2	1.9E-6	5.5E-7	2.8E-6	2.4E-2	1.6E-4	3.3E-5
4000	2.4E-2	1.9E-6	5.3E-7	2.7E-6	2.4E-2	1.6E-4	3.2E-5
5000	2.2E-2	1.7E-6	4.8E-7	2.5E-6	2.1E-2	1.7E-4	2.9E-5
6000	2.0E-2	1.5E-6	4.3E-7	2.2E-6	1.9E-2	1.6E-4	2.6E-5
7000	1.8E-2	1.4E-6	3.9E-7	2.0E-6	1.7E-2	1.6E-4	2.4E-5
8000	1.6E-2	1.3E-6	3.6E-7	1.8E-6	1.6E-2	1.6E-4	2.1E-5
9000	1.5E-2	1.1E-6	3.2E-7	1.7E-6	1.4E-2	1.5E-4	1.9E-5
10000	1.3E-2	1.0E-6	2.9E-7	1.5E-6	1.3E-2	1.5E-4	1.8E-5
11000	1.2E-2	9.3E-7	2.6E-7	1.4E-6	1.2E-2	1.4E-4	1.6E-5
12000	1.1E-2	8.4E-7	2.4E-7	1.2E-6	1.1E-2	1.4E-4	1.4E-5
13000	9.9E-3	7.6E-7	2.2E-7	1.1E-6	9.6E-3	1.3E-4	1.3E-5
14000	8.9E-3	6.9E-7	2.0E-7	1.0E-6	8.7E-3	1.2E-4	1.2E-5
15000	8.1E-3	6.2E-7	1.8E-7	9.2E-7	7.9E-3	1.2E-4	1.1E-5
16000	7.3E-3	5.7E-7	1.6E-7	8.3E-7	7.1E-3	1.1E-4	9.7E-6
