Radionuclide	U-233
Route of Intake	Inhalation
Material	Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
9.5	1.6E-1	-	-	8.7E-4	4.2E-4	7.3E-2	5.3E-3
10	1.5E-1	6.6E-3	2.7E-5	8.5E-4	4.1E-4	7.2E-2	5.1E-3
11	1.5E-1	6.1E-3	2.3E-5	8.2E-4	3.9E-4	7.1E-2	4.7E-3
12	1.4E-1	5.6E-3	2.1E-5	8.0E-4	3.8E-4	6.9E-2	4.4E-3
13	1.4E-1	5.1E-3	2.0E-5	7.7E-4	3.6E-4	6.8E-2	4.1E-3
14	1.3E-1	4.8E-3	1.8E-5	7.5E-4	3.5E-4	6.7E-2	3.9E-3
15	1.3E-1	4.4E-3	1.7E-5	7.3E-4	3.3E-4	6.5E-2	3.6E-3
16	1.2E-1	4.1E-3	1.6E-5	7.1E-4	3.2E-4	6.4E-2	3.4E-3
17	1.2E-1	3.8E-3	1.5E-5	6.9E-4	3.1E-4	6.4E-2	3.2E-3
18	1.2E-1	3.5E-3	1.4E-5	6.7E-4	3.0E-4	6.3E-2	3.0E-3
19	1.1E-1	3.3E-3	1.3E-5	6.5E-4	2.9E-4	6.2E-2	2.8E-3
20	1.1E-1	3.1E-3	1.2E-5	6.3E-4	2.9E-4	6.1E-2	2.7E-3
21	1.1E-1	2.9E-3	1.2E-5	6.1E-4	2.8E-4	6.1E-2	2.5E-3
22	1.0E-1	2.7E-3	1.1E-5	5.9E-4	2.7E-4	6.0E-2	2.4E-3
23	1.0E-1	2.5E-3	1.0E-5	5.8E-4	2.6E-4	5.9E-2	2.3E-3
24	1.0E-1	2.4E-3	9.9E-6	5.6E-4	2.5E-4	5.9E-2	2.2E-3
25	9.8E-2	2.2E-3	9.5E-6	5.5E-4	2.5E-4	5.8E-2	2.1E-3
26	9.6E-2	2.1E-3	9.1E-6	5.3E-4	2.4E-4	5.8E-2	2.0E-3
27	9.4E-2	2.0E-3	8.7E-6	5.2E-4	2.3E-4	5.7E-2	1.9E-3
28	9.2E-2	1.9E-3	8.3E-6	5.0E-4	2.3E-4	5.7E-2	1.8E-3
29	9.0E-2	1.8E-3	8.0E-6	4.9E-4	2.2E-4	5.6E-2	1.8E-3
30	8.8E-2	1.7E-3	7.7E-6	4.8E-4	2.1E-4	5.6E-2	1.7E-3
31	8.7E-2	1.6E-3	7.4E-6	4.6E-4	2.1E-4	5.6E-2	1.6E-3
32	8.5E-2	1.5E-3	7.2E-6	4.5E-4	2.0E-4	5.5E-2	1.6E-3
33	8.4E-2	1.4E-3	6.9E-6	4.4E-4	2.0E-4	5.5E-2	1.5E-3
34	8.3E-2	1.4E-3	6.7E-6	4.3E-4	1.9E-4	5.4E-2	1.5E-3
35	8.1E-2	1.3E-3	6.5E-6	4.2E-4	1.9E-4	5.4E-2	1.4E-3
36	8.0E-2	1.2E-3	6.3E-6	4.1E-4	1.8E-4	5.4E-2	1.4E-3
37	7.9E-2	1.2E-3	6.1E-6	4.0E-4	1.8E-4	5.3E-2	1.4E-3
38	7.8E-2	1.1E-3	5.9E-6	3.9E-4	1.7E-4	5.3E-2	1.3E-3
39	7.7E-2	1.1E-3	5.7E-6	3.8E-4	1.7E-4	5.3E-2	1.3E-3
40	7.6E-2	1.0E-3	5.6E-6	3.7E-4	1.6E-4	5.2E-2	1.3E-3
41	7.4E-2	1.0E-3	5.4E-6	3.6E-4	1.6E-4	5.2E-2	1.3E-3
42	7.4E-2	9.6E-4	5.3E-6	3.5E-4	1.6E-4	5.2E-2	1.2E-3
43	7.3E-2	9.3E-4	5.1E-6	3.4E-4	1.5E-4	5.2E-2	1.2E-3
44	7.2E-2	9.0E-4	5.0E-6	3.3E-4	1.5E-4	5.1E-2	1.2E-3
45	7.1E-2	8.6E-4	4.9E-6	3.2E-4	1.4E-4	5.1E-2	1.2E-3
46	7.0E-2	8.3E-4	4.7E-6	3.1E-4	1.4E-4	5.1E-2	1.2E-3
47	6.9E-2	8.1E-4	4.6E-6	3.1E-4	1.4E-4	5.0E-2	1.1E-3
48	6.8E-2	7.8E-4	4.5E-6	3.0E-4	1.3E-4	5.0E-2	1.1E-3
49	6.8E-2	7.6E-4	4.4E-6	2.9E-4	1.3E-4	5.0E-2	1.1E-3
50	6.7E-2	7.3E-4	4.3E-6	2.8E-4	1.3E-4	4.9E-2	1.1E-3
51	6.6E-2	7.1E-4	4.2E-6	2.8E-4	1.3E-4	4.9E-2	1.1E-3
52	6.5E-2	6.9E-4	4.1E-6	2.7E-4	1.2E-4	4.9E-2	1.1E-3
53	6.5E-2	6.7E-4	4.0E-6	2.7E-4	1.2E-4	4.9E-2	1.1E-3
54	6.4E-2	6.5E-4	3.9E-6	2.6E-4	1.2E-4	4.8E-2	1.1E-3
55	6.4E-2	6.3E-4	3.8E-6	2.5E-4	1.1E-4	4.8E-2	1.1E-3
56	6.3E-2	6.1E-4	3.7E-6	2.5E-4	1.1E-4	4.8E-2	1.1E-3
57	6.2E-2	6.0E-4	3.7E-6	2.4E-4	1.1E-4	4.8E-2	1.0E-3
58	6.2E-2	5.8E-4	3.6E-6	2.4E-4	1.1E-4	4.7E-2	1.0E-3
59	6.1E-2	5.7E-4	3.5E-6	2.3E-4	1.0E-4	4.7E-2	1.0E-3
60	6.1E-2	5.5E-4	3.4E-6	2.3E-4	1.0E-4	4.7E-2	1.0E-3
61	6.0E-2	5.4E-4	3.4E-6	2.2E-4	9.9E-5	4.7E-2	1.0E-3
62	6.0E-2	5.2E-4	3.3E-6	2.2E-4	9.7E-5	4.6E-2	1.0E-3
63	5.9E-2	5.1E-4	3.2E-6	2.1E-4	9.5E-5	4.6E-2	1.0E-3
64	5.9E-2	5.0E-4	3.1E-6	2.1E-4	9.3E-5	4.6E-2	1.0E-3
65	5.8E-2	4.9E-4	3.1E-6	2.0E-4	9.1E-5	4.6E-2	1.0E-3
66	5.8E-2	4.8E-4	3.0E-6	2.0E-4	8.9E-5	4.5E-2	1.0E-3
67	5.7E-2	4.7E-4	3.0E-6	1.9E-4	8.7E-5	4.5E-2	1.0E-3
68	5.7E-2	4.6E-4	2.9E-6	1.9E-4	8.5E-5	4.5E-2	1.0E-3
69	5.6E-2	4.5E-4	2.8E-6	1.9E-4	8.4E-5	4.5E-2	9.9E-4
70	5.6E-2	4.4E-4	2.8E-6	1.8E-4	8.2E-5	4.5E-2	9.9E-4
71	5.5E-2	4.3E-4	2.7E-6	1.8E-4	8.0E-5	4.4E-2	9.9E-4
72	5.5E-2	4.2E-4	2.7E-6	1.7E-4	7.9E-5	4.4E-2	9.8E-4
73	5.4E-2	4.1E-4	2.6E-6	1.7E-4	7.7E-5	4.4E-2	9.8E-4
74	5.4E-2	4.0E-4	2.6E-6	1.7E-4	7.6E-5	4.4E-2	9.8E-4
75	5.4E-2	3.9E-4	2.5E-6	1.6E-4	7.4E-5	4.3E-2	9.8E-4
76	5.3E-2	3.8E-4	2.5E-6	1.6E-4	7.3E-5	4.3E-2	9.7E-4
77	5.3E-2	3.8E-4	2.4E-6	1.6E-4	7.1E-5	4.3E-2	9.7E-4
78	5.3E-2	3.7E-4	2.4E-6	1.6E-4	7.0E-5	4.3E-2	9.7E-4
79	5.2E-2	3.6E-4	2.3E-6	1.5E-4	6.9E-5	4.3E-2	9.7E-4
80	5.2E-2	3.5E-4	2.3E-6	1.5E-4	6.8E-5	4.2E-2	9.7E-4
81	5.1E-2	3.5E-4	2.2E-6	1.5E-4	6.6E-5	4.2E-2	9.6E-4
82	5.1E-2	3.4E-4	2.2E-6	1.4E-4	6.5E-5	4.2E-2	9.6E-4
83	5.1E-2	3.3E-4	2.2E-6	1.4E-4	6.4E-5	4.2E-2	9.6E-4
84	5.0E-2	3.3E-4	2.1E-6	1.4E-4	6.3E-5	4.2E-2	9.6E-4
85	5.0E-2	3.2E-4	2.1E-6	1.4E-4	6.2E-5	4.1E-2	9.6E-4
86	5.0E-2	3.1E-4	2.0E-6	1.4E-4	6.1E-5	4.1E-2	9.6E-4
87	5.0E-2	3.1E-4	2.0E-6	1.3E-4	6.0E-5	4.1E-2	9.6E-4
88	4.9E-2	3.0E-4	2.0E-6	1.3E-4	5.9E-5	4.1E-2	9.5E-4
89	4.9E-2	3.0E-4	1.9E-6	1.3E-4	5.8E-5	4.1E-2	9.5E-4
90	4.9E-2	2.9E-4	1.9E-6	1.3E-4	5.7E-5	4.1E-2	9.5E-4
91	4.8E-2	2.9E-4	1.9E-6	1.2E-4	5.6E-5	4.0E-2	9.5E-4
92	4.8E-2	2.8E-4	1.8E-6	1.2E-4	5.5E-5	4.0E-2	9.5E-4
93	4.8E-2	2.8E-4	1.8E-6	1.2E-4	5.4E-5	4.0E-2	9.5E-4
94	4.7E-2	2.7E-4	1.8E-6	1.2E-4	5.3E-5	4.0E-2	9.5E-4
95	4.7E-2	2.7E-4	1.7E-6	1.2E-4	5.3E-5	4.0E-2	9.5E-4
96	4.7E-2	2.6E-4	1.7E-6	1.2E-4	5.2E-5	3.9E-2	9.5E-4
97	4.7E-2	2.6E-4	1.7E-6	1.1E-4	5.1E-5	3.9E-2	9.4E-4
98	4.6E-2	2.5E-4	1.7E-6	1.1E-4	5.0E-5	3.9E-2	9.4E-4
99	4.6E-2	2.5E-4	1.6E-6	1.1E-4	5.0E-5	3.9E-2	9.4E-4
100	4.6E-2	2.4E-4	1.6E-6	1.1E-4	4.9E-5	3.9E-2	9.4E-4
110	4.4E-2	2.1E-4	1.4E-6	9.6E-5	4.3E-5	3.7E-2	9.3E-4
120	4.2E-2	1.8E-4	1.2E-6	8.6E-5	3.9E-5	3.6E-2	9.3E-4
130	4.0E-2	1.5E-4	9.9E-7	7.9E-5	3.5E-5	3.5E-2	9.2E-4
140	3.9E-2	1.3E-4	8.5E-7	7.3E-5	3.3E-5	3.4E-2	9.2E-4
150	3.8E-2	1.1E-4	7.4E-7	6.9E-5	3.1E-5	3.3E-2	9.1E-4
160	3.7E-2	9.8E-5	6.5E-7	6.6E-5	3.0E-5	3.2E-2	9.1E-4
170	3.6E-2	8.6E-5	5.7E-7	6.4E-5	2.8E-5	3.1E-2	9.1E-4
180	3.5E-2	7.6E-5	5.0E-7	6.2E-5	2.7E-5	3.0E-2	9.0E-4
190	3.4E-2	6.7E-5	4.4E-7	6.0E-5	2.7E-5	3.0E-2	9.0E-4
200	3.3E-2	5.9E-5	3.9E-7	5.9E-5	2.6E-5	2.9E-2	9.0E-4
210	3.3E-2	5.3E-5	3.5E-7	5.8E-5	2.6E-5	2.9E-2	9.0E-4
220	3.2E-2	4.7E-5	3.1E-7	5.7E-5	2.5E-5	2.8E-2	8.9E-4
230	3.2E-2	4.2E-5	2.8E-7	5.7E-5	2.5E-5	2.8E-2	8.9E-4
240	3.2E-2	3.8E-5	2.5E-7	5.6E-5	2.5E-5	2.7E-2	8.9E-4
250	3.1E-2	3.4E-5	2.3E-7	5.6E-5	2.5E-5	2.7E-2	8.9E-4
260	3.1E-2	3.1E-5	2.1E-7	5.5E-5	2.4E-5	2.7E-2	8.9E-4
270	3.1E-2	2.8E-5	1.9E-7	5.5E-5	2.4E-5	2.7E-2	8.8E-4
280	3.0E-2	2.6E-5	1.7E-7	5.5E-5	2.4E-5	2.6E-2	8.8E-4
290	3.0E-2	2.3E-5	1.6E-7	5.4E-5	2.4E-5	2.6E-2	8.8E-4
300	3.0E-2	2.2E-5	1.4E-7	5.4E-5	2.4E-5	2.6E-2	8.8E-4
310	3.0E-2	2.0E-5	1.3E-7	5.4E-5	2.4E-5	2.6E-2	8.8E-4
320	2.9E-2	1.8E-5	1.2E-7	5.4E-5	2.4E-5	2.5E-2	8.7E-4
330	2.9E-2	1.7E-5	1.1E-7	5.4E-5	2.4E-5	2.5E-2	8.7E-4
340	2.9E-2	1.6E-5	1.0E-7	5.4E-5	2.4E-5	2.5E-2	8.7E-4
350	2.9E-2	1.5E-5	9.8E-8	5.4E-5	2.4E-5	2.5E-2	8.7E-4
360	2.9E-2	1.4E-5	9.2E-8	5.3E-5	2.4E-5	2.5E-2	8.7E-4
365	2.9E-2	1.3E-5	8.9E-8	5.3E-5	2.4E-5	2.5E-2	8.7E-4
370	2.9E-2	1.3E-5	8.7E-8	5.3E-5	2.4E-5	2.5E-2	8.7E-4
380	2.9E-2	1.2E-5	8.2E-8	5.3E-5	2.4E-5	2.5E-2	8.6E-4
390	2.8E-2	1.2E-5	7.8E-8	5.3E-5	2.3E-5	2.4E-2	8.6E-4
400	2.8E-2	1.1E-5	7.4E-8	5.3E-5	2.3E-5	2.4E-2	8.6E-4
410	2.8E-2	1.1E-5	7.1E-8	5.3E-5	2.3E-5	2.4E-2	8.6E-4
420	2.8E-2	1.0E-5	6.8E-8	5.3E-5	2.3E-5	2.4E-2	8.6E-4
430	2.8E-2	9.8E-6	6.5E-8	5.3E-5	2.3E-5	2.4E-2	8.6E-4
440	2.8E-2	9.4E-6	6.3E-8	5.3E-5	2.3E-5	2.4E-2	8.5E-4
450	2.8E-2	9.1E-6	6.1E-8	5.3E-5	2.3E-5	2.4E-2	8.5E-4
460	2.8E-2	8.9E-6	5.9E-8	5.3E-5	2.3E-5	2.4E-2	8.5E-4
470	2.8E-2	8.6E-6	5.7E-8	5.3E-5	2.3E-5	2.4E-2	8.5E-4
480	2.8E-2	8.4E-6	5.6E-8	5.3E-5	2.3E-5	2.4E-2	8.5E-4
490	2.7E-2	8.2E-6	5.4E-8	5.3E-5	2.3E-5	2.4E-2	8.5E-4
500	2.7E-2	8.0E-6	5.3E-8	5.3E-5	2.3E-5	2.4E-2	8.5E-4
510	2.7E-2	7.8E-6	5.2E-8	5.3E-5	2.3E-5	2.3E-2	8.4E-4
520	2.7E-2	7.7E-6	5.1E-8	5.3E-5	2.3E-5	2.3E-2	8.4E-4
530	2.7E-2	7.6E-6	5.0E-8	5.3E-5	2.3E-5	2.3E-2	8.4E-4
540	2.7E-2	7.4E-6	4.9E-8	5.3E-5	2.3E-5	2.3E-2	8.4E-4
550	2.7E-2	7.3E-6	4.9E-8	5.3E-5	2.3E-5	2.3E-2	8.4E-4
560	2.7E-2	7.2E-6	4.8E-8	5.3E-5	2.3E-5	2.3E-2	8.4E-4
570	2.7E-2	7.1E-6	4.7E-8	5.3E-5	2.3E-5	2.3E-2	8.4E-4
580	2.7E-2	7.1E-6	4.7E-8	5.3E-5	2.3E-5	2.3E-2	8.3E-4
590	2.7E-2	7.0E-6	4.6E-8	5.3E-5	2.3E-5	2.3E-2	8.3E-4
600	2.7E-2	6.9E-6	4.6E-8	5.3E-5	2.3E-5	2.3E-2	8.3E-4
610	2.7E-2	6.8E-6	4.5E-8	5.3E-5	2.3E-5	2.3E-2	8.3E-4
620	2.6E-2	6.8E-6	4.5E-8	5.3E-5	2.3E-5	2.3E-2	8.3E-4
630	2.6E-2	6.7E-6	4.5E-8	5.3E-5	2.3E-5	2.3E-2	8.3E-4
640	2.6E-2	6.7E-6	4.4E-8	5.3E-5	2.3E-5	2.3E-2	8.2E-4
650	2.6E-2	6.6E-6	4.4E-8	5.3E-5	2.3E-5	2.2E-2	8.2E-4
660	2.6E-2	6.6E-6	4.4E-8	5.3E-5	2.3E-5	2.2E-2	8.2E-4
670	2.6E-2	6.5E-6	4.3E-8	5.3E-5	2.3E-5	2.2E-2	8.2E-4
680	2.6E-2	6.5E-6	4.3E-8	5.3E-5	2.3E-5	2.2E-2	8.2E-4
690	2.6E-2	6.5E-6	4.3E-8	5.3E-5	2.3E-5	2.2E-2	8.2E-4
700	2.6E-2	6.4E-6	4.3E-8	5.3E-5	2.3E-5	2.2E-2	8.2E-4
710	2.6E-2	6.4E-6	4.2E-8	5.3E-5	2.3E-5	2.2E-2	8.1E-4
720	2.6E-2	6.3E-6	4.2E-8	5.3E-5	2.3E-5	2.2E-2	8.1E-4
730	2.6E-2	6.3E-6	4.2E-8	5.3E-5	2.3E-5	2.2E-2	8.1E-4
740	2.6E-2	6.3E-6	4.2E-8	5.3E-5	2.3E-5	2.2E-2	8.1E-4
750	2.6E-2	6.2E-6	4.1E-8	5.3E-5	2.3E-5	2.2E-2	8.1E-4
760	2.6E-2	6.2E-6	4.1E-8	5.3E-5	2.3E-5	2.2E-2	8.1E-4
770	2.6E-2	6.2E-6	4.1E-8	5.3E-5	2.3E-5	2.2E-2	8.1E-4
780	2.5E-2	6.2E-6	4.1E-8	5.3E-5	2.3E-5	2.2E-2	8.0E-4
790	2.5E-2	6.1E-6	4.1E-8	5.3E-5	2.3E-5	2.2E-2	8.0E-4
800	2.5E-2	6.1E-6	4.0E-8	5.3E-5	2.3E-5	2.2E-2	8.0E-4
810	2.5E-2	6.1E-6	4.0E-8	5.3E-5	2.3E-5	2.2E-2	8.0E-4
820	2.5E-2	6.0E-6	4.0E-8	5.3E-5	2.3E-5	2.1E-2	8.0E-4
830	2.5E-2	6.0E-6	4.0E-8	5.3E-5	2.3E-5	2.1E-2	8.0E-4
840	2.5E-2	6.0E-6	4.0E-8	5.3E-5	2.3E-5	2.1E-2	8.0E-4
850	2.5E-2	6.0E-6	4.0E-8	5.3E-5	2.3E-5	2.1E-2	7.9E-4
860	2.5E-2	5.9E-6	3.9E-8	5.3E-5	2.3E-5	2.1E-2	7.9E-4
870	2.5E-2	5.9E-6	3.9E-8	5.3E-5	2.3E-5	2.1E-2	7.9E-4
880	2.5E-2	5.9E-6	3.9E-8	5.2E-5	2.3E-5	2.1E-2	7.9E-4
890	2.5E-2	5.9E-6	3.9E-8	5.2E-5	2.3E-5	2.1E-2	7.9E-4
900	2.5E-2	5.8E-6	3.9E-8	5.2E-5	2.3E-5	2.1E-2	7.9E-4
910	2.5E-2	5.8E-6	3.9E-8	5.2E-5	2.3E-5	2.1E-2	7.9E-4
920	2.5E-2	5.8E-6	3.8E-8	5.2E-5	2.3E-5	2.1E-2	7.8E-4
930	2.5E-2	5.8E-6	3.8E-8	5.2E-5	2.3E-5	2.1E-2	7.8E-4
940	2.4E-2	5.7E-6	3.8E-8	5.2E-5	2.3E-5	2.1E-2	7.8E-4
950	2.4E-2	5.7E-6	3.8E-8	5.2E-5	2.3E-5	2.1E-2	7.8E-4
960	2.4E-2	5.7E-6	3.8E-8	5.2E-5	2.3E-5	2.1E-2	7.8E-4
970	2.4E-2	5.7E-6	3.8E-8	5.2E-5	2.3E-5	2.1E-2	7.8E-4
980	2.4E-2	5.6E-6	3.7E-8	5.2E-5	2.3E-5	2.1E-2	7.8E-4
990	2.4E-2	5.6E-6	3.7E-8	5.2E-5	2.3E-5	2.0E-2	7.7E-4
1000	2.4E-2	5.6E-6	3.7E-8	5.2E-5	2.3E-5	2.0E-2	7.7E-4
1010	2.4E-2	5.6E-6	3.7E-8	5.2E-5	2.3E-5	2.0E-2	7.7E-4
1020	2.4E-2	5.6E-6	3.7E-8	5.2E-5	2.3E-5	2.0E-2	7.7E-4
1030	2.4E-2	5.5E-6	3.7E-8	5.2E-5	2.3E-5	2.0E-2	7.7E-4
1040	2.4E-2	5.5E-6	3.7E-8	5.2E-5	2.3E-5	2.0E-2	7.7E-4
1050	2.4E-2	5.5E-6	3.6E-8	5.2E-5	2.3E-5	2.0E-2	7.7E-4
1060	2.4E-2	5.5E-6	3.6E-8	5.2E-5	2.3E-5	2.0E-2	7.6E-4
1070	2.4E-2	5.4E-6	3.6E-8	5.2E-5	2.3E-5	2.0E-2	7.6E-4
1080	2.4E-2	5.4E-6	3.6E-8	5.2E-5	2.3E-5	2.0E-2	7.6E-4
1090	2.4E-2	5.4E-6	3.6E-8	5.2E-5	2.3E-5	2.0E-2	7.6E-4
1095	2.4E-2	5.4E-6	3.6E-8	5.2E-5	2.3E-5	2.0E-2	7.6E-4
1100	2.4E-2	5.4E-6	3.6E-8	5.2E-5	2.3E-5	2.0E-2	7.6E-4
1200	2.3E-2	5.2E-6	3.4E-8	5.2E-5	2.3E-5	1.9E-2	7.5E-4
1300	2.3E-2	5.0E-6	3.3E-8	5.2E-5	2.3E-5	1.9E-2	7.3E-4
1400	2.2E-2	4.8E-6	3.2E-8	5.2E-5	2.3E-5	1.8E-2	7.2E-4
1500	2.2E-2	4.6E-6	3.0E-8	5.2E-5	2.3E-5	1.8E-2	7.1E-4
1600	2.1E-2	4.4E-6	2.9E-8	5.2E-5	2.3E-5	1.8E-2	6.9E-4
1700	2.1E-2	4.2E-6	2.8E-8	5.2E-5	2.3E-5	1.7E-2	6.8E-4
1800	2.0E-2	4.1E-6	2.7E-8	5.2E-5	2.3E-5	1.7E-2	6.7E-4
1900	2.0E-2	3.9E-6	2.6E-8	5.2E-5	2.3E-5	1.6E-2	6.6E-4
2000	1.9E-2	3.8E-6	2.5E-8	5.2E-5	2.3E-5	1.6E-2	6.4E-4
2100	1.9E-2	3.6E-6	2.4E-8	5.2E-5	2.3E-5	1.6E-2	6.3E-4
2200	1.9E-2	3.5E-6	2.3E-8	5.2E-5	2.3E-5	1.5E-2	6.2E-4
2300	1.8E-2	3.4E-6	2.2E-8	5.1E-5	2.3E-5	1.5E-2	6.1E-4
2400	1.8E-2	3.3E-6	2.2E-8	5.1E-5	2.3E-5	1.5E-2	6.0E-4
2500	1.8E-2	3.1E-6	2.1E-8	5.1E-5	2.3E-5	1.4E-2	5.9E-4
2600	1.7E-2	3.0E-6	2.0E-8	5.1E-5	2.3E-5	1.4E-2	5.8E-4
2700	1.7E-2	2.9E-6	1.9E-8	5.1E-5	2.3E-5	1.4E-2	5.7E-4
2800	1.7E-2	2.8E-6	1.9E-8	5.1E-5	2.2E-5	1.4E-2	5.6E-4
2900	1.7E-2	2.7E-6	1.8E-8	5.1E-5	2.2E-5	1.3E-2	5.5E-4
3000	1.6E-2	2.6E-6	1.8E-8	5.1E-5	2.2E-5	1.3E-2	5.4E-4
3100	1.6E-2	2.6E-6	1.7E-8	5.1E-5	2.2E-5	1.3E-2	5.3E-4
3200	1.6E-2	2.5E-6	1.6E-8	5.1E-5	2.2E-5	1.3E-2	5.2E-4
3300	1.6E-2	2.4E-6	1.6E-8	5.1E-5	2.2E-5	1.2E-2	5.1E-4
3400	1.5E-2	2.3E-6	1.5E-8	5.1E-5	2.2E-5	1.2E-2	5.0E-4
3500	1.5E-2	2.2E-6	1.5E-8	5.0E-5	2.2E-5	1.2E-2	4.9E-4
3600	1.5E-2	2.2E-6	1.4E-8	5.0E-5	2.2E-5	1.2E-2	4.8E-4
3650	1.5E-2	2.1E-6	1.4E-8	5.0E-5	2.2E-5	1.2E-2	4.8E-4
4000	1.4E-2	1.9E-6	1.3E-8	5.0E-5	2.2E-5	1.1E-2	4.5E-4
5000	1.2E-2	1.4E-6	9.5E-9	4.9E-5	2.2E-5	9.5E-3	3.7E-4
6000	1.1E-2	1.1E-6	7.4E-9	4.8E-5	2.1E-5	8.3E-3	3.1E-4
7000	1.0E-2	9.0E-7	6.0E-9	4.8E-5	2.1E-5	7.4E-3	2.6E-4
8000	9.3E-3	7.5E-7	5.0E-9	4.7E-5	2.1E-5	6.7E-3	2.1E-4
9000	8.6E-3	6.4E-7	4.3E-9	4.6E-5	2.0E-5	6.1E-3	1.8E-4
10000	8.0E-3	5.6E-7	3.7E-9	4.5E-5	2.0E-5	5.6E-3	1.5E-4
11000	7.4E-3	5.0E-7	3.3E-9	4.4E-5	1.9E-5	5.1E-3	1.2E-4
12000	7.0E-3	4.5E-7	3.0E-9	4.3E-5	1.9E-5	4.7E-3	1.0E-4
13000	6.5E-3	4.1E-7	2.7E-9	4.3E-5	1.9E-5	4.3E-3	8.5E-5
14000	6.1E-3	3.8E-7	2.5E-9	4.2E-5	1.8E-5	4.0E-3	7.1E-5
15000	5.8E-3	3.4E-7	2.3E-9	4.1E-5	1.8E-5	3.6E-3	5.9E-5
