Radionuclide	Os-191
Route of Intake	Inhalation
Material	Aerosols Type M, fA=2E-3
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
56	2.8E-3	1.1E-5	6.5E-6	1.6E-5	2.3E-3	5.2E-5	5.6E-5
57	2.6E-3	1.0E-5	6.2E-6	1.6E-5	2.2E-3	5.0E-5	5.3E-5
58	2.5E-3	9.9E-6	5.9E-6	1.5E-5	2.1E-3	4.8E-5	5.1E-5
59	2.4E-3	9.4E-6	5.6E-6	1.4E-5	2.0E-3	4.6E-5	4.8E-5
60	2.3E-3	8.9E-6	5.3E-6	1.3E-5	1.9E-3	4.4E-5	4.6E-5
61	2.1E-3	8.4E-6	5.0E-6	1.3E-5	1.8E-3	4.2E-5	4.4E-5
62	2.0E-3	7.9E-6	4.7E-6	1.2E-5	1.7E-3	4.0E-5	4.2E-5
63	1.9E-3	7.5E-6	4.5E-6	1.1E-5	1.6E-3	3.8E-5	4.0E-5
64	1.8E-3	7.1E-6	4.2E-6	1.1E-5	1.6E-3	3.7E-5	3.8E-5
65	1.7E-3	6.7E-6	4.0E-6	1.0E-5	1.5E-3	3.5E-5	3.6E-5
66	1.7E-3	6.4E-6	3.8E-6	9.8E-6	1.4E-3	3.4E-5	3.4E-5
67	1.6E-3	6.1E-6	3.6E-6	9.3E-6	1.3E-3	3.2E-5	3.3E-5
68	1.5E-3	5.7E-6	3.4E-6	8.8E-6	1.3E-3	3.1E-5	3.1E-5
69	1.4E-3	5.4E-6	3.3E-6	8.4E-6	1.2E-3	3.0E-5	3.0E-5
70	1.4E-3	5.2E-6	3.1E-6	8.0E-6	1.1E-3	2.8E-5	2.8E-5
71	1.3E-3	4.9E-6	2.9E-6	7.6E-6	1.1E-3	2.7E-5	2.7E-5
72	1.2E-3	4.6E-6	2.8E-6	7.2E-6	1.0E-3	2.6E-5	2.6E-5
73	1.2E-3	4.4E-6	2.6E-6	6.8E-6	9.7E-4	2.5E-5	2.4E-5
74	1.1E-3	4.2E-6	2.5E-6	6.5E-6	9.2E-4	2.4E-5	2.3E-5
75	1.0E-3	3.9E-6	2.4E-6	6.2E-6	8.8E-4	2.3E-5	2.2E-5
76	9.9E-4	3.7E-6	2.2E-6	5.9E-6	8.3E-4	2.2E-5	2.1E-5
77	9.5E-4	3.6E-6	2.1E-6	5.6E-6	7.9E-4	2.1E-5	2.0E-5
78	9.0E-4	3.4E-6	2.0E-6	5.3E-6	7.5E-4	2.0E-5	1.9E-5
79	8.5E-4	3.2E-6	1.9E-6	5.0E-6	7.1E-4	1.9E-5	1.8E-5
80	8.1E-4	3.0E-6	1.8E-6	4.8E-6	6.8E-4	1.8E-5	1.7E-5
81	7.7E-4	2.9E-6	1.7E-6	4.5E-6	6.4E-4	1.8E-5	1.7E-5
82	7.3E-4	2.7E-6	1.6E-6	4.3E-6	6.1E-4	1.7E-5	1.6E-5
83	7.0E-4	2.6E-6	1.5E-6	4.1E-6	5.8E-4	1.6E-5	1.5E-5
84	6.6E-4	2.5E-6	1.5E-6	3.9E-6	5.5E-4	1.5E-5	1.4E-5
85	6.3E-4	2.3E-6	1.4E-6	3.7E-6	5.2E-4	1.5E-5	1.4E-5
86	6.0E-4	2.2E-6	1.3E-6	3.5E-6	5.0E-4	1.4E-5	1.3E-5
87	5.7E-4	2.1E-6	1.3E-6	3.4E-6	4.7E-4	1.4E-5	1.3E-5
88	5.4E-4	2.0E-6	1.2E-6	3.2E-6	4.5E-4	1.3E-5	1.2E-5
89	5.1E-4	1.9E-6	1.1E-6	3.0E-6	4.2E-4	1.2E-5	1.1E-5
90	4.9E-4	1.8E-6	1.1E-6	2.9E-6	4.0E-4	1.2E-5	1.1E-5
91	4.6E-4	1.7E-6	1.0E-6	2.7E-6	3.8E-4	1.1E-5	1.0E-5
92	4.4E-4	1.6E-6	9.6E-7	2.6E-6	3.6E-4	1.1E-5	9.9E-6
93	4.2E-4	1.5E-6	9.1E-7	2.5E-6	3.4E-4	1.1E-5	9.4E-6
94	4.0E-4	1.5E-6	8.6E-7	2.4E-6	3.3E-4	1.0E-5	9.0E-6
95	3.8E-4	1.4E-6	8.2E-7	2.2E-6	3.1E-4	9.6E-6	8.6E-6
96	3.6E-4	1.3E-6	7.8E-7	2.1E-6	3.0E-4	9.2E-6	8.2E-6
97	3.4E-4	1.2E-6	7.4E-7	2.0E-6	2.8E-4	8.8E-6	7.8E-6
98	3.2E-4	1.2E-6	7.0E-7	1.9E-6	2.7E-4	8.5E-6	7.4E-6
99	3.1E-4	1.1E-6	6.6E-7	1.8E-6	2.5E-4	8.1E-6	7.1E-6
100	2.9E-4	1.1E-6	6.3E-7	1.7E-6	2.4E-4	7.8E-6	6.8E-6
110	1.8E-4	6.4E-7	3.7E-7	1.1E-6	1.4E-4	5.0E-6	4.2E-6
120	1.1E-4	3.8E-7	2.2E-7	6.4E-7	8.5E-5	3.3E-6	2.6E-6
130	6.4E-5	2.3E-7	1.3E-7	3.9E-7	5.1E-5	2.1E-6	1.6E-6
140	3.9E-5	1.4E-7	7.7E-8	2.4E-7	3.0E-5	1.4E-6	1.0E-6
150	2.3E-5	8.1E-8	4.5E-8	1.4E-7	1.8E-5	8.8E-7	6.4E-7
160	1.4E-5	4.8E-8	2.7E-8	8.8E-8	1.1E-5	5.7E-7	4.0E-7
170	8.6E-6	2.9E-8	1.6E-8	5.4E-8	6.4E-6	3.7E-7	2.5E-7
180	5.2E-6	1.7E-8	9.4E-9	3.3E-8	3.8E-6	2.4E-7	1.5E-7
190	3.1E-6	1.0E-8	5.6E-9	2.0E-8	2.3E-6	1.5E-7	9.5E-8
200	1.9E-6	6.2E-9	3.3E-9	1.2E-8	1.4E-6	9.7E-8	5.9E-8
210	1.2E-6	3.7E-9	2.0E-9	7.6E-9	8.2E-7	6.2E-8	3.7E-8
220	7.0E-7	2.2E-9	1.2E-9	4.7E-9	4.9E-7	4.0E-8	2.3E-8
230	4.3E-7	1.3E-9	6.9E-10	2.9E-9	2.9E-7	2.6E-8	1.4E-8
240	2.6E-7	8.1E-10	4.1E-10	1.8E-9	1.7E-7	1.6E-8	8.8E-9
250	1.6E-7	4.8E-10	2.4E-10	1.1E-9	1.0E-7	1.1E-8	5.5E-9
260	9.6E-8	2.9E-10	1.4E-10	6.7E-10	6.2E-8	6.7E-9	3.4E-9
270	5.9E-8	1.7E-10	-	4.2E-10	3.7E-8	4.3E-9	2.1E-9
280	3.6E-8	1.0E-10	-	2.6E-10	2.2E-8	2.8E-9	1.3E-9
290	2.2E-8	-	-	1.6E-10	1.3E-8	1.8E-9	8.1E-10
300	1.3E-8	-	-	-	7.9E-9	1.1E-9	5.0E-10
310	8.2E-9	-	-	-	4.8E-9	7.2E-10	3.1E-10
320	5.0E-9	-	-	-	2.8E-9	4.6E-10	1.9E-10
330	3.1E-9	-	-	-	1.7E-9	2.9E-10	1.2E-10
340	1.9E-9	-	-	-	1.0E-9	1.9E-10	-
350	1.2E-9	-	-	-	6.1E-10	1.2E-10	-
360	7.1E-10	-	-	-	3.7E-10	-	-
365	5.6E-10	-	-	-	2.8E-10	-	-
370	4.4E-10	-	-	-	2.2E-10	-	-
380	2.7E-10	-	-	-	1.3E-10	-	-
390	1.7E-10	-	-	-	-	-	-
400	1.0E-10	-	-	-	-	-	-
