Radionuclide	Th-234
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
8.5	4.2E-1	-	-	1.2E-2	3.4E-1	4.9E-2	3.6E-3
9	4.1E-1	2.0E-4	7.3E-3	1.0E-2	3.3E-1	4.9E-2	3.6E-3
9.5	4.0E-1	-	-	9.4E-3	3.2E-1	4.9E-2	3.6E-3
10	3.9E-1	1.9E-4	5.9E-3	8.5E-3	3.2E-1	4.9E-2	3.6E-3
11	3.8E-1	1.8E-4	4.8E-3	7.0E-3	3.0E-1	4.9E-2	3.6E-3
12	3.6E-1	1.7E-4	3.9E-3	5.7E-3	2.9E-1	4.9E-2	3.5E-3
13	3.5E-1	1.6E-4	3.2E-3	4.8E-3	2.8E-1	4.9E-2	3.5E-3
14	3.4E-1	1.5E-4	2.6E-3	4.0E-3	2.7E-1	4.8E-2	3.5E-3
15	3.2E-1	1.4E-4	2.1E-3	3.4E-3	2.6E-1	4.8E-2	3.4E-3
16	3.1E-1	1.4E-4	1.8E-3	2.9E-3	2.5E-1	4.7E-2	3.4E-3
17	3.0E-1	1.3E-4	1.5E-3	2.5E-3	2.4E-1	4.7E-2	3.4E-3
18	2.9E-1	1.2E-4	1.3E-3	2.1E-3	2.3E-1	4.6E-2	3.3E-3
19	2.8E-1	1.2E-4	1.1E-3	1.9E-3	2.2E-1	4.6E-2	3.3E-3
20	2.7E-1	1.1E-4	9.3E-4	1.7E-3	2.1E-1	4.5E-2	3.3E-3
21	2.7E-1	1.1E-4	8.1E-4	1.5E-3	2.0E-1	4.5E-2	3.2E-3
22	2.6E-1	1.1E-4	7.1E-4	1.4E-3	2.0E-1	4.4E-2	3.2E-3
23	2.5E-1	1.0E-4	6.3E-4	1.2E-3	1.9E-1	4.4E-2	3.1E-3
24	2.4E-1	9.7E-5	5.7E-4	1.1E-3	1.8E-1	4.3E-2	3.1E-3
25	2.3E-1	9.3E-5	5.1E-4	1.1E-3	1.8E-1	4.3E-2	3.0E-3
26	2.3E-1	9.0E-5	4.7E-4	9.8E-4	1.7E-1	4.2E-2	3.0E-3
27	2.2E-1	8.6E-5	4.3E-4	9.2E-4	1.6E-1	4.1E-2	2.9E-3
28	2.1E-1	8.3E-5	4.0E-4	8.7E-4	1.6E-1	4.1E-2	2.9E-3
29	2.1E-1	8.0E-5	3.7E-4	8.2E-4	1.5E-1	4.0E-2	2.8E-3
30	2.0E-1	7.7E-5	3.5E-4	7.8E-4	1.5E-1	4.0E-2	2.8E-3
31	1.9E-1	7.4E-5	3.2E-4	7.5E-4	1.4E-1	3.9E-2	2.8E-3
32	1.9E-1	7.1E-5	3.1E-4	7.1E-4	1.4E-1	3.8E-2	2.7E-3
33	1.8E-1	6.9E-5	2.9E-4	6.8E-4	1.3E-1	3.8E-2	2.7E-3
34	1.8E-1	6.6E-5	2.8E-4	6.6E-4	1.3E-1	3.7E-2	2.6E-3
35	1.7E-1	6.4E-5	2.6E-4	6.3E-4	1.2E-1	3.6E-2	2.6E-3
36	1.7E-1	6.1E-5	2.5E-4	6.1E-4	1.2E-1	3.6E-2	2.5E-3
37	1.6E-1	5.9E-5	2.4E-4	5.9E-4	1.1E-1	3.5E-2	2.5E-3
38	1.6E-1	5.7E-5	2.3E-4	5.7E-4	1.1E-1	3.5E-2	2.4E-3
39	1.5E-1	5.5E-5	2.2E-4	5.5E-4	1.1E-1	3.4E-2	2.4E-3
40	1.5E-1	5.3E-5	2.1E-4	5.3E-4	1.0E-1	3.3E-2	2.4E-3
41	1.4E-1	5.1E-5	2.0E-4	5.1E-4	9.9E-2	3.3E-2	2.3E-3
42	1.4E-1	4.9E-5	1.9E-4	4.9E-4	9.6E-2	3.2E-2	2.3E-3
43	1.3E-1	4.7E-5	1.9E-4	4.8E-4	9.2E-2	3.2E-2	2.2E-3
44	1.3E-1	4.6E-5	1.8E-4	4.6E-4	8.9E-2	3.1E-2	2.2E-3
45	1.3E-1	4.4E-5	1.7E-4	4.5E-4	8.6E-2	3.1E-2	2.1E-3
46	1.2E-1	4.2E-5	1.7E-4	4.3E-4	8.3E-2	3.0E-2	2.1E-3
47	1.2E-1	4.1E-5	1.6E-4	4.2E-4	8.0E-2	2.9E-2	2.1E-3
48	1.2E-1	3.9E-5	1.5E-4	4.1E-4	7.7E-2	2.9E-2	2.0E-3
49	1.1E-1	3.8E-5	1.5E-4	3.9E-4	7.5E-2	2.8E-2	2.0E-3
50	1.1E-1	3.7E-5	1.4E-4	3.8E-4	7.2E-2	2.8E-2	1.9E-3
51	1.1E-1	3.5E-5	1.4E-4	3.7E-4	7.0E-2	2.7E-2	1.9E-3
52	1.0E-1	3.4E-5	1.3E-4	3.6E-4	6.7E-2	2.7E-2	1.9E-3
53	9.9E-2	3.3E-5	1.3E-4	3.5E-4	6.5E-2	2.6E-2	1.8E-3
54	9.6E-2	3.2E-5	1.2E-4	3.4E-4	6.2E-2	2.6E-2	1.8E-3
55	9.3E-2	3.1E-5	1.2E-4	3.3E-4	6.0E-2	2.5E-2	1.7E-3
56	9.1E-2	3.0E-5	1.1E-4	3.2E-4	5.8E-2	2.5E-2	1.7E-3
57	8.8E-2	2.8E-5	1.1E-4	3.1E-4	5.6E-2	2.4E-2	1.7E-3
58	8.5E-2	2.7E-5	1.1E-4	3.0E-4	5.4E-2	2.4E-2	1.6E-3
59	8.3E-2	2.6E-5	1.0E-4	2.9E-4	5.2E-2	2.3E-2	1.6E-3
60	8.0E-2	2.6E-5	9.9E-5	2.8E-4	5.0E-2	2.3E-2	1.6E-3
61	7.8E-2	2.5E-5	9.5E-5	2.7E-4	4.9E-2	2.2E-2	1.5E-3
62	7.6E-2	2.4E-5	9.2E-5	2.6E-4	4.7E-2	2.2E-2	1.5E-3
63	7.3E-2	2.3E-5	8.8E-5	2.5E-4	4.5E-2	2.1E-2	1.5E-3
64	7.1E-2	2.2E-5	8.5E-5	2.5E-4	4.4E-2	2.1E-2	1.4E-3
65	6.9E-2	2.1E-5	8.2E-5	2.4E-4	4.2E-2	2.0E-2	1.4E-3
66	6.7E-2	2.1E-5	7.9E-5	2.3E-4	4.1E-2	2.0E-2	1.4E-3
67	6.5E-2	2.0E-5	7.6E-5	2.2E-4	3.9E-2	2.0E-2	1.4E-3
68	6.3E-2	1.9E-5	7.4E-5	2.2E-4	3.8E-2	1.9E-2	1.3E-3
69	6.1E-2	1.8E-5	7.1E-5	2.1E-4	3.7E-2	1.9E-2	1.3E-3
70	5.9E-2	1.8E-5	6.8E-5	2.0E-4	3.5E-2	1.8E-2	1.3E-3
71	5.8E-2	1.7E-5	6.6E-5	2.0E-4	3.4E-2	1.8E-2	1.2E-3
72	5.6E-2	1.7E-5	6.4E-5	1.9E-4	3.3E-2	1.8E-2	1.2E-3
73	5.4E-2	1.6E-5	6.1E-5	1.9E-4	3.2E-2	1.7E-2	1.2E-3
74	5.3E-2	1.5E-5	5.9E-5	1.8E-4	3.1E-2	1.7E-2	1.2E-3
75	5.1E-2	1.5E-5	5.7E-5	1.7E-4	3.0E-2	1.6E-2	1.1E-3
76	5.0E-2	1.4E-5	5.5E-5	1.7E-4	2.9E-2	1.6E-2	1.1E-3
77	4.8E-2	1.4E-5	5.3E-5	1.6E-4	2.8E-2	1.6E-2	1.1E-3
78	4.7E-2	1.3E-5	5.1E-5	1.6E-4	2.7E-2	1.5E-2	1.1E-3
79	4.5E-2	1.3E-5	4.9E-5	1.5E-4	2.6E-2	1.5E-2	1.0E-3
80	4.4E-2	1.2E-5	4.7E-5	1.5E-4	2.5E-2	1.5E-2	1.0E-3
81	4.3E-2	1.2E-5	4.6E-5	1.5E-4	2.4E-2	1.4E-2	9.8E-4
82	4.1E-2	1.2E-5	4.4E-5	1.4E-4	2.3E-2	1.4E-2	9.6E-4
83	4.0E-2	1.1E-5	4.3E-5	1.4E-4	2.2E-2	1.4E-2	9.4E-4
84	3.9E-2	1.1E-5	4.1E-5	1.3E-4	2.1E-2	1.3E-2	9.1E-4
85	3.8E-2	1.0E-5	4.0E-5	1.3E-4	2.1E-2	1.3E-2	8.9E-4
86	3.7E-2	1.0E-5	3.8E-5	1.2E-4	2.0E-2	1.3E-2	8.7E-4
87	3.6E-2	9.8E-6	3.7E-5	1.2E-4	1.9E-2	1.2E-2	8.5E-4
88	3.5E-2	9.4E-6	3.5E-5	1.2E-4	1.9E-2	1.2E-2	8.3E-4
89	3.3E-2	9.1E-6	3.4E-5	1.1E-4	1.8E-2	1.2E-2	8.1E-4
90	3.2E-2	8.8E-6	3.3E-5	1.1E-4	1.7E-2	1.2E-2	7.9E-4
91	3.2E-2	8.5E-6	3.2E-5	1.1E-4	1.7E-2	1.1E-2	7.7E-4
92	3.1E-2	8.2E-6	3.1E-5	1.0E-4	1.6E-2	1.1E-2	7.6E-4
93	3.0E-2	7.9E-6	2.9E-5	1.0E-4	1.6E-2	1.1E-2	7.4E-4
94	2.9E-2	7.6E-6	2.8E-5	9.7E-5	1.5E-2	1.1E-2	7.2E-4
95	2.8E-2	7.4E-6	2.7E-5	9.4E-5	1.5E-2	1.0E-2	7.0E-4
96	2.7E-2	7.1E-6	2.6E-5	9.1E-5	1.4E-2	1.0E-2	6.9E-4
97	2.6E-2	6.9E-6	2.5E-5	8.9E-5	1.4E-2	9.9E-3	6.7E-4
98	2.6E-2	6.6E-6	2.5E-5	8.6E-5	1.3E-2	9.6E-3	6.5E-4
99	2.5E-2	6.4E-6	2.4E-5	8.3E-5	1.3E-2	9.4E-3	6.4E-4
100	2.4E-2	6.2E-6	2.3E-5	8.1E-5	1.2E-2	9.2E-3	6.2E-4
110	1.8E-2	4.3E-6	1.6E-5	6.0E-5	8.5E-3	7.2E-3	4.9E-4
120	1.3E-2	3.1E-6	1.1E-5	4.4E-5	6.0E-3	5.6E-3	3.8E-4
130	9.8E-3	2.2E-6	7.6E-6	3.2E-5	4.2E-3	4.4E-3	2.9E-4
140	7.3E-3	1.5E-6	5.3E-6	2.4E-5	2.9E-3	3.4E-3	2.3E-4
150	5.4E-3	1.1E-6	3.7E-6	1.8E-5	2.1E-3	2.6E-3	1.7E-4
160	4.0E-3	7.6E-7	2.5E-6	1.3E-5	1.4E-3	2.0E-3	1.3E-4
170	3.0E-3	5.4E-7	1.8E-6	9.6E-6	1.0E-3	1.6E-3	1.0E-4
180	2.2E-3	3.8E-7	1.2E-6	7.1E-6	7.1E-4	1.2E-3	7.8E-5
190	1.7E-3	2.7E-7	8.5E-7	5.3E-6	5.0E-4	9.1E-4	5.9E-5
200	1.2E-3	1.9E-7	5.9E-7	3.9E-6	3.5E-4	7.0E-4	4.5E-5
210	9.3E-4	1.4E-7	4.1E-7	2.9E-6	2.5E-4	5.3E-4	3.4E-5
220	6.9E-4	9.7E-8	2.9E-7	2.2E-6	1.7E-4	4.1E-4	2.6E-5
230	5.2E-4	6.9E-8	2.0E-7	1.6E-6	1.2E-4	3.1E-4	2.0E-5
240	3.8E-4	4.9E-8	1.4E-7	1.2E-6	8.6E-5	2.4E-4	1.5E-5
250	2.9E-4	3.5E-8	9.6E-8	8.9E-7	6.0E-5	1.8E-4	1.1E-5
260	2.1E-4	2.5E-8	6.7E-8	6.6E-7	4.2E-5	1.4E-4	8.5E-6
270	1.6E-4	1.8E-8	4.6E-8	4.9E-7	3.0E-5	1.0E-4	6.4E-6
280	1.2E-4	1.3E-8	3.2E-8	3.7E-7	2.1E-5	7.8E-5	4.8E-6
290	8.9E-5	9.1E-9	2.2E-8	2.7E-7	1.5E-5	5.9E-5	3.7E-6
300	6.7E-5	6.5E-9	1.6E-8	2.0E-7	1.0E-5	4.5E-5	2.8E-6
310	5.0E-5	4.7E-9	1.1E-8	1.5E-7	7.3E-6	3.4E-5	2.1E-6
320	3.7E-5	3.4E-9	7.6E-9	1.1E-7	5.2E-6	2.6E-5	1.6E-6
330	2.8E-5	2.4E-9	5.3E-9	8.4E-8	3.6E-6	1.9E-5	1.2E-6
340	2.1E-5	1.7E-9	3.7E-9	6.3E-8	2.6E-6	1.5E-5	8.8E-7
350	1.6E-5	1.3E-9	2.6E-9	4.7E-8	1.8E-6	1.1E-5	6.6E-7
360	1.2E-5	9.0E-10	1.8E-9	3.5E-8	1.3E-6	8.3E-6	5.0E-7
365	1.0E-5	7.7E-10	1.5E-9	3.0E-8	1.1E-6	7.2E-6	4.3E-7
370	8.8E-6	6.5E-10	1.3E-9	2.6E-8	9.0E-7	6.3E-6	3.8E-7
380	6.6E-6	4.7E-10	8.8E-10	1.9E-8	6.4E-7	4.7E-6	2.8E-7
390	4.9E-6	3.4E-10	6.2E-10	1.4E-8	4.5E-7	3.6E-6	2.1E-7
400	3.7E-6	2.5E-10	4.3E-10	1.1E-8	3.2E-7	2.7E-6	1.6E-7
410	2.7E-6	1.8E-10	3.0E-10	8.1E-9	2.2E-7	2.0E-6	1.2E-7
420	2.1E-6	1.3E-10	2.1E-10	6.0E-9	1.6E-7	1.5E-6	8.9E-8
430	1.5E-6	-	1.5E-10	4.5E-9	1.1E-7	1.1E-6	6.7E-8
440	1.2E-6	-	1.0E-10	3.4E-9	7.9E-8	8.7E-7	5.0E-8
450	8.6E-7	-	-	2.5E-9	5.6E-8	6.5E-7	3.8E-8
460	6.5E-7	-	-	1.9E-9	3.9E-8	4.9E-7	2.8E-8
470	4.9E-7	-	-	1.4E-9	2.8E-8	3.7E-7	2.1E-8
480	3.6E-7	-	-	1.0E-9	2.0E-8	2.8E-7	1.6E-8
490	2.7E-7	-	-	7.8E-10	1.4E-8	2.1E-7	1.2E-8
500	2.0E-7	-	-	5.8E-10	9.9E-9	1.6E-7	8.9E-9
510	1.5E-7	-	-	4.3E-10	7.0E-9	1.2E-7	6.7E-9
520	1.1E-7	-	-	3.2E-10	4.9E-9	8.9E-8	5.0E-9
530	8.6E-8	-	-	2.4E-10	3.5E-9	6.7E-8	3.8E-9
540	6.4E-8	-	-	1.8E-10	2.5E-9	5.0E-8	2.8E-9
550	4.8E-8	-	-	1.4E-10	1.8E-9	3.8E-8	2.1E-9
560	3.6E-8	-	-	-	1.2E-9	2.8E-8	1.6E-9
570	2.7E-8	-	-	-	8.8E-10	2.1E-8	1.2E-9
580	2.0E-8	-	-	-	6.3E-10	1.6E-8	8.9E-10
590	1.5E-8	-	-	-	4.4E-10	1.2E-8	6.6E-10
600	1.1E-8	-	-	-	3.2E-10	9.0E-9	5.0E-10
610	8.5E-9	-	-	-	2.2E-10	6.8E-9	3.7E-10
620	6.4E-9	-	-	-	1.6E-10	5.1E-9	2.8E-10
630	4.8E-9	-	-	-	1.1E-10	3.8E-9	2.1E-10
640	3.6E-9	-	-	-	-	2.9E-9	1.6E-10
650	2.7E-9	-	-	-	-	2.2E-9	1.2E-10
660	2.0E-9	-	-	-	-	1.6E-9	-
670	1.5E-9	-	-	-	-	1.2E-9	-
680	1.1E-9	-	-	-	-	9.1E-10	-
690	8.5E-10	-	-	-	-	6.8E-10	-
700	6.4E-10	-	-	-	-	5.1E-10	-
710	4.8E-10	-	-	-	-	3.9E-10	-
720	3.6E-10	-	-	-	-	2.9E-10	-
730	2.7E-10	-	-	-	-	2.2E-10	-
740	2.0E-10	-	-	-	-	1.6E-10	-
750	1.5E-10	-	-	-	-	1.2E-10	-
760	1.1E-10	-	-	-	-	-	-
