Radionuclide	Eu-154
Route of Intake	Inhalation
Material	Aerosols Type S, fA=5E-6
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
7.5	1.1E-1	-	-	1.9E-3	1.1E-1	4.4E-4	3.1E-4
8	1.1E-1	4.1E-6	1.3E-3	1.8E-3	1.1E-1	4.5E-4	3.1E-4
8.5	1.1E-1	-	-	1.6E-3	1.1E-1	4.5E-4	3.1E-4
9	1.1E-1	3.7E-6	1.0E-3	1.5E-3	1.1E-1	4.5E-4	3.2E-4
9.5	1.1E-1	-	-	1.4E-3	1.1E-1	4.5E-4	3.2E-4
10	1.1E-1	3.5E-6	8.8E-4	1.3E-3	1.1E-1	4.6E-4	3.2E-4
11	1.1E-1	3.4E-6	7.6E-4	1.1E-3	1.1E-1	4.6E-4	3.2E-4
12	1.1E-1	3.3E-6	6.6E-4	9.7E-4	1.1E-1	4.6E-4	3.2E-4
13	1.1E-1	3.2E-6	5.7E-4	8.6E-4	1.0E-1	4.7E-4	3.3E-4
14	1.1E-1	3.2E-6	5.1E-4	7.7E-4	1.0E-1	4.7E-4	3.3E-4
15	1.1E-1	3.1E-6	4.5E-4	6.9E-4	1.0E-1	4.8E-4	3.3E-4
16	1.1E-1	3.1E-6	4.1E-4	6.3E-4	1.0E-1	4.8E-4	3.3E-4
17	1.1E-1	3.0E-6	3.7E-4	5.8E-4	1.0E-1	4.9E-4	3.4E-4
18	1.0E-1	3.0E-6	3.4E-4	5.4E-4	1.0E-1	4.9E-4	3.4E-4
19	1.0E-1	3.0E-6	3.1E-4	5.0E-4	1.0E-1	4.9E-4	3.4E-4
20	1.0E-1	2.9E-6	2.9E-4	4.7E-4	1.0E-1	5.0E-4	3.4E-4
21	1.0E-1	2.9E-6	2.8E-4	4.5E-4	1.0E-1	5.0E-4	3.4E-4
22	1.0E-1	2.9E-6	2.6E-4	4.3E-4	1.0E-1	5.1E-4	3.5E-4
23	1.0E-1	2.8E-6	2.5E-4	4.2E-4	1.0E-1	5.1E-4	3.5E-4
24	1.0E-1	2.8E-6	2.4E-4	4.0E-4	1.0E-1	5.1E-4	3.5E-4
25	1.0E-1	2.8E-6	2.3E-4	3.9E-4	1.0E-1	5.2E-4	3.5E-4
26	1.0E-1	2.8E-6	2.3E-4	3.8E-4	1.0E-1	5.2E-4	3.6E-4
27	1.0E-1	2.8E-6	2.2E-4	3.7E-4	1.0E-1	5.3E-4	3.6E-4
28	1.0E-1	2.7E-6	2.2E-4	3.7E-4	1.0E-1	5.3E-4	3.6E-4
29	1.0E-1	2.7E-6	2.1E-4	3.6E-4	1.0E-1	5.4E-4	3.6E-4
30	1.0E-1	2.7E-6	2.1E-4	3.6E-4	1.0E-1	5.4E-4	3.6E-4
31	1.0E-1	2.7E-6	2.1E-4	3.5E-4	9.9E-2	5.4E-4	3.7E-4
32	1.0E-1	2.7E-6	2.0E-4	3.5E-4	9.9E-2	5.5E-4	3.7E-4
33	1.0E-1	2.7E-6	2.0E-4	3.5E-4	9.9E-2	5.5E-4	3.7E-4
34	1.0E-1	2.7E-6	2.0E-4	3.4E-4	9.9E-2	5.6E-4	3.7E-4
35	1.0E-1	2.7E-6	2.0E-4	3.4E-4	9.9E-2	5.6E-4	3.7E-4
36	1.0E-1	2.6E-6	2.0E-4	3.4E-4	9.8E-2	5.6E-4	3.8E-4
37	1.0E-1	2.6E-6	1.9E-4	3.4E-4	9.8E-2	5.7E-4	3.8E-4
38	1.0E-1	2.6E-6	1.9E-4	3.3E-4	9.8E-2	5.7E-4	3.8E-4
39	9.9E-2	2.6E-6	1.9E-4	3.3E-4	9.8E-2	5.8E-4	3.8E-4
40	9.9E-2	2.6E-6	1.9E-4	3.3E-4	9.7E-2	5.8E-4	3.9E-4
41	9.9E-2	2.6E-6	1.9E-4	3.3E-4	9.7E-2	5.8E-4	3.9E-4
42	9.9E-2	2.6E-6	1.9E-4	3.3E-4	9.7E-2	5.9E-4	3.9E-4
43	9.9E-2	2.6E-6	1.9E-4	3.3E-4	9.7E-2	5.9E-4	3.9E-4
44	9.8E-2	2.6E-6	1.9E-4	3.3E-4	9.7E-2	6.0E-4	3.9E-4
45	9.8E-2	2.6E-6	1.9E-4	3.2E-4	9.6E-2	6.0E-4	4.0E-4
46	9.8E-2	2.6E-6	1.9E-4	3.2E-4	9.6E-2	6.0E-4	4.0E-4
47	9.8E-2	2.6E-6	1.9E-4	3.2E-4	9.6E-2	6.1E-4	4.0E-4
48	9.8E-2	2.6E-6	1.8E-4	3.2E-4	9.6E-2	6.1E-4	4.0E-4
49	9.7E-2	2.6E-6	1.8E-4	3.2E-4	9.5E-2	6.2E-4	4.0E-4
50	9.7E-2	2.5E-6	1.8E-4	3.2E-4	9.5E-2	6.2E-4	4.1E-4
51	9.7E-2	2.5E-6	1.8E-4	3.2E-4	9.5E-2	6.2E-4	4.1E-4
52	9.7E-2	2.5E-6	1.8E-4	3.2E-4	9.5E-2	6.3E-4	4.1E-4
53	9.6E-2	2.5E-6	1.8E-4	3.2E-4	9.5E-2	6.3E-4	4.1E-4
54	9.6E-2	2.5E-6	1.8E-4	3.1E-4	9.4E-2	6.4E-4	4.1E-4
55	9.6E-2	2.5E-6	1.8E-4	3.1E-4	9.4E-2	6.4E-4	4.2E-4
56	9.6E-2	2.5E-6	1.8E-4	3.1E-4	9.4E-2	6.4E-4	4.2E-4
57	9.6E-2	2.5E-6	1.8E-4	3.1E-4	9.4E-2	6.5E-4	4.2E-4
58	9.5E-2	2.5E-6	1.8E-4	3.1E-4	9.4E-2	6.5E-4	4.2E-4
59	9.5E-2	2.5E-6	1.8E-4	3.1E-4	9.3E-2	6.6E-4	4.2E-4
60	9.5E-2	2.5E-6	1.8E-4	3.1E-4	9.3E-2	6.6E-4	4.3E-4
61	9.5E-2	2.5E-6	1.8E-4	3.1E-4	9.3E-2	6.6E-4	4.3E-4
62	9.5E-2	2.5E-6	1.8E-4	3.1E-4	9.3E-2	6.7E-4	4.3E-4
63	9.4E-2	2.5E-6	1.8E-4	3.1E-4	9.3E-2	6.7E-4	4.3E-4
64	9.4E-2	2.5E-6	1.8E-4	3.0E-4	9.2E-2	6.7E-4	4.3E-4
65	9.4E-2	2.5E-6	1.7E-4	3.0E-4	9.2E-2	6.8E-4	4.4E-4
66	9.4E-2	2.5E-6	1.7E-4	3.0E-4	9.2E-2	6.8E-4	4.4E-4
67	9.4E-2	2.5E-6	1.7E-4	3.0E-4	9.2E-2	6.9E-4	4.4E-4
68	9.3E-2	2.5E-6	1.7E-4	3.0E-4	9.2E-2	6.9E-4	4.4E-4
69	9.3E-2	2.5E-6	1.7E-4	3.0E-4	9.1E-2	6.9E-4	4.4E-4
70	9.3E-2	2.5E-6	1.7E-4	3.0E-4	9.1E-2	7.0E-4	4.4E-4
71	9.3E-2	2.5E-6	1.7E-4	3.0E-4	9.1E-2	7.0E-4	4.5E-4
72	9.3E-2	2.5E-6	1.7E-4	3.0E-4	9.1E-2	7.0E-4	4.5E-4
73	9.2E-2	2.5E-6	1.7E-4	3.0E-4	9.1E-2	7.1E-4	4.5E-4
74	9.2E-2	2.5E-6	1.7E-4	2.9E-4	9.0E-2	7.1E-4	4.5E-4
75	9.2E-2	2.4E-6	1.7E-4	2.9E-4	9.0E-2	7.2E-4	4.5E-4
76	9.2E-2	2.4E-6	1.7E-4	2.9E-4	9.0E-2	7.2E-4	4.6E-4
77	9.2E-2	2.4E-6	1.7E-4	2.9E-4	9.0E-2	7.2E-4	4.6E-4
78	9.2E-2	2.4E-6	1.7E-4	2.9E-4	9.0E-2	7.3E-4	4.6E-4
79	9.1E-2	2.4E-6	1.7E-4	2.9E-4	8.9E-2	7.3E-4	4.6E-4
80	9.1E-2	2.4E-6	1.7E-4	2.9E-4	8.9E-2	7.3E-4	4.6E-4
81	9.1E-2	2.4E-6	1.7E-4	2.9E-4	8.9E-2	7.4E-4	4.6E-4
82	9.1E-2	2.4E-6	1.6E-4	2.9E-4	8.9E-2	7.4E-4	4.7E-4
83	9.1E-2	2.4E-6	1.6E-4	2.9E-4	8.9E-2	7.5E-4	4.7E-4
84	9.0E-2	2.4E-6	1.6E-4	2.9E-4	8.8E-2	7.5E-4	4.7E-4
85	9.0E-2	2.4E-6	1.6E-4	2.8E-4	8.8E-2	7.5E-4	4.7E-4
86	9.0E-2	2.4E-6	1.6E-4	2.8E-4	8.8E-2	7.6E-4	4.7E-4
87	9.0E-2	2.4E-6	1.6E-4	2.8E-4	8.8E-2	7.6E-4	4.7E-4
88	9.0E-2	2.4E-6	1.6E-4	2.8E-4	8.8E-2	7.6E-4	4.8E-4
89	8.9E-2	2.4E-6	1.6E-4	2.8E-4	8.7E-2	7.7E-4	4.8E-4
90	8.9E-2	2.4E-6	1.6E-4	2.8E-4	8.7E-2	7.7E-4	4.8E-4
91	8.9E-2	2.4E-6	1.6E-4	2.8E-4	8.7E-2	7.8E-4	4.8E-4
92	8.9E-2	2.4E-6	1.6E-4	2.8E-4	8.7E-2	7.8E-4	4.8E-4
93	8.9E-2	2.4E-6	1.6E-4	2.8E-4	8.7E-2	7.8E-4	4.8E-4
94	8.9E-2	2.4E-6	1.6E-4	2.8E-4	8.7E-2	7.9E-4	4.9E-4
95	8.8E-2	2.4E-6	1.6E-4	2.8E-4	8.6E-2	7.9E-4	4.9E-4
96	8.8E-2	2.4E-6	1.6E-4	2.7E-4	8.6E-2	7.9E-4	4.9E-4
97	8.8E-2	2.4E-6	1.6E-4	2.7E-4	8.6E-2	8.0E-4	4.9E-4
98	8.8E-2	2.4E-6	1.6E-4	2.7E-4	8.6E-2	8.0E-4	4.9E-4
99	8.8E-2	2.4E-6	1.6E-4	2.7E-4	8.6E-2	8.0E-4	4.9E-4
100	8.8E-2	2.4E-6	1.6E-4	2.7E-4	8.5E-2	8.1E-4	5.0E-4
110	8.6E-2	2.3E-6	1.5E-4	2.6E-4	8.4E-2	8.4E-4	5.1E-4
120	8.4E-2	2.3E-6	1.5E-4	2.5E-4	8.2E-2	8.8E-4	5.3E-4
130	8.2E-2	2.3E-6	1.4E-4	2.5E-4	8.0E-2	9.1E-4	5.4E-4
140	8.1E-2	2.3E-6	1.4E-4	2.4E-4	7.9E-2	9.5E-4	5.6E-4
150	7.9E-2	2.2E-6	1.3E-4	2.3E-4	7.7E-2	9.8E-4	5.7E-4
160	7.8E-2	2.2E-6	1.3E-4	2.2E-4	7.6E-2	1.0E-3	5.8E-4
170	7.6E-2	2.2E-6	1.2E-4	2.2E-4	7.4E-2	1.0E-3	6.0E-4
180	7.5E-2	2.1E-6	1.2E-4	2.1E-4	7.3E-2	1.1E-3	6.1E-4
190	7.4E-2	2.1E-6	1.2E-4	2.0E-4	7.1E-2	1.1E-3	6.2E-4
200	7.2E-2	2.1E-6	1.1E-4	2.0E-4	7.0E-2	1.1E-3	6.3E-4
210	7.1E-2	2.1E-6	1.1E-4	1.9E-4	6.9E-2	1.2E-3	6.4E-4
220	7.0E-2	2.1E-6	1.0E-4	1.8E-4	6.7E-2	1.2E-3	6.5E-4
230	6.9E-2	2.0E-6	1.0E-4	1.8E-4	6.6E-2	1.2E-3	6.6E-4
240	6.7E-2	2.0E-6	9.8E-5	1.7E-4	6.5E-2	1.2E-3	6.7E-4
250	6.6E-2	2.0E-6	9.4E-5	1.7E-4	6.4E-2	1.3E-3	6.8E-4
260	6.5E-2	2.0E-6	9.1E-5	1.6E-4	6.3E-2	1.3E-3	6.8E-4
270	6.4E-2	1.9E-6	8.8E-5	1.6E-4	6.1E-2	1.3E-3	6.9E-4
280	6.3E-2	1.9E-6	8.5E-5	1.5E-4	6.0E-2	1.4E-3	7.0E-4
290	6.2E-2	1.9E-6	8.3E-5	1.5E-4	5.9E-2	1.4E-3	7.1E-4
300	6.1E-2	1.9E-6	8.0E-5	1.4E-4	5.8E-2	1.4E-3	7.1E-4
310	6.0E-2	1.9E-6	7.7E-5	1.4E-4	5.7E-2	1.4E-3	7.2E-4
320	5.9E-2	1.9E-6	7.5E-5	1.3E-4	5.7E-2	1.5E-3	7.3E-4
330	5.8E-2	1.8E-6	7.2E-5	1.3E-4	5.6E-2	1.5E-3	7.3E-4
340	5.8E-2	1.8E-6	7.0E-5	1.3E-4	5.5E-2	1.5E-3	7.4E-4
350	5.7E-2	1.8E-6	6.8E-5	1.2E-4	5.4E-2	1.5E-3	7.4E-4
360	5.6E-2	1.8E-6	6.6E-5	1.2E-4	5.3E-2	1.5E-3	7.5E-4
365	5.6E-2	1.8E-6	6.5E-5	1.2E-4	5.3E-2	1.6E-3	7.5E-4
370	5.5E-2	1.8E-6	6.3E-5	1.1E-4	5.2E-2	1.6E-3	7.5E-4
380	5.4E-2	1.8E-6	6.1E-5	1.1E-4	5.1E-2	1.6E-3	7.5E-4
390	5.4E-2	1.7E-6	5.9E-5	1.1E-4	5.1E-2	1.6E-3	7.6E-4
400	5.3E-2	1.7E-6	5.7E-5	1.0E-4	5.0E-2	1.6E-3	7.6E-4
410	5.2E-2	1.7E-6	5.6E-5	1.0E-4	4.9E-2	1.7E-3	7.6E-4
420	5.2E-2	1.7E-6	5.4E-5	9.8E-5	4.9E-2	1.7E-3	7.7E-4
430	5.1E-2	1.7E-6	5.2E-5	9.5E-5	4.8E-2	1.7E-3	7.7E-4
440	5.0E-2	1.7E-6	5.0E-5	9.2E-5	4.7E-2	1.7E-3	7.7E-4
450	5.0E-2	1.7E-6	4.9E-5	8.9E-5	4.7E-2	1.7E-3	7.8E-4
460	4.9E-2	1.6E-6	4.7E-5	8.7E-5	4.6E-2	1.8E-3	7.8E-4
470	4.8E-2	1.6E-6	4.6E-5	8.4E-5	4.5E-2	1.8E-3	7.8E-4
480	4.8E-2	1.6E-6	4.4E-5	8.1E-5	4.5E-2	1.8E-3	7.8E-4
490	4.7E-2	1.6E-6	4.3E-5	7.9E-5	4.4E-2	1.8E-3	7.8E-4
500	4.7E-2	1.6E-6	4.1E-5	7.7E-5	4.4E-2	1.8E-3	7.9E-4
510	4.6E-2	1.6E-6	4.0E-5	7.4E-5	4.3E-2	1.8E-3	7.9E-4
520	4.6E-2	1.6E-6	3.9E-5	7.2E-5	4.3E-2	1.9E-3	7.9E-4
530	4.5E-2	1.6E-6	3.7E-5	7.0E-5	4.2E-2	1.9E-3	7.9E-4
540	4.5E-2	1.5E-6	3.6E-5	6.8E-5	4.2E-2	1.9E-3	7.9E-4
550	4.4E-2	1.5E-6	3.5E-5	6.6E-5	4.1E-2	1.9E-3	7.9E-4
560	4.4E-2	1.5E-6	3.4E-5	6.4E-5	4.1E-2	1.9E-3	7.9E-4
570	4.3E-2	1.5E-6	3.3E-5	6.2E-5	4.0E-2	1.9E-3	7.9E-4
580	4.3E-2	1.5E-6	3.2E-5	6.0E-5	4.0E-2	2.0E-3	7.9E-4
590	4.3E-2	1.5E-6	3.1E-5	5.8E-5	3.9E-2	2.0E-3	7.9E-4
600	4.2E-2	1.5E-6	3.0E-5	5.7E-5	3.9E-2	2.0E-3	7.9E-4
610	4.2E-2	1.5E-6	2.9E-5	5.5E-5	3.8E-2	2.0E-3	7.9E-4
620	4.1E-2	1.5E-6	2.8E-5	5.3E-5	3.8E-2	2.0E-3	7.9E-4
630	4.1E-2	1.5E-6	2.7E-5	5.2E-5	3.8E-2	2.0E-3	7.9E-4
640	4.1E-2	1.4E-6	2.6E-5	5.0E-5	3.7E-2	2.1E-3	7.9E-4
650	4.0E-2	1.4E-6	2.5E-5	4.9E-5	3.7E-2	2.1E-3	7.9E-4
660	4.0E-2	1.4E-6	2.4E-5	4.8E-5	3.7E-2	2.1E-3	7.9E-4
670	4.0E-2	1.4E-6	2.4E-5	4.6E-5	3.6E-2	2.1E-3	7.9E-4
680	3.9E-2	1.4E-6	2.3E-5	4.5E-5	3.6E-2	2.1E-3	7.9E-4
690	3.9E-2	1.4E-6	2.2E-5	4.4E-5	3.5E-2	2.1E-3	7.9E-4
700	3.9E-2	1.4E-6	2.1E-5	4.2E-5	3.5E-2	2.1E-3	7.9E-4
710	3.8E-2	1.4E-6	2.1E-5	4.1E-5	3.5E-2	2.1E-3	7.9E-4
720	3.8E-2	1.4E-6	2.0E-5	4.0E-5	3.5E-2	2.2E-3	7.9E-4
730	3.8E-2	1.4E-6	1.9E-5	3.9E-5	3.4E-2	2.2E-3	7.9E-4
740	3.7E-2	1.4E-6	1.9E-5	3.8E-5	3.4E-2	2.2E-3	7.8E-4
750	3.7E-2	1.4E-6	1.8E-5	3.7E-5	3.4E-2	2.2E-3	7.8E-4
760	3.7E-2	1.4E-6	1.8E-5	3.6E-5	3.3E-2	2.2E-3	7.8E-4
770	3.7E-2	1.3E-6	1.7E-5	3.5E-5	3.3E-2	2.2E-3	7.8E-4
780	3.6E-2	1.3E-6	1.6E-5	3.4E-5	3.3E-2	2.2E-3	7.8E-4
790	3.6E-2	1.3E-6	1.6E-5	3.3E-5	3.3E-2	2.2E-3	7.8E-4
800	3.6E-2	1.3E-6	1.5E-5	3.2E-5	3.2E-2	2.3E-3	7.8E-4
810	3.6E-2	1.3E-6	1.5E-5	3.1E-5	3.2E-2	2.3E-3	7.8E-4
820	3.5E-2	1.3E-6	1.4E-5	3.0E-5	3.2E-2	2.3E-3	7.7E-4
830	3.5E-2	1.3E-6	1.4E-5	3.0E-5	3.2E-2	2.3E-3	7.7E-4
840	3.5E-2	1.3E-6	1.3E-5	2.9E-5	3.1E-2	2.3E-3	7.7E-4
850	3.5E-2	1.3E-6	1.3E-5	2.8E-5	3.1E-2	2.3E-3	7.7E-4
860	3.4E-2	1.3E-6	1.3E-5	2.7E-5	3.1E-2	2.3E-3	7.7E-4
870	3.4E-2	1.3E-6	1.2E-5	2.7E-5	3.1E-2	2.3E-3	7.7E-4
880	3.4E-2	1.3E-6	1.2E-5	2.6E-5	3.0E-2	2.3E-3	7.6E-4
890	3.4E-2	1.3E-6	1.1E-5	2.5E-5	3.0E-2	2.4E-3	7.6E-4
900	3.4E-2	1.3E-6	1.1E-5	2.5E-5	3.0E-2	2.4E-3	7.6E-4
910	3.3E-2	1.3E-6	1.1E-5	2.4E-5	3.0E-2	2.4E-3	7.6E-4
920	3.3E-2	1.3E-6	1.0E-5	2.4E-5	3.0E-2	2.4E-3	7.6E-4
930	3.3E-2	1.2E-6	1.0E-5	2.3E-5	2.9E-2	2.4E-3	7.6E-4
940	3.3E-2	1.2E-6	9.7E-6	2.2E-5	2.9E-2	2.4E-3	7.5E-4
950	3.3E-2	1.2E-6	9.4E-6	2.2E-5	2.9E-2	2.4E-3	7.5E-4
960	3.3E-2	1.2E-6	9.1E-6	2.1E-5	2.9E-2	2.4E-3	7.5E-4
970	3.2E-2	1.2E-6	8.8E-6	2.1E-5	2.9E-2	2.4E-3	7.5E-4
980	3.2E-2	1.2E-6	8.5E-6	2.0E-5	2.8E-2	2.4E-3	7.5E-4
990	3.2E-2	1.2E-6	8.3E-6	2.0E-5	2.8E-2	2.4E-3	7.4E-4
1000	3.2E-2	1.2E-6	8.0E-6	2.0E-5	2.8E-2	2.5E-3	7.4E-4
1010	3.2E-2	1.2E-6	7.7E-6	1.9E-5	2.8E-2	2.5E-3	7.4E-4
1020	3.2E-2	1.2E-6	7.5E-6	1.9E-5	2.8E-2	2.5E-3	7.4E-4
1030	3.1E-2	1.2E-6	7.3E-6	1.8E-5	2.8E-2	2.5E-3	7.4E-4
1040	3.1E-2	1.2E-6	7.0E-6	1.8E-5	2.8E-2	2.5E-3	7.4E-4
1050	3.1E-2	1.2E-6	6.8E-6	1.7E-5	2.7E-2	2.5E-3	7.3E-4
1060	3.1E-2	1.2E-6	6.6E-6	1.7E-5	2.7E-2	2.5E-3	7.3E-4
1070	3.1E-2	1.2E-6	6.4E-6	1.7E-5	2.7E-2	2.5E-3	7.3E-4
1080	3.1E-2	1.2E-6	6.2E-6	1.6E-5	2.7E-2	2.5E-3	7.3E-4
1090	3.0E-2	1.2E-6	6.0E-6	1.6E-5	2.7E-2	2.5E-3	7.3E-4
1095	3.0E-2	1.2E-6	5.9E-6	1.6E-5	2.7E-2	2.5E-3	7.2E-4
1100	3.0E-2	1.2E-6	5.8E-6	1.6E-5	2.7E-2	2.5E-3	7.2E-4
1200	2.9E-2	1.1E-6	4.2E-6	1.3E-5	2.5E-2	2.6E-3	7.0E-4
1300	2.8E-2	1.1E-6	3.1E-6	1.1E-5	2.4E-2	2.7E-3	6.8E-4
1400	2.7E-2	1.1E-6	2.2E-6	9.7E-6	2.3E-2	2.7E-3	6.6E-4
1500	2.6E-2	1.0E-6	1.6E-6	8.7E-6	2.2E-2	2.8E-3	6.4E-4
1600	2.5E-2	1.0E-6	1.2E-6	8.0E-6	2.1E-2	2.8E-3	6.2E-4
1700	2.5E-2	9.7E-7	9.2E-7	7.5E-6	2.1E-2	2.8E-3	6.1E-4
1800	2.4E-2	9.5E-7	7.0E-7	7.1E-6	2.0E-2	2.9E-3	5.9E-4
1900	2.3E-2	9.2E-7	5.4E-7	6.8E-6	1.9E-2	2.9E-3	5.7E-4
2000	2.3E-2	9.0E-7	4.3E-7	6.6E-6	1.9E-2	2.9E-3	5.6E-4
2100	2.2E-2	8.8E-7	3.5E-7	6.5E-6	1.8E-2	2.9E-3	5.4E-4
2200	2.1E-2	8.6E-7	2.8E-7	6.4E-6	1.7E-2	2.9E-3	5.3E-4
2300	2.1E-2	8.4E-7	2.4E-7	6.3E-6	1.7E-2	2.9E-3	5.1E-4
2400	2.0E-2	8.2E-7	2.1E-7	6.2E-6	1.6E-2	2.9E-3	5.0E-4
2500	2.0E-2	8.0E-7	1.8E-7	6.1E-6	1.6E-2	2.9E-3	4.9E-4
2600	1.9E-2	7.8E-7	1.6E-7	6.1E-6	1.5E-2	2.9E-3	4.8E-4
2700	1.9E-2	7.6E-7	1.5E-7	6.0E-6	1.5E-2	2.9E-3	4.6E-4
2800	1.8E-2	7.4E-7	1.4E-7	5.9E-6	1.4E-2	2.9E-3	4.5E-4
2900	1.8E-2	7.2E-7	1.3E-7	5.9E-6	1.4E-2	2.9E-3	4.4E-4
3000	1.7E-2	7.0E-7	1.2E-7	5.8E-6	1.3E-2	2.9E-3	4.3E-4
3100	1.7E-2	6.9E-7	1.2E-7	5.8E-6	1.3E-2	2.9E-3	4.2E-4
3200	1.6E-2	6.7E-7	1.1E-7	5.7E-6	1.3E-2	2.9E-3	4.1E-4
3300	1.6E-2	6.5E-7	1.1E-7	5.7E-6	1.2E-2	2.9E-3	4.0E-4
3400	1.5E-2	6.4E-7	1.1E-7	5.6E-6	1.2E-2	2.8E-3	3.9E-4
3500	1.5E-2	6.2E-7	1.0E-7	5.6E-6	1.1E-2	2.8E-3	3.8E-4
3600	1.5E-2	6.0E-7	1.0E-7	5.5E-6	1.1E-2	2.8E-3	3.7E-4
3650	1.4E-2	6.0E-7	9.8E-8	5.5E-6	1.1E-2	2.8E-3	3.6E-4
4000	1.3E-2	5.5E-7	8.9E-8	5.3E-6	9.8E-3	2.7E-3	3.3E-4
5000	1.0E-2	4.2E-7	6.9E-8	4.6E-6	7.1E-3	2.4E-3	2.6E-4
6000	7.6E-3	3.3E-7	5.3E-8	3.9E-6	5.1E-3	2.1E-3	2.0E-4
7000	5.8E-3	2.5E-7	4.1E-8	3.3E-6	3.7E-3	1.8E-3	1.5E-4
8000	4.4E-3	1.9E-7	3.1E-8	2.7E-6	2.7E-3	1.5E-3	1.2E-4
9000	3.4E-3	1.5E-7	2.4E-8	2.2E-6	2.0E-3	1.2E-3	9.0E-5
10000	2.6E-3	1.1E-7	1.8E-8	1.8E-6	1.4E-3	1.0E-3	6.8E-5
11000	2.0E-3	8.4E-8	1.4E-8	1.4E-6	1.0E-3	8.1E-4	5.2E-5
12000	1.5E-3	6.4E-8	1.0E-8	1.2E-6	7.5E-4	6.6E-4	4.0E-5
13000	1.1E-3	4.9E-8	8.0E-9	9.2E-7	5.4E-4	5.3E-4	3.0E-5
14000	8.8E-4	3.7E-8	6.1E-9	7.2E-7	3.9E-4	4.2E-4	2.3E-5
15000	6.7E-4	2.8E-8	4.6E-9	5.7E-7	2.9E-4	3.4E-4	1.7E-5
16000	5.1E-4	2.2E-8	3.5E-9	4.5E-7	2.1E-4	2.7E-4	1.3E-5
