Radionuclide	Ni-63
Route of Intake	Inhalation
Material	Aerosols Type S, Nickel oxide, fA=5E-4
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
16	4.1E-1	3.0E-5	2.0E-3	3.1E-3	4.0E-1	2.0E-5	3.8E-5
17	4.1E-1	2.9E-5	1.8E-3	2.8E-3	4.0E-1	2.0E-5	3.8E-5
18	4.1E-1	2.9E-5	1.6E-3	2.5E-3	4.0E-1	2.0E-5	3.8E-5
19	4.0E-1	2.9E-5	1.5E-3	2.3E-3	4.0E-1	2.0E-5	3.9E-5
20	4.0E-1	2.9E-5	1.3E-3	2.1E-3	4.0E-1	2.0E-5	3.9E-5
21	4.0E-1	2.9E-5	1.2E-3	2.0E-3	4.0E-1	2.0E-5	3.9E-5
22	4.0E-1	2.8E-5	1.2E-3	1.9E-3	4.0E-1	2.0E-5	3.9E-5
23	4.0E-1	2.8E-5	1.1E-3	1.8E-3	4.0E-1	2.0E-5	3.9E-5
24	4.0E-1	2.8E-5	1.0E-3	1.7E-3	3.9E-1	2.0E-5	3.9E-5
25	4.0E-1	2.8E-5	9.8E-4	1.6E-3	3.9E-1	2.1E-5	4.0E-5
26	4.0E-1	2.8E-5	9.4E-4	1.6E-3	3.9E-1	2.1E-5	4.0E-5
27	3.9E-1	2.8E-5	9.1E-4	1.5E-3	3.9E-1	2.1E-5	4.0E-5
28	3.9E-1	2.8E-5	8.8E-4	1.5E-3	3.9E-1	2.1E-5	4.0E-5
29	3.9E-1	2.8E-5	8.6E-4	1.5E-3	3.9E-1	2.1E-5	4.0E-5
30	3.9E-1	2.8E-5	8.4E-4	1.4E-3	3.9E-1	2.1E-5	4.1E-5
31	3.9E-1	2.8E-5	8.2E-4	1.4E-3	3.9E-1	2.1E-5	4.1E-5
32	3.9E-1	2.8E-5	8.1E-4	1.4E-3	3.9E-1	2.1E-5	4.1E-5
33	3.9E-1	2.8E-5	8.0E-4	1.4E-3	3.9E-1	2.1E-5	4.1E-5
34	3.9E-1	2.8E-5	7.9E-4	1.4E-3	3.9E-1	2.1E-5	4.1E-5
35	3.9E-1	2.7E-5	7.8E-4	1.4E-3	3.8E-1	2.1E-5	4.1E-5
36	3.9E-1	2.7E-5	7.7E-4	1.3E-3	3.8E-1	2.1E-5	4.2E-5
37	3.9E-1	2.7E-5	7.7E-4	1.3E-3	3.8E-1	2.2E-5	4.2E-5
38	3.9E-1	2.7E-5	7.6E-4	1.3E-3	3.8E-1	2.2E-5	4.2E-5
39	3.8E-1	2.7E-5	7.6E-4	1.3E-3	3.8E-1	2.2E-5	4.2E-5
40	3.8E-1	2.7E-5	7.5E-4	1.3E-3	3.8E-1	2.2E-5	4.2E-5
41	3.8E-1	2.7E-5	7.5E-4	1.3E-3	3.8E-1	2.2E-5	4.3E-5
42	3.8E-1	2.7E-5	7.4E-4	1.3E-3	3.8E-1	2.2E-5	4.3E-5
43	3.8E-1	2.7E-5	7.4E-4	1.3E-3	3.8E-1	2.2E-5	4.3E-5
44	3.8E-1	2.7E-5	7.4E-4	1.3E-3	3.8E-1	2.2E-5	4.3E-5
45	3.8E-1	2.7E-5	7.3E-4	1.3E-3	3.8E-1	2.2E-5	4.3E-5
46	3.8E-1	2.7E-5	7.3E-4	1.3E-3	3.8E-1	2.2E-5	4.3E-5
47	3.8E-1	2.7E-5	7.3E-4	1.3E-3	3.8E-1	2.2E-5	4.4E-5
48	3.8E-1	2.7E-5	7.3E-4	1.3E-3	3.7E-1	2.2E-5	4.4E-5
49	3.8E-1	2.7E-5	7.2E-4	1.3E-3	3.7E-1	2.2E-5	4.4E-5
50	3.8E-1	2.7E-5	7.2E-4	1.3E-3	3.7E-1	2.3E-5	4.4E-5
51	3.8E-1	2.7E-5	7.2E-4	1.3E-3	3.7E-1	2.3E-5	4.4E-5
52	3.7E-1	2.7E-5	7.2E-4	1.3E-3	3.7E-1	2.3E-5	4.5E-5
53	3.7E-1	2.7E-5	7.1E-4	1.2E-3	3.7E-1	2.3E-5	4.5E-5
54	3.7E-1	2.7E-5	7.1E-4	1.2E-3	3.7E-1	2.3E-5	4.5E-5
55	3.7E-1	2.7E-5	7.1E-4	1.2E-3	3.7E-1	2.3E-5	4.5E-5
56	3.7E-1	2.7E-5	7.1E-4	1.2E-3	3.7E-1	2.3E-5	4.5E-5
57	3.7E-1	2.6E-5	7.0E-4	1.2E-3	3.7E-1	2.3E-5	4.5E-5
58	3.7E-1	2.6E-5	7.0E-4	1.2E-3	3.7E-1	2.3E-5	4.6E-5
59	3.7E-1	2.6E-5	7.0E-4	1.2E-3	3.7E-1	2.3E-5	4.6E-5
60	3.7E-1	2.6E-5	7.0E-4	1.2E-3	3.7E-1	2.3E-5	4.6E-5
61	3.7E-1	2.6E-5	6.9E-4	1.2E-3	3.7E-1	2.3E-5	4.6E-5
62	3.7E-1	2.6E-5	6.9E-4	1.2E-3	3.6E-1	2.4E-5	4.6E-5
63	3.7E-1	2.6E-5	6.9E-4	1.2E-3	3.6E-1	2.4E-5	4.6E-5
64	3.7E-1	2.6E-5	6.9E-4	1.2E-3	3.6E-1	2.4E-5	4.7E-5
65	3.6E-1	2.6E-5	6.9E-4	1.2E-3	3.6E-1	2.4E-5	4.7E-5
66	3.6E-1	2.6E-5	6.8E-4	1.2E-3	3.6E-1	2.4E-5	4.7E-5
67	3.6E-1	2.6E-5	6.8E-4	1.2E-3	3.6E-1	2.4E-5	4.7E-5
68	3.6E-1	2.6E-5	6.8E-4	1.2E-3	3.6E-1	2.4E-5	4.7E-5
69	3.6E-1	2.6E-5	6.8E-4	1.2E-3	3.6E-1	2.4E-5	4.7E-5
70	3.6E-1	2.6E-5	6.8E-4	1.2E-3	3.6E-1	2.4E-5	4.8E-5
71	3.6E-1	2.6E-5	6.7E-4	1.2E-3	3.6E-1	2.4E-5	4.8E-5
72	3.6E-1	2.6E-5	6.7E-4	1.2E-3	3.6E-1	2.4E-5	4.8E-5
73	3.6E-1	2.6E-5	6.7E-4	1.2E-3	3.6E-1	2.4E-5	4.8E-5
74	3.6E-1	2.6E-5	6.7E-4	1.2E-3	3.6E-1	2.4E-5	4.8E-5
75	3.6E-1	2.6E-5	6.6E-4	1.2E-3	3.5E-1	2.5E-5	4.8E-5
76	3.6E-1	2.6E-5	6.6E-4	1.2E-3	3.5E-1	2.5E-5	4.8E-5
77	3.6E-1	2.6E-5	6.6E-4	1.2E-3	3.5E-1	2.5E-5	4.9E-5
78	3.6E-1	2.6E-5	6.6E-4	1.2E-3	3.5E-1	2.5E-5	4.9E-5
79	3.6E-1	2.6E-5	6.6E-4	1.2E-3	3.5E-1	2.5E-5	4.9E-5
80	3.5E-1	2.5E-5	6.5E-4	1.2E-3	3.5E-1	2.5E-5	4.9E-5
81	3.5E-1	2.5E-5	6.5E-4	1.1E-3	3.5E-1	2.5E-5	4.9E-5
82	3.5E-1	2.5E-5	6.5E-4	1.1E-3	3.5E-1	2.5E-5	4.9E-5
83	3.5E-1	2.5E-5	6.5E-4	1.1E-3	3.5E-1	2.5E-5	5.0E-5
84	3.5E-1	2.5E-5	6.5E-4	1.1E-3	3.5E-1	2.5E-5	5.0E-5
85	3.5E-1	2.5E-5	6.4E-4	1.1E-3	3.5E-1	2.5E-5	5.0E-5
86	3.5E-1	2.5E-5	6.4E-4	1.1E-3	3.5E-1	2.5E-5	5.0E-5
87	3.5E-1	2.5E-5	6.4E-4	1.1E-3	3.5E-1	2.5E-5	5.0E-5
88	3.5E-1	2.5E-5	6.4E-4	1.1E-3	3.5E-1	2.6E-5	5.0E-5
89	3.5E-1	2.5E-5	6.4E-4	1.1E-3	3.5E-1	2.6E-5	5.0E-5
90	3.5E-1	2.5E-5	6.3E-4	1.1E-3	3.4E-1	2.6E-5	5.1E-5
91	3.5E-1	2.5E-5	6.3E-4	1.1E-3	3.4E-1	2.6E-5	5.1E-5
92	3.5E-1	2.5E-5	6.3E-4	1.1E-3	3.4E-1	2.6E-5	5.1E-5
93	3.5E-1	2.5E-5	6.3E-4	1.1E-3	3.4E-1	2.6E-5	5.1E-5
94	3.4E-1	2.5E-5	6.3E-4	1.1E-3	3.4E-1	2.6E-5	5.1E-5
95	3.4E-1	2.5E-5	6.2E-4	1.1E-3	3.4E-1	2.6E-5	5.1E-5
96	3.4E-1	2.5E-5	6.2E-4	1.1E-3	3.4E-1	2.6E-5	5.1E-5
97	3.4E-1	2.5E-5	6.2E-4	1.1E-3	3.4E-1	2.6E-5	5.2E-5
98	3.4E-1	2.5E-5	6.2E-4	1.1E-3	3.4E-1	2.6E-5	5.2E-5
99	3.4E-1	2.5E-5	6.2E-4	1.1E-3	3.4E-1	2.6E-5	5.2E-5
100	3.4E-1	2.5E-5	6.2E-4	1.1E-3	3.4E-1	2.6E-5	5.2E-5
110	3.3E-1	2.4E-5	6.0E-4	1.1E-3	3.3E-1	2.7E-5	5.3E-5
120	3.3E-1	2.4E-5	5.8E-4	1.0E-3	3.3E-1	2.8E-5	5.5E-5
130	3.2E-1	2.4E-5	5.6E-4	1.0E-3	3.2E-1	2.9E-5	5.6E-5
140	3.2E-1	2.3E-5	5.4E-4	9.7E-4	3.1E-1	2.9E-5	5.7E-5
150	3.1E-1	2.3E-5	5.3E-4	9.4E-4	3.1E-1	3.0E-5	5.8E-5
160	3.1E-1	2.3E-5	5.1E-4	9.1E-4	3.0E-1	3.1E-5	5.9E-5
170	3.0E-1	2.2E-5	4.9E-4	8.9E-4	3.0E-1	3.1E-5	6.1E-5
180	3.0E-1	2.2E-5	4.8E-4	8.6E-4	2.9E-1	3.2E-5	6.2E-5
190	2.9E-1	2.2E-5	4.6E-4	8.4E-4	2.9E-1	3.2E-5	6.3E-5
200	2.9E-1	2.1E-5	4.5E-4	8.1E-4	2.8E-1	3.3E-5	6.3E-5
210	2.8E-1	2.1E-5	4.4E-4	7.9E-4	2.8E-1	3.4E-5	6.4E-5
220	2.8E-1	2.1E-5	4.2E-4	7.7E-4	2.7E-1	3.4E-5	6.5E-5
230	2.7E-1	2.1E-5	4.1E-4	7.5E-4	2.7E-1	3.5E-5	6.6E-5
240	2.7E-1	2.0E-5	4.0E-4	7.2E-4	2.6E-1	3.5E-5	6.7E-5
250	2.6E-1	2.0E-5	3.9E-4	7.0E-4	2.6E-1	3.6E-5	6.7E-5
260	2.6E-1	2.0E-5	3.7E-4	6.8E-4	2.6E-1	3.7E-5	6.8E-5
270	2.5E-1	2.0E-5	3.6E-4	6.7E-4	2.5E-1	3.7E-5	6.9E-5
280	2.5E-1	1.9E-5	3.5E-4	6.5E-4	2.5E-1	3.8E-5	6.9E-5
290	2.5E-1	1.9E-5	3.4E-4	6.3E-4	2.4E-1	3.8E-5	7.0E-5
300	2.4E-1	1.9E-5	3.3E-4	6.1E-4	2.4E-1	3.9E-5	7.1E-5
310	2.4E-1	1.9E-5	3.2E-4	5.9E-4	2.4E-1	3.9E-5	7.1E-5
320	2.4E-1	1.8E-5	3.1E-4	5.8E-4	2.3E-1	4.0E-5	7.2E-5
330	2.3E-1	1.8E-5	3.0E-4	5.6E-4	2.3E-1	4.0E-5	7.2E-5
340	2.3E-1	1.8E-5	2.9E-4	5.5E-4	2.3E-1	4.1E-5	7.3E-5
350	2.3E-1	1.8E-5	2.8E-4	5.3E-4	2.2E-1	4.1E-5	7.3E-5
360	2.2E-1	1.8E-5	2.7E-4	5.2E-4	2.2E-1	4.2E-5	7.3E-5
365	2.2E-1	1.8E-5	2.7E-4	5.1E-4	2.2E-1	4.2E-5	7.4E-5
370	2.2E-1	1.7E-5	2.7E-4	5.0E-4	2.2E-1	4.2E-5	7.4E-5
380	2.2E-1	1.7E-5	2.6E-4	4.9E-4	2.2E-1	4.3E-5	7.4E-5
390	2.2E-1	1.7E-5	2.5E-4	4.8E-4	2.1E-1	4.3E-5	7.4E-5
400	2.1E-1	1.7E-5	2.4E-4	4.6E-4	2.1E-1	4.4E-5	7.5E-5
410	2.1E-1	1.7E-5	2.3E-4	4.5E-4	2.1E-1	4.4E-5	7.5E-5
420	2.1E-1	1.7E-5	2.3E-4	4.4E-4	2.0E-1	4.4E-5	7.5E-5
430	2.1E-1	1.6E-5	2.2E-4	4.3E-4	2.0E-1	4.5E-5	7.5E-5
440	2.0E-1	1.6E-5	2.1E-4	4.2E-4	2.0E-1	4.5E-5	7.6E-5
450	2.0E-1	1.6E-5	2.1E-4	4.0E-4	2.0E-1	4.6E-5	7.6E-5
460	2.0E-1	1.6E-5	2.0E-4	3.9E-4	2.0E-1	4.6E-5	7.6E-5
470	2.0E-1	1.6E-5	1.9E-4	3.8E-4	1.9E-1	4.7E-5	7.6E-5
480	1.9E-1	1.6E-5	1.9E-4	3.7E-4	1.9E-1	4.7E-5	7.6E-5
490	1.9E-1	1.6E-5	1.8E-4	3.6E-4	1.9E-1	4.7E-5	7.7E-5
500	1.9E-1	1.6E-5	1.8E-4	3.5E-4	1.9E-1	4.8E-5	7.7E-5
510	1.9E-1	1.5E-5	1.7E-4	3.5E-4	1.9E-1	4.8E-5	7.7E-5
520	1.9E-1	1.5E-5	1.7E-4	3.4E-4	1.8E-1	4.9E-5	7.7E-5
530	1.8E-1	1.5E-5	1.6E-4	3.3E-4	1.8E-1	4.9E-5	7.7E-5
540	1.8E-1	1.5E-5	1.6E-4	3.2E-4	1.8E-1	4.9E-5	7.7E-5
550	1.8E-1	1.5E-5	1.5E-4	3.1E-4	1.8E-1	5.0E-5	7.7E-5
560	1.8E-1	1.5E-5	1.5E-4	3.0E-4	1.8E-1	5.0E-5	7.7E-5
570	1.8E-1	1.5E-5	1.4E-4	3.0E-4	1.7E-1	5.0E-5	7.7E-5
580	1.8E-1	1.5E-5	1.4E-4	2.9E-4	1.7E-1	5.1E-5	7.7E-5
590	1.7E-1	1.4E-5	1.3E-4	2.8E-4	1.7E-1	5.1E-5	7.7E-5
600	1.7E-1	1.4E-5	1.3E-4	2.7E-4	1.7E-1	5.1E-5	7.7E-5
610	1.7E-1	1.4E-5	1.3E-4	2.7E-4	1.7E-1	5.2E-5	7.7E-5
620	1.7E-1	1.4E-5	1.2E-4	2.6E-4	1.7E-1	5.2E-5	7.7E-5
630	1.7E-1	1.4E-5	1.2E-4	2.5E-4	1.7E-1	5.2E-5	7.7E-5
640	1.7E-1	1.4E-5	1.1E-4	2.5E-4	1.6E-1	5.3E-5	7.7E-5
650	1.7E-1	1.4E-5	1.1E-4	2.4E-4	1.6E-1	5.3E-5	7.7E-5
660	1.6E-1	1.4E-5	1.1E-4	2.4E-4	1.6E-1	5.3E-5	7.7E-5
670	1.6E-1	1.4E-5	1.0E-4	2.3E-4	1.6E-1	5.4E-5	7.7E-5
680	1.6E-1	1.4E-5	1.0E-4	2.3E-4	1.6E-1	5.4E-5	7.7E-5
690	1.6E-1	1.4E-5	9.9E-5	2.2E-4	1.6E-1	5.4E-5	7.7E-5
700	1.6E-1	1.3E-5	9.6E-5	2.1E-4	1.6E-1	5.5E-5	7.7E-5
710	1.6E-1	1.3E-5	9.3E-5	2.1E-4	1.6E-1	5.5E-5	7.7E-5
720	1.6E-1	1.3E-5	9.0E-5	2.0E-4	1.5E-1	5.5E-5	7.7E-5
730	1.6E-1	1.3E-5	8.7E-5	2.0E-4	1.5E-1	5.6E-5	7.7E-5
740	1.6E-1	1.3E-5	8.4E-5	2.0E-4	1.5E-1	5.6E-5	7.7E-5
750	1.5E-1	1.3E-5	8.2E-5	1.9E-4	1.5E-1	5.6E-5	7.7E-5
760	1.5E-1	1.3E-5	7.9E-5	1.9E-4	1.5E-1	5.7E-5	7.6E-5
770	1.5E-1	1.3E-5	7.7E-5	1.8E-4	1.5E-1	5.7E-5	7.6E-5
780	1.5E-1	1.3E-5	7.5E-5	1.8E-4	1.5E-1	5.7E-5	7.6E-5
790	1.5E-1	1.3E-5	7.2E-5	1.7E-4	1.5E-1	5.7E-5	7.6E-5
800	1.5E-1	1.3E-5	7.0E-5	1.7E-4	1.5E-1	5.8E-5	7.6E-5
810	1.5E-1	1.3E-5	6.8E-5	1.7E-4	1.5E-1	5.8E-5	7.6E-5
820	1.5E-1	1.3E-5	6.6E-5	1.6E-4	1.5E-1	5.8E-5	7.6E-5
830	1.5E-1	1.3E-5	6.4E-5	1.6E-4	1.4E-1	5.9E-5	7.6E-5
840	1.5E-1	1.3E-5	6.2E-5	1.6E-4	1.4E-1	5.9E-5	7.6E-5
850	1.5E-1	1.3E-5	6.0E-5	1.5E-4	1.4E-1	5.9E-5	7.5E-5
860	1.5E-1	1.2E-5	5.8E-5	1.5E-4	1.4E-1	5.9E-5	7.5E-5
870	1.4E-1	1.2E-5	5.7E-5	1.5E-4	1.4E-1	6.0E-5	7.5E-5
880	1.4E-1	1.2E-5	5.5E-5	1.4E-4	1.4E-1	6.0E-5	7.5E-5
890	1.4E-1	1.2E-5	5.3E-5	1.4E-4	1.4E-1	6.0E-5	7.5E-5
900	1.4E-1	1.2E-5	5.2E-5	1.4E-4	1.4E-1	6.0E-5	7.5E-5
910	1.4E-1	1.2E-5	5.0E-5	1.4E-4	1.4E-1	6.1E-5	7.5E-5
920	1.4E-1	1.2E-5	4.9E-5	1.3E-4	1.4E-1	6.1E-5	7.4E-5
930	1.4E-1	1.2E-5	4.7E-5	1.3E-4	1.4E-1	6.1E-5	7.4E-5
940	1.4E-1	1.2E-5	4.6E-5	1.3E-4	1.4E-1	6.1E-5	7.4E-5
950	1.4E-1	1.2E-5	4.4E-5	1.3E-4	1.4E-1	6.2E-5	7.4E-5
960	1.4E-1	1.2E-5	4.3E-5	1.2E-4	1.4E-1	6.2E-5	7.4E-5
970	1.4E-1	1.2E-5	4.2E-5	1.2E-4	1.4E-1	6.2E-5	7.4E-5
980	1.4E-1	1.2E-5	4.0E-5	1.2E-4	1.3E-1	6.2E-5	7.3E-5
990	1.4E-1	1.2E-5	3.9E-5	1.2E-4	1.3E-1	6.3E-5	7.3E-5
1000	1.4E-1	1.2E-5	3.8E-5	1.1E-4	1.3E-1	6.3E-5	7.3E-5
1010	1.4E-1	1.2E-5	3.7E-5	1.1E-4	1.3E-1	6.3E-5	7.3E-5
1020	1.4E-1	1.2E-5	3.6E-5	1.1E-4	1.3E-1	6.3E-5	7.3E-5
1030	1.3E-1	1.2E-5	3.5E-5	1.1E-4	1.3E-1	6.4E-5	7.3E-5
1040	1.3E-1	1.2E-5	3.4E-5	1.1E-4	1.3E-1	6.4E-5	7.2E-5
1050	1.3E-1	1.2E-5	3.3E-5	1.0E-4	1.3E-1	6.4E-5	7.2E-5
1060	1.3E-1	1.2E-5	3.2E-5	1.0E-4	1.3E-1	6.4E-5	7.2E-5
1070	1.3E-1	1.1E-5	3.1E-5	1.0E-4	1.3E-1	6.5E-5	7.2E-5
1080	1.3E-1	1.1E-5	3.0E-5	9.9E-5	1.3E-1	6.5E-5	7.2E-5
1090	1.3E-1	1.1E-5	2.9E-5	9.7E-5	1.3E-1	6.5E-5	7.2E-5
1095	1.3E-1	1.1E-5	2.9E-5	9.7E-5	1.3E-1	6.5E-5	7.2E-5
1100	1.3E-1	1.1E-5	2.8E-5	9.6E-5	1.3E-1	6.5E-5	7.1E-5
1200	1.3E-1	1.1E-5	2.1E-5	8.2E-5	1.3E-1	6.7E-5	7.0E-5
1300	1.2E-1	1.1E-5	1.5E-5	7.2E-5	1.2E-1	6.9E-5	6.8E-5
1400	1.2E-1	1.1E-5	1.2E-5	6.4E-5	1.2E-1	7.1E-5	6.6E-5
1500	1.2E-1	1.0E-5	8.7E-6	5.8E-5	1.2E-1	7.3E-5	6.5E-5
1600	1.2E-1	1.0E-5	6.6E-6	5.4E-5	1.1E-1	7.5E-5	6.3E-5
1700	1.2E-1	1.0E-5	5.1E-6	5.0E-5	1.1E-1	7.6E-5	6.2E-5
1800	1.1E-1	9.8E-6	3.9E-6	4.7E-5	1.1E-1	7.8E-5	6.1E-5
1900	1.1E-1	9.6E-6	3.1E-6	4.5E-5	1.1E-1	7.9E-5	5.9E-5
2000	1.1E-1	9.5E-6	2.5E-6	4.3E-5	1.1E-1	8.0E-5	5.8E-5
2100	1.1E-1	9.3E-6	2.0E-6	4.2E-5	1.1E-1	8.2E-5	5.7E-5
2200	1.1E-1	9.2E-6	1.7E-6	4.0E-5	1.1E-1	8.3E-5	5.6E-5
2300	1.1E-1	9.1E-6	1.5E-6	3.9E-5	1.0E-1	8.4E-5	5.5E-5
2400	1.0E-1	9.0E-6	1.3E-6	3.8E-5	1.0E-1	8.5E-5	5.4E-5
2500	1.0E-1	8.8E-6	1.1E-6	3.7E-5	1.0E-1	8.6E-5	5.3E-5
2600	1.0E-1	8.7E-6	1.0E-6	3.7E-5	1.0E-1	8.7E-5	5.2E-5
2700	1.0E-1	8.6E-6	9.6E-7	3.6E-5	9.9E-2	8.8E-5	5.1E-5
2800	1.0E-1	8.5E-6	9.0E-7	3.5E-5	9.8E-2	8.9E-5	5.1E-5
2900	9.9E-2	8.4E-6	8.5E-7	3.5E-5	9.7E-2	9.0E-5	5.0E-5
3000	9.8E-2	8.3E-6	8.2E-7	3.4E-5	9.6E-2	9.1E-5	4.9E-5
3100	9.6E-2	8.2E-6	7.9E-7	3.4E-5	9.5E-2	9.1E-5	4.8E-5
3200	9.5E-2	8.1E-6	7.7E-7	3.3E-5	9.3E-2	9.2E-5	4.8E-5
3300	9.4E-2	8.0E-6	7.5E-7	3.3E-5	9.2E-2	9.3E-5	4.7E-5
3400	9.3E-2	7.9E-6	7.3E-7	3.2E-5	9.1E-2	9.3E-5	4.6E-5
3500	9.2E-2	7.8E-6	7.2E-7	3.2E-5	9.0E-2	9.4E-5	4.6E-5
3600	9.1E-2	7.7E-6	7.0E-7	3.1E-5	8.9E-2	9.5E-5	4.5E-5
3650	9.0E-2	7.7E-6	7.0E-7	3.1E-5	8.9E-2	9.5E-5	4.5E-5
4000	8.7E-2	7.3E-6	6.6E-7	3.0E-5	8.5E-2	9.7E-5	4.3E-5
5000	7.7E-2	6.5E-6	5.8E-7	2.6E-5	7.5E-2	1.0E-4	3.8E-5
6000	6.8E-2	5.8E-6	5.2E-7	2.3E-5	6.7E-2	1.0E-4	3.4E-5
7000	6.1E-2	5.1E-6	4.6E-7	2.1E-5	5.9E-2	1.0E-4	3.0E-5
8000	5.4E-2	4.6E-6	4.1E-7	1.8E-5	5.3E-2	9.9E-5	2.7E-5
9000	4.8E-2	4.0E-6	3.6E-7	1.6E-5	4.7E-2	9.6E-5	2.4E-5
10000	4.2E-2	3.6E-6	3.2E-7	1.5E-5	4.2E-2	9.3E-5	2.1E-5
11000	3.8E-2	3.2E-6	2.9E-7	1.3E-5	3.7E-2	9.0E-5	1.9E-5
12000	3.3E-2	2.8E-6	2.5E-7	1.1E-5	3.3E-2	8.6E-5	1.7E-5
13000	3.0E-2	2.5E-6	2.3E-7	1.0E-5	2.9E-2	8.2E-5	1.5E-5
14000	2.6E-2	2.2E-6	2.0E-7	9.0E-6	2.6E-2	7.8E-5	1.3E-5
15000	2.3E-2	2.0E-6	1.8E-7	8.0E-6	2.3E-2	7.4E-5	1.2E-5
16000	2.1E-2	1.8E-6	1.6E-7	7.1E-6	2.0E-2	7.0E-5	1.0E-5
